Price,Open,Open,High,High,Low,Low,Close,Close,Volume,Volume
Ticker,MPTI,WI,MPTI,WI,MPTI,WI,MPTI,WI,MPTI,WI
Date,,,,,,,,,,
2024-01-01 19:00:00-05:00,35.70000076293945,,37.5,,28.600000381469727,,36.790000915527344,,230500,
2024-01-02 19:00:00-05:00,37.4900016784668,,41.619998931884766,,35.0,,36.22999954223633,,265900,
2024-01-03 19:00:00-05:00,37.34000015258789,,43.36000061035156,,36.65999984741211,,36.79999923706055,,236700,
2024-01-04 19:00:00-05:00,37.31999969482422,,38.349998474121094,,33.66999816894531,,33.70000076293945,,156800,
2024-01-07 19:00:00-05:00,35.060001373291016,,37.2400016784668,,34.25,,36.91999816894531,,88600,
2024-01-08 19:00:00-05:00,37.099998474121094,,40.57400131225586,,35.229000091552734,,39.619998931884766,,134000,
2024-01-09 19:00:00-05:00,39.880001068115234,,43.40999984741211,,37.70000076293945,,38.54999923706055,,187400,
2024-01-10 19:00:00-05:00,38.779998779296875,,38.779998779296875,,34.70000076293945,,37.40999984741211,,125400,
2024-01-11 19:00:00-05:00,37.06999969482422,,38.07899856567383,,35.87200164794922,,37.0,,59000,
2024-01-15 19:00:00-05:00,37.0,,42.79999923706055,,36.630001068115234,,42.58000183105469,,185900,
2024-01-16 19:00:00-05:00,42.54999923706055,,42.790000915527344,,40.18000030517578,,42.22999954223633,,57400,
2024-01-17 19:00:00-05:00,42.400001525878906,,43.34000015258789,,39.540000915527344,,40.939998626708984,,54000,
2024-01-18 19:00:00-05:00,41.83000183105469,,42.4900016784668,,39.459999084472656,,41.380001068115234,,63500,
2024-01-21 19:00:00-05:00,41.5,,42.48899841308594,,38.810001373291016,,39.06999969482422,,84800,
2024-01-22 19:00:00-05:00,38.06999969482422,,38.23500061035156,,35.09000015258789,,35.5,,198100,
2024-01-23 19:00:00-05:00,36.4900016784668,,37.93000030517578,,36.0,,36.38999938964844,,82600,
2024-01-24 19:00:00-05:00,36.38999938964844,,37.165000915527344,,32.5099983215332,,33.959999084472656,,103200,
2024-01-25 19:00:00-05:00,34.02000045776367,,35.28499984741211,,32.880001068115234,,33.65999984741211,,66400,
2024-01-28 19:00:00-05:00,32.380001068115234,,33.4900016784668,,30.25,,31.270000457763672,,124200,
2024-01-29 19:00:00-05:00,31.040000915527344,,31.760000228881836,,30.802000045776367,,31.229999542236328,,45700,
2024-01-30 19:00:00-05:00,31.479999542236328,,32.95000076293945,,30.100000381469727,,30.43000030517578,,75500,
2024-01-31 19:00:00-05:00,30.649999618530273,,33.68000030517578,,30.399999618530273,,32.95000076293945,,57800,
2024-02-01 19:00:00-05:00,33.189998626708984,,35.79999923706055,,33.15999984741211,,35.34000015258789,,61500,
2024-02-04 19:00:00-05:00,35.54999923706055,,35.54999923706055,,33.11000061035156,,33.380001068115234,,54400,
2024-02-05 19:00:00-05:00,33.369998931884766,,36.70000076293945,,33.0,,35.5,,59200,
2024-02-06 19:00:00-05:00,35.90999984741211,,37.650001525878906,,35.77000045776367,,35.79999923706055,,56600,
2024-02-07 19:00:00-05:00,35.79999923706055,,36.36000061035156,,34.0099983215332,,34.65999984741211,,50900,
2024-02-08 19:00:00-05:00,34.58000183105469,,36.0099983215332,,33.70000076293945,,35.7400016784668,,37900,
2024-02-11 19:00:00-05:00,35.7599983215332,,38.189998626708984,,35.75199890136719,,38.08000183105469,,62800,
2024-02-12 19:00:00-05:00,37.189998626708984,,37.77000045776367,,35.5,,37.13999938964844,,69300,
2024-02-13 19:00:00-05:00,38.150001525878906,,39.52000045776367,,37.652000427246094,,39.08000183105469,,45900,
2024-02-14 19:00:00-05:00,39.22999954223633,,42.70000076293945,,39.150001525878906,,42.150001525878906,,115600,
2024-02-15 19:00:00-05:00,42.0,,44.529998779296875,,40.56999969482422,,43.439998626708984,,95000,
2024-02-19 19:00:00-05:00,43.0099983215332,,43.01599884033203,,33.59000015258789,,36.56999969482422,,186800,
2024-02-20 19:00:00-05:00,36.25,,38.709999084472656,,36.06999969482422,,37.5,,31200,
2024-02-21 19:00:00-05:00,38.439998626708984,,38.65999984741211,,35.540000915527344,,36.560001373291016,,54900,
2024-02-22 19:00:00-05:00,36.709999084472656,,38.439998626708984,,35.810001373291016,,35.810001373291016,,42100,
2024-02-25 19:00:00-05:00,36.0099983215332,,38.0,,36.0099983215332,,37.560001373291016,,40900,
2024-02-26 19:00:00-05:00,37.900001525878906,,38.040000915527344,,36.220001220703125,,36.7599983215332,,49200,
2024-02-27 19:00:00-05:00,37.16999816894531,,37.97999954223633,,36.0,,37.47999954223633,,25400,
2024-02-28 19:00:00-05:00,38.29999923706055,,38.97999954223633,,37.058998107910156,,38.970001220703125,,35900,
2024-02-29 19:00:00-05:00,38.9900016784668,,39.29999923706055,,37.880001068115234,,38.650001525878906,,29300,
2024-03-03 19:00:00-05:00,39.06999969482422,,41.869998931884766,,37.25,,41.65999984741211,,72500,
2024-03-04 19:00:00-05:00,41.65999984741211,,41.779998779296875,,39.61000061035156,,41.0,,33300,
2024-03-05 19:00:00-05:00,41.400001525878906,,41.400001525878906,,39.97999954223633,,40.040000915527344,,22300,
2024-03-06 19:00:00-05:00,40.38999938964844,,40.832000732421875,,38.402000427246094,,40.060001373291016,,44800,
2024-03-07 19:00:00-05:00,40.20000076293945,,41.43000030517578,,39.29999923706055,,41.43000030517578,,39100,
2024-03-10 20:00:00-04:00,41.11000061035156,,41.2599983215332,,39.29999923706055,,40.47999954223633,,43200,
2024-03-11 20:00:00-04:00,40.279998779296875,,44.79999923706055,,39.904998779296875,,42.959999084472656,,89700,
2024-03-12 20:00:00-04:00,42.959999084472656,,45.599998474121094,,42.08000183105469,,42.08000183105469,,44900,
2024-03-13 20:00:00-04:00,42.0,,42.810001373291016,,38.06999969482422,,38.599998474121094,,64600,
2024-03-14 20:00:00-04:00,38.9900016784668,,41.0,,38.4900016784668,,39.939998626708984,,31900,
2024-03-17 20:00:00-04:00,40.47999954223633,,42.02000045776367,,40.16400146484375,,40.880001068115234,,28400,
2024-03-18 20:00:00-04:00,40.56999969482422,,40.849998474121094,,39.029998779296875,,39.5,,47500,
2024-03-19 20:00:00-04:00,39.52000045776367,,41.36000061035156,,39.52000045776367,,40.70000076293945,,11900,
2024-03-20 20:00:00-04:00,41.0,,41.5,,40.18000030517578,,41.2400016784668,,29100,
2024-03-21 20:00:00-04:00,40.959999084472656,,41.060001373291016,,39.5,,40.08000183105469,,31300,
2024-03-24 20:00:00-04:00,40.0,,40.9900016784668,,39.0099983215332,,39.0099983215332,,50100,
2024-03-25 20:00:00-04:00,34.0,,35.959999084472656,,26.399999618530273,,29.709999084472656,,555100,
2024-03-26 20:00:00-04:00,29.93000030517578,,32.08300018310547,,28.709999084472656,,31.600000381469727,,117600,
2024-03-27 20:00:00-04:00,31.649999618530273,,31.649999618530273,,29.399999618530273,,30.0,,52600,
2024-03-31 20:00:00-04:00,30.0,,30.2450008392334,,27.718000411987305,,29.40999984741211,,97600,
2024-04-01 20:00:00-04:00,29.200000762939453,,29.951000213623047,,28.010000228881836,,29.5,,45500,
2024-04-02 20:00:00-04:00,29.5,,29.5,,27.780000686645508,,28.780000686645508,,66200,
2024-04-03 20:00:00-04:00,28.700000762939453,,28.700000762939453,,26.1299991607666,,26.1299991607666,,99800,
2024-04-04 20:00:00-04:00,26.700000762939453,,27.40999984741211,,25.690000534057617,,26.940000534057617,,46300,
2024-04-07 20:00:00-04:00,27.200000762939453,,28.2450008392334,,26.0,,27.020000457763672,,50400,
2024-04-08 20:00:00-04:00,26.68000030517578,,27.381000518798828,,26.200000762939453,,27.06999969482422,,36300,
2024-04-09 20:00:00-04:00,27.06999969482422,,28.190000534057617,,26.040000915527344,,26.850000381469727,,45700,
2024-04-10 20:00:00-04:00,26.5,,29.684999465942383,,26.5,,29.489999771118164,,51400,
2024-04-11 20:00:00-04:00,29.290000915527344,,30.989999771118164,,28.030000686645508,,28.520000457763672,,57600,
2024-04-14 20:00:00-04:00,28.690000534057617,,29.399999618530273,,27.040000915527344,,27.040000915527344,,25300,
2024-04-15 20:00:00-04:00,27.010000228881836,,28.540000915527344,,27.010000228881836,,27.25,,33900,
2024-04-16 20:00:00-04:00,27.520000457763672,,28.232999801635742,,26.100000381469727,,26.100000381469727,,20700,
2024-04-17 20:00:00-04:00,26.299999237060547,,27.672000885009766,,23.0,,23.790000915527344,,106800,
2024-04-18 20:00:00-04:00,23.719999313354492,,24.40999984741211,,23.295000076293945,,23.899999618530273,,30500,
2024-04-21 20:00:00-04:00,23.200000762939453,,26.749000549316406,,23.200000762939453,,25.68000030517578,,94100,
