Price,Open,High,Low,Close,Volume
Ticker,IROQ,IROQ,IROQ,IROQ,IROQ
Date,,,,,
2024-12-18 19:00:00-05:00,22.593890744365275,23.076079108010358,21.688562393188477,21.688562393188477,2500
2024-12-19 19:00:00-05:00,22.298674435692675,23.06623760816601,22.072342355056232,22.928468704223633,4100
2024-12-22 19:00:00-05:00,22.633251190185547,22.633251190185547,22.633251190185547,22.633251190185547,700
2024-12-23 19:00:00-05:00,22.633251190185547,22.633251190185547,22.633251190185547,22.633251190185547,0
2024-12-25 19:00:00-05:00,23.115437662636396,23.12527843188214,22.54468618492691,22.87926483154297,11900
2024-12-26 19:00:00-05:00,22.918629035645264,22.918629035645264,22.56436883311549,22.839902877807617,800
2024-12-29 19:00:00-05:00,22.495486083076084,22.928468704223633,22.495486083076084,22.928468704223633,900
2024-12-30 19:00:00-05:00,22.928468704223633,22.928468704223633,22.928468704223633,22.928468704223633,0
2025-01-01 19:00:00-05:00,22.47580337524414,22.47580337524414,22.47580337524414,22.47580337524414,400
2025-01-02 19:00:00-05:00,22.928468704223633,22.928468704223633,22.928468704223633,22.928468704223633,400
2025-01-05 19:00:00-05:00,22.47580337524414,22.47580337524414,22.47580337524414,22.47580337524414,900
2025-01-06 19:00:00-05:00,22.515164615112074,22.692294713471192,22.515164615112074,22.67261505126953,800
2025-01-07 19:00:00-05:00,22.633251190185547,22.633251190185547,22.633251190185547,22.633251190185547,700
2025-01-09 19:00:00-05:00,22.495484559544103,23.12527878542154,22.475803020751723,22.70213508605957,9000
2025-01-12 19:00:00-05:00,22.948148727416992,22.948148727416992,22.948148727416992,22.948148727416992,200
2025-01-13 19:00:00-05:00,22.948149195435615,23.607465744018555,22.948149195435615,23.607465744018555,500
2025-01-14 19:00:00-05:00,23.02687382299186,23.617306870132147,23.02687382299186,23.430335998535156,2700
2025-01-15 19:00:00-05:00,23.38113366651231,23.410655975341797,23.38113366651231,23.410655975341797,600
2025-01-16 19:00:00-05:00,23.51889966065283,24.13885498046875,23.312249138670726,24.13885498046875,4000
2025-01-20 19:00:00-05:00,23.617306588341517,24.247100830078125,22.977671576960915,24.247100830078125,3000
2025-01-21 19:00:00-05:00,23.764915466308594,23.764915466308594,23.764915466308594,23.764915466308594,700
2025-01-22 19:00:00-05:00,23.725553512573242,23.725553512573242,23.725553512573242,23.725553512573242,400
2025-01-23 19:00:00-05:00,23.71571159362793,23.71571159362793,23.71571159362793,23.71571159362793,200
2025-01-26 19:00:00-05:00,22.692294342296396,23.25320505996894,22.692294342296396,22.751338958740234,900
2025-01-27 19:00:00-05:00,22.78086014914956,22.78086014914956,22.702135868202642,22.741498947143555,2400
