Date,Open,High,Low,Close,Volume,"('Adj Close', 'CLFD')","('Close', 'CLFD')","('High', 'CLFD')","('Low', 'CLFD')","('Open', 'CLFD')","('Volume', 'CLFD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,28.790000915527344,30.520000457763672,28.709999084472656,29.790000915527344,255000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,29.420000076293945,29.420000076293945,27.959999084472656,28.38999938964844,230900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,28.559999465942383,29.09000015258789,28.07999992370605,28.600000381469727,137400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,28.459999084472656,28.88999938964844,28.11000061035156,28.1200008392334,120600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,28.049999237060547,28.940000534057617,27.84000015258789,28.5,143800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,28.15999984741211,28.399999618530277,27.350000381469727,28.18000030517578,194600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,28.059999465942383,28.51000022888184,27.649999618530277,28.309999465942383,126000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,28.209999084472656,28.299999237060547,27.489999771118164,27.59000015258789,153700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,27.950000762939453,28.459999084472656,27.07999992370605,27.1200008392334,157900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,26.86000061035156,26.86000061035156,25.90999984741211,25.989999771118164,264600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,25.59000015258789,25.63999938964844,24.84000015258789,25.280000686645508,263100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,25.459999084472656,25.6299991607666,24.86000061035156,25.479999542236328,168600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,25.59000015258789,25.59000015258789,24.780000686645508,25.31999969482422,212100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,25.420000076293945,26.09000015258789,25.18000030517578,25.71999931335449,210500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,26.030000686645508,26.420000076293945,25.06999969482422,25.09000015258789,181300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,25.739999771118164,26.15999984741211,25.020000457763672,25.200000762939453,194200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,25.61000061035156,26.049999237060547,25.350000381469727,25.90999984741211,204300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,26.190000534057617,26.61000061035156,25.549999237060547,25.559999465942383,197500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,25.399999618530277,27.149999618530277,24.989999771118164,27.030000686645508,267100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,26.299999237060547,26.299999237060547,25.209999084472656,25.739999771118164,354600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,25.71999931335449,25.899999618530277,25.11000061035156,25.190000534057617,296100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,25.450000762939453,26.459999084472656,25.170000076293945,26.1200008392334,326800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,25.899999618530277,29.459999084472656,25.540000915527344,29.440000534057617,610100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,28.86000061035156,29.1299991607666,27.530000686645508,28.63999938964844,424800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,28.63999938964844,29.299999237060547,28.21999931335449,28.940000534057617,268800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,29.059999465942383,29.280000686645508,28.06999969482422,28.25,250700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,28.530000686645508,29.34000015258789,27.96999931335449,28.59000015258789,254300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,28.600000381469727,29.809999465942383,28.40999984741211,29.709999084472656,178500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,30.1200008392334,31.26000022888184,30.07999992370605,31.1299991607666,177300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,30.0,30.15999984741211,28.690000534057617,28.739999771118164,189800.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,29.440000534057617,30.440000534057617,28.8700008392334,30.309999465942383,157600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,30.479999542236328,31.36000061035156,30.190000534057617,31.040000915527344,130600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,30.549999237060547,30.86000061035156,30.11000061035156,30.36000061035156,159100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,29.6200008392334,30.489999771118164,29.6200008392334,30.040000915527344,145800.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,29.899999618530277,29.96999931335449,29.1200008392334,29.450000762939453,138300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,29.690000534057617,29.96999931335449,29.07999992370605,29.34000015258789,117500.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,29.34000015258789,29.75,28.540000915527344,29.420000076293945,104700.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,29.229999542236328,30.06999969482422,29.229999542236328,29.6200008392334,123600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,29.799999237060547,31.15999984741211,29.700000762939453,30.540000915527344,350000.0,,,,,,,,,,
