Date,Open,High,Low,Close,Volume,"('Adj Close', 'LIQT')","('Close', 'LIQT')","('High', 'LIQT')","('Low', 'LIQT')","('Open', 'LIQT')","('Volume', 'LIQT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.549999952316284,3.549999952316284,3.440000057220459,3.450000047683716,2500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.450000047683716,3.509999990463257,3.390000104904175,3.509999990463257,8700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.5,3.5799999237060547,3.490000009536743,3.490000009536743,5900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.5,3.609999895095825,3.5,3.5,1800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.4800000190734863,3.5799999237060547,3.4800000190734863,3.490000009536743,5000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.5199999809265137,3.5999999046325684,3.490000009536743,3.5999999046325684,10600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.549999952316284,3.549999952316284,3.5199999809265137,3.5199999809265137,7600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.509999990463257,3.5999999046325684,3.5,3.5199999809265137,2100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.5199999809265137,3.5899999141693115,3.490000009536743,3.5,3800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.5299999713897705,3.5899999141693115,3.5,3.5,1300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.5,3.5,3.4200000762939453,3.4800000190734863,7600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.390000104904175,3.450000047683716,3.390000104904175,3.450000047683716,7400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.4800000190734863,3.4800000190734863,3.4200000762939453,3.4200000762939453,5500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.4200000762939453,3.4200000762939453,3.380000114440918,3.380000114440918,5100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.400000095367432,3.400000095367432,3.380000114440918,3.380000114440918,4600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.390000104904175,3.450000047683716,3.390000104904175,3.400000095367432,2300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.3399999141693115,3.4600000381469727,3.3399999141693115,3.390000104904175,10200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.400000095367432,3.4600000381469727,3.380000114440918,3.380000114440918,4100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.319999933242798,3.390000104904175,3.319999933242798,3.3499999046325684,17800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.309999942779541,3.319999933242798,3.25,3.25,4800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.25,3.3299999237060547,3.25,3.25,14400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.220000028610229,3.3499999046325684,3.220000028610229,3.289999961853028,5800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.240000009536743,3.259999990463257,3.240000009536743,3.240000009536743,1900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,3.240000009536743,3.259999990463257,3.180000066757202,3.180000066757202,10100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,3.220000028610229,3.359999895095825,3.220000028610229,3.2799999713897705,6400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,3.309999942779541,3.309999942779541,3.240000009536743,3.240000009536743,800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,3.240000009536743,3.259999990463257,3.240000009536743,3.240000009536743,1000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,3.299999952316284,3.299999952316284,3.220000028610229,3.220000028610229,2300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,3.240000009536743,3.390000104904175,3.240000009536743,3.299999952316284,16400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,3.299999952316284,3.299999952316284,3.2100000381469727,3.2100000381469727,1500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,3.2699999809265137,3.390000104904175,3.2699999809265137,3.3499999046325684,13500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,3.309999942779541,3.470000028610229,3.309999942779541,3.4200000762939453,8700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,3.390000104904175,3.549999952316284,3.390000104904175,3.4600000381469727,9300.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,3.3399999141693115,3.4600000381469727,3.3399999141693115,3.400000095367432,2500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,3.259999990463257,3.2699999809265137,3.180000066757202,3.200000047683716,35100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,3.200000047683716,3.240000009536743,3.0999999046325684,3.130000114440918,34400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,3.130000114440918,3.140000104904175,3.009999990463257,3.0899999141693115,13000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,3.200000047683716,3.3299999237060547,3.0999999046325684,3.220000028610229,11500.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,3.220000028610229,3.259999990463257,3.2100000381469727,3.2100000381469727,2500.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,3.190000057220459,3.240000009536743,3.150000095367432,3.150000095367432,2200.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,3.2100000381469727,3.2100000381469727,3.0799999237060547,3.0799999237060547,25200.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,3.049999952316284,3.150000095367432,3.0299999713897705,3.049999952316284,9300.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,3.059999942779541,3.069999933242798,3.0199999809265137,3.0299999713897705,11700.0,,,,,,,,,,
