Date,Open,High,Low,Close,Volume,"('Adj Close', 'DNMR')","('Close', 'DNMR')","('High', 'DNMR')","('Low', 'DNMR')","('Open', 'DNMR')","('Volume', 'DNMR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,41.20000076293945,42.79999923706055,40.0,41.59999847412109,14525.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,40.79999923706055,41.0,37.20000076293945,37.27999877929688,66440.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,38.400001525878906,38.79999923706055,36.400001525878906,36.880001068115234,60363.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,36.400001525878906,39.59999847412109,36.0,37.720001220703125,33710.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,37.20000076293945,41.20000076293945,36.720001220703125,40.400001525878906,35518.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,39.20000076293945,39.59999847412109,36.959999084472656,36.959999084472656,23240.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,38.2400016784668,38.2400016784668,35.68000030517578,36.79999923706055,37088.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,36.400001525878906,37.15999984741211,35.20000076293945,35.36000061035156,23953.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,35.599998474121094,36.68000030517578,33.20000076293945,33.400001525878906,20538.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,34.400001525878906,34.79999923706055,30.84000015258789,30.959999084472656,29673.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,30.399999618530277,31.200000762939453,27.040000915527344,28.71999931335449,39405.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,29.600000381469727,30.0,27.600000381469727,28.36000061035156,23388.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,28.200000762939453,29.07999992370605,24.71999931335449,28.63999938964844,60815.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,29.040000915527344,31.559999465942383,28.040000915527344,28.799999237060547,35930.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,29.07999992370605,29.1200008392334,28.399999618530277,28.68000030517578,13948.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,29.200000762939453,31.399999618530277,29.040000915527344,29.200000762939453,33873.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,28.920000076293945,31.200000762939453,27.31999969482422,27.520000457763672,24318.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,28.0,28.399999618530277,27.200000762939453,27.31999969482422,14005.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,27.520000457763672,27.84000015258789,25.799999237060547,26.200000762939453,36803.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,26.31999969482422,26.76000022888184,25.07999992370605,26.0,19485.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,25.84000015258789,26.399999618530277,25.200000762939453,25.520000457763672,15353.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,25.799999237060547,27.68000030517578,25.200000762939453,25.959999084472656,16518.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,25.8799991607666,28.399999618530277,24.799999237060547,27.520000457763672,21425.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,27.520000457763672,27.520000457763672,24.399999618530277,24.399999618530277,27945.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,24.0,26.0,24.0,26.0,16300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,26.0,26.440000534057617,24.799999237060547,26.399999618530277,13503.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,25.520000457763672,30.799999237060547,25.239999771118164,30.399999618530277,29963.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,29.600000381469727,38.79999923706055,29.600000381469727,36.0,44040.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,34.0,38.0,34.0,37.040000915527344,19635.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,34.91999816894531,36.59999847412109,33.68000030517578,34.400001525878906,18548.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,34.31999969482422,40.400001525878906,34.31999969482422,39.84000015258789,53190.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,38.59999847412109,48.0,38.59999847412109,46.79999923706055,40293.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,46.0,47.20000076293945,40.400001525878906,41.20000076293945,28075.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,42.400001525878906,43.15999984741211,38.400001525878906,39.52000045776367,24615.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,39.31999969482422,44.0,39.31999969482422,44.0,19423.0,,,,,,,,,,
