Date,Open,High,Low,Close,Volume,"('Adj Close', 'AGM')","('Close', 'AGM')","('High', 'AGM')","('Low', 'AGM')","('Open', 'AGM')","('Volume', 'AGM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,189.1100006103516,190.3699951171875,186.1300048828125,186.9900054931641,60600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,186.77999877929688,186.9600067138672,183.30999755859372,183.3800048828125,50200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,184.19000244140625,186.22000122070312,183.5800018310547,184.3999938964844,57300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,183.8699951171875,189.50999450683597,183.8699951171875,186.8800048828125,65100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,186.8500061035156,187.41000366210935,184.6000061035156,185.17999267578125,45700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,183.1199951171875,184.0500030517578,181.8500061035156,182.9900054931641,37800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,182.25,184.1499938964844,181.1999969482422,183.0,56600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,182.7400054931641,183.47000122070312,177.52999877929688,180.10000610351562,45900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,182.9900054931641,182.9900054931641,177.8300018310547,178.52000427246094,51800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,176.7100067138672,179.64999389648438,176.47000122070312,179.52999877929688,45500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,177.24000549316406,180.6699981689453,177.24000549316406,180.52999877929688,34000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,181.0,183.16000366210935,179.30999755859375,183.07000732421875,55900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,184.25,186.25,182.5,185.6300048828125,47400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,187.30999755859372,189.5399932861328,187.30999755859372,188.4499969482422,47000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,189.6199951171875,189.6199951171875,185.6699981689453,186.50999450683597,49000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,187.6000061035156,188.27999877929688,183.9199981689453,183.92999267578125,37000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,186.57000732421875,187.4199981689453,183.72000122070312,187.1199951171875,41400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,187.91000366210935,189.1999969482422,187.8600006103516,189.1699981689453,29900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,189.27999877929688,192.02999877929688,187.97000122070312,191.72000122070312,47400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,190.7100067138672,193.0200042724609,190.1999969482422,192.9600067138672,25100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,193.0,193.0,185.9900054931641,186.2899932861328,51500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,186.47000122070312,188.9499969482422,182.6199951171875,188.6499938964844,91900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,186.67999267578125,190.97999572753903,186.67999267578125,188.2899932861328,41300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,185.91000366210935,188.3699951171875,184.72000122070312,187.4900054931641,46800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,186.91000366210935,189.02999877929688,185.7400054931641,186.1199951171875,49000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,185.0,185.3000030517578,181.3699951171875,182.57000732421875,42700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,181.94000244140625,183.33999633789065,181.0800018310547,181.5800018310547,54900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,182.3000030517578,185.4600067138672,181.72000122070312,184.0,61100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,184.55999755859372,188.8300018310547,184.3000030517578,187.3500061035156,56300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,182.0800018310547,184.4499969482422,178.0,180.8800048828125,100900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,182.6000061035156,184.1699981689453,180.4199981689453,183.80999755859372,83200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,185.27999877929688,189.2700042724609,184.8999938964844,188.25,86100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,186.22000122070312,187.63999938964844,184.7100067138672,185.0,80700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,182.88999938964844,184.92999267578125,182.88999938964844,184.6499938964844,48800.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,184.5800018310547,185.55999755859372,183.1100006103516,185.0500030517578,78000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,184.9900054931641,187.67999267578125,184.9900054931641,186.6199951171875,70300.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,190.9900054931641,192.0,178.41000366210938,180.55999755859372,158500.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,179.30999755859375,181.7899932861328,175.25,177.35000610351562,125000.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,180.2100067138672,181.27999877929688,178.0399932861328,180.66000366210935,78400.0,,,,,,,,,,
