Date,Open,High,Low,Close,Volume,"('Adj Close', 'EFOI')","('Close', 'EFOI')","('High', 'EFOI')","('Low', 'EFOI')","('Open', 'EFOI')","('Volume', 'EFOI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.5099999904632568,1.5099999904632568,1.4500000476837158,1.4500000476837158,6700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.4500000476837158,1.4800000190734863,1.4500000476837158,1.4800000190734863,2600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.5,1.5099999904632568,1.5,1.5099999904632568,1400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.5099999904632568,1.5800000429153442,1.5099999904632568,1.5800000429153442,1300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.5499999523162842,1.5700000524520874,1.5499999523162842,1.5499999523162842,1400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.5299999713897705,1.559999942779541,1.5099999904632568,1.5099999904632568,5300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.5,1.5,1.5,1.5,1200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.5,1.5299999713897705,1.4500000476837158,1.5199999809265137,2000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.4700000286102295,1.600000023841858,1.4700000286102295,1.4900000095367432,4800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.5700000524520874,1.5700000524520874,1.4900000095367432,1.4900000095367432,1900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.5,1.5199999809265137,1.4700000286102295,1.5199999809265137,3300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.4900000095367432,1.4900000095367432,1.4800000190734863,1.4800000190734863,900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.4900000095367432,1.5,1.4700000286102295,1.4700000286102295,1900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.4900000095367432,1.5,1.4900000095367432,1.5,600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.4700000286102295,1.5,1.4700000286102295,1.4900000095367432,900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.4900000095367432,1.5199999809265137,1.4900000095367432,1.5199999809265137,500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.4500000476837158,1.4500000476837158,1.2300000190734863,1.25,10500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.2000000476837158,1.340000033378601,1.2000000476837158,1.340000033378601,2400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1.3799999952316284,1.4800000190734863,1.3799999952316284,1.399999976158142,1300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,1.4600000381469729,1.4600000381469729,1.399999976158142,1.399999976158142,2100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,1.3899999856948853,1.3899999856948853,1.350000023841858,1.350000023841858,1200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,1.2999999523162842,1.3899999856948853,1.2999999523162842,1.3200000524520874,5800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,1.3200000524520874,1.3200000524520874,1.2999999523162842,1.2999999523162842,3200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,1.2699999809265137,1.2699999809265137,1.2000000476837158,1.2000000476837158,2400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,1.4199999570846558,1.4199999570846558,1.2100000381469729,1.2100000381469729,4200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,1.2000000476837158,1.3600000143051147,1.2000000476837158,1.2899999618530271,3000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,1.2899999618530271,1.2999999523162842,1.2100000381469729,1.2899999618530271,3800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,1.2599999904632568,1.4900000095367432,1.2300000190734863,1.4900000095367432,900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,1.3799999952316284,1.7899999618530271,1.25,1.25,23200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,1.309999942779541,1.4600000381469729,1.309999942779541,1.3300000429153442,4500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,1.399999976158142,1.399999976158142,1.3300000429153442,1.3300000429153442,2400.0,,,,,,,,,,
