Date,Open,High,Low,Close,Volume,"('Adj Close', 'BASE')","('Close', 'BASE')","('High', 'BASE')","('Low', 'BASE')","('Open', 'BASE')","('Volume', 'BASE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,22.26000022888184,22.26000022888184,20.958999633789062,21.1299991607666,363900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,20.93000030517578,21.36000061035156,20.309999465942383,20.40999984741211,371500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,20.479999542236328,20.88999938964844,20.10400009155273,20.75,230300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,20.559999465942383,21.13999938964844,20.049999237060547,20.979999542236328,241100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,21.979999542236328,22.790000915527344,21.44499969482422,22.75,370700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,22.0,22.51000022888184,21.75,22.309999465942383,564900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,22.239999771118164,22.670000076293945,21.690000534057617,22.459999084472656,296700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,22.5,23.18000030517578,22.21999931335449,23.149999618530277,301600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,23.36000061035156,23.71999931335449,23.049999237060547,23.3700008392334,380200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,23.149999618530277,23.8799991607666,22.71999931335449,23.75,391000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,23.350000381469727,24.190000534057617,22.729999542236328,24.15999984741211,295700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,24.15999984741211,24.30500030517578,23.145999908447266,23.65999984741211,264500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,23.8799991607666,24.06999969482422,23.295000076293945,23.940000534057617,501000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,23.989999771118164,24.989999771118164,23.93000030517578,24.799999237060547,562400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,25.0,25.01000022888184,24.6299991607666,24.770000457763672,325200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,25.25,25.25,24.420000076293945,24.600000381469727,630800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,25.0,25.38999938964844,24.684999465942383,24.850000381469727,487300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,24.81999969482422,24.899999618530277,24.09000015258789,24.21999931335449,251000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,24.38999938964844,24.729999542236328,23.81999969482422,24.71999931335449,330800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,24.600000381469727,25.0,24.15999984741211,24.68000030517578,387200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,24.46999931335449,25.399999618530277,24.405000686645508,25.0,1063300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,25.309999465942383,26.209999084472656,25.26000022888184,26.18000030517578,557700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,26.0,27.61000061035156,25.979999542236328,27.07999992370605,972000.0,,,,,,,,,,
