Date,Open,High,Low,Close,Volume,"('Adj Close', 'FORM')","('Close', 'FORM')","('High', 'FORM')","('Low', 'FORM')","('Open', 'FORM')","('Volume', 'FORM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,40.790000915527344,40.81999969482422,40.0,40.34999847412109,436200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,39.93000030517578,40.060001373291016,38.72999954223633,38.900001525878906,382400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,38.290000915527344,38.88999938964844,38.0,38.209999084472656,401200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,38.060001373291016,38.68999862670898,37.209999084472656,37.65999984741211,460200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,37.95000076293945,38.88999938964844,37.68999862670898,38.63999938964844,287500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,37.93999862670898,38.900001525878906,37.93999862670898,38.77000045776367,474800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,38.63999938964844,39.0,37.47999954223633,38.65999984741211,344800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,38.52000045776367,39.33000183105469,38.33000183105469,39.29999923706055,344100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,39.61000061035156,39.83000183105469,38.97999954223633,39.2599983215332,255500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,39.25,39.959999084472656,39.22999954223633,39.77999877929688,246300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,39.33000183105469,39.9900016784668,38.41999816894531,39.08000183105469,299900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,40.290000915527344,41.02999877929688,39.91999816894531,40.790000915527344,380000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,41.38999938964844,42.709999084472656,41.119998931884766,42.43000030517578,495200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,43.0,43.61000061035156,42.75,43.04999923706055,561200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,43.290000915527344,43.34999847412109,42.56999969482422,42.95000076293945,278300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,43.5099983215332,45.150001525878906,43.209999084472656,43.75,639400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,44.83000183105469,44.83000183105469,42.959999084472656,43.09999847412109,256900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,42.06999969482422,42.369998931884766,41.040000915527344,41.09999847412109,391000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,41.150001525878906,42.060001373291016,40.810001373291016,41.9900016784668,307400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,41.720001220703125,41.97999954223633,41.0099983215332,41.29999923706055,239400.0,,,,,,,,,,
