Date,Open,High,Low,Close,Volume,"('Adj Close', 'TXN')","('Close', 'TXN')","('High', 'TXN')","('Low', 'TXN')","('Open', 'TXN')","('Volume', 'TXN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,168.85000610351562,169.92999267578125,167.41000366210938,169.25999450683594,5652500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,167.99000549316406,168.5,166.2100067138672,166.74000549316406,5874900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,162.5,165.7100067138672,162.39999389648438,164.47000122070312,6445700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,164.89999389648438,166.22999572753906,164.14999389648438,165.10000610351562,3087200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,165.2100067138672,168.6699981689453,164.60000610351562,168.5399932861328,5717500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,166.0,170.52000427246094,166.0,168.6300048828125,5018500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,168.5,168.52000427246094,165.11000061035156,167.25,4045200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,167.16000366210938,167.8800048828125,165.02999877929688,165.60000610351562,5635600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,166.66000366210938,167.2100067138672,163.88999938964844,164.8699951171875,4205000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,164.39999389648438,165.47999572753906,162.60000610351562,163.8800048828125,6682800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,162.55999755859375,162.9199981689453,160.2899932861328,162.4199981689453,4079000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,164.6699981689453,167.3800048828125,163.17999267578125,166.91000366210938,6583700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,170.89999389648438,175.16000366210938,170.24000549316406,173.64999389648438,13344000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,174.0,176.64999389648438,173.6199951171875,174.8300018310547,6850700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,174.83999633789062,176.57000732421875,174.25999450683594,174.33999633789062,9459400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,171.2899932861328,172.89999389648438,168.5399932861328,170.07000732421875,15100400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,171.05999755859375,171.52999877929688,166.8300018310547,167.4199981689453,7088200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,166.1999969482422,166.1999969482422,163.27999877929688,164.08999633789062,8800900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,164.0800018310547,166.32000732421875,163.42999267578125,166.0399932861328,6076600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,162.89999389648438,163.77999877929688,161.5399932861328,162.0500030517578,4897600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,160.41000366210938,163.1699981689453,159.32000732421875,160.1199951171875,8665200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,159.22000122070312,159.8699951171875,156.66000366210938,159.69000244140625,6542100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,158.3800048828125,159.8000030517578,157.77000427246094,159.1999969482422,4922400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,159.99000549316406,159.99000549316406,157.58999633789062,158.89999389648438,4190100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,159.1699981689453,159.6999969482422,157.3300018310547,158.3699951171875,4139800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,159.92999267578125,160.2899932861328,158.22999572753906,158.77000427246094,4627900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,159.30999755859375,161.05999755859375,158.77999877929688,160.2100067138672,3487700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,161.27999877929688,162.47999572753906,160.6300048828125,162.39999389648438,3919500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,162.39999389648438,162.83999633789062,161.0500030517578,161.0800018310547,3853000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,158.25999450683594,159.4199981689453,155.4600067138672,156.85000610351562,5357900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,157.85000610351562,159.0399932861328,156.57000732421875,157.8699951171875,4528000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,158.89999389648438,161.27000427246094,158.89999389648438,160.7100067138672,3725300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,160.35000610351562,162.14999389648438,159.42999267578125,160.3800048828125,3167600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,159.3699951171875,162.91000366210938,159.25999450683594,162.74000549316406,5406200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,162.52000427246094,164.1199951171875,161.5,164.0800018310547,4533900.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,164.89999389648438,166.1199951171875,163.49000549316406,165.42999267578125,5041200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,165.8300018310547,166.0,163.6300048828125,163.69000244140625,3479100.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,164.6199951171875,165.50999450683594,163.77999877929688,164.3000030517578,5251300.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,164.5800018310547,165.66000366210938,164.25,164.94000244140625,2886600.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,163.5,163.8800048828125,162.3800048828125,163.0399932861328,2933000.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,164.89999389648438,167.91000366210938,164.27999877929688,167.3300018310547,7267200.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,167.5500030517578,172.08999633789062,167.32000732421875,171.0500030517578,5233200.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,172.5,173.0500030517578,170.86000061035156,172.44000244140625,4401600.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,171.36000061035156,172.72000122070312,169.27999877929688,170.63999938964844,6215600.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,173.11000061035156,175.7899932861328,170.67999267578125,171.8699951171875,6312700.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,172.27999877929688,177.75,172.27999877929688,175.27000427246094,5980400.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,175.4600067138672,175.5800018310547,172.27000427246094,172.3000030517578,5631000.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,172.27999877929688,174.27999877929688,171.52999877929688,174.19000244140625,4207300.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,175.99000549316406,176.35000610351562,173.22999572753906,174.8000030517578,5802600.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,173.88999938964844,174.2899932861328,171.2100067138672,172.67999267578125,5199500.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,173.30999755859375,173.6300048828125,169.8000030517578,171.13999938964844,5028200.0,,,,,,,,,,
