Date,Open,High,Low,Close,Volume,"('Adj Close', 'TOWN')","('Close', 'TOWN')","('High', 'TOWN')","('Low', 'TOWN')","('Open', 'TOWN')","('Volume', 'TOWN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,29.56999969482422,30.07999992370605,29.5,29.770000457763672,173700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,29.65999984741211,29.65999984741211,28.690000534057617,28.75,189100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,28.93000030517578,29.520000457763672,28.899999618530277,29.40999984741211,338900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,29.3799991607666,29.86000061035156,29.209999084472656,29.32999992370605,242100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,29.26000022888184,29.450000762939453,29.01000022888184,29.290000915527344,182400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,28.8700008392334,29.030000686645508,28.68000030517578,28.8799991607666,134300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,28.76000022888184,28.989999771118164,28.520000457763672,28.920000076293945,156900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,28.729999542236328,28.809999465942383,28.25,28.790000915527344,217100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,29.11000061035156,29.350000381469727,28.25,28.739999771118164,225000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,28.290000915527344,28.600000381469727,28.100000381469727,28.170000076293945,214400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,27.690000534057617,28.239999771118164,27.459999084472656,27.950000762939453,154300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,28.170000076293945,28.290000915527344,27.26000022888184,28.149999618530277,177300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,28.36000061035156,28.600000381469727,27.82999992370605,28.57999992370605,165300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,28.88999938964844,29.3700008392334,28.700000762939453,29.36000061035156,170400.0,,,,,,,,,,
