Date,Open,High,Low,Close,Volume,"('Adj Close', 'SLG')","('Close', 'SLG')","('High', 'SLG')","('Low', 'SLG')","('Open', 'SLG')","('Volume', 'SLG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,45.02999877929688,46.70000076293945,44.84000015258789,45.91999816894531,1215400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,44.79999923706055,44.81999969482422,42.93999862670898,44.02999877929688,1739000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,43.869998931884766,45.369998931884766,43.209999084472656,44.38999938964844,1182500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,43.83000183105469,45.27999877929688,43.220001220703125,44.27999877929688,1734200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,44.18000030517578,46.02999877929688,43.90999984741211,45.720001220703125,1176500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,44.720001220703125,45.81999969482422,44.20000076293945,45.52000045776367,914800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,45.34000015258789,47.27000045776367,45.34000015258789,46.20000076293945,1331800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,45.09999847412109,46.0,44.060001373291016,44.93000030517578,1734300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,46.060001373291016,46.54999923706055,45.0,45.38999938964844,1006700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,44.56999969482422,44.95000076293945,43.34000015258789,44.59000015258789,1663400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,43.18000030517578,43.93000030517578,42.04999923706055,43.0,1623900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,43.27999877929688,43.77000045776367,41.810001373291016,42.45000076293945,1369200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,42.68999862670898,45.209999084472656,42.02999877929688,45.0099983215332,1525400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,45.56999969482422,46.720001220703125,45.27999877929688,46.61000061035156,1413900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,47.5,47.93999862670898,45.22999954223633,45.70000076293945,1172200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,46.79999923706055,46.959999084472656,45.119998931884766,45.61000061035156,1190800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,46.29999923706055,47.900001525878906,45.84000015258789,46.970001220703125,1944700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,47.25,48.27999877929688,46.70000076293945,47.25,969500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,47.06999969482422,48.2599983215332,46.93999862670898,47.93000030517578,1008500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,47.119998931884766,47.59999847412109,46.52000045776367,47.0099983215332,960500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,46.5,47.18999862670898,44.70000076293945,44.95000076293945,2151000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,45.0,46.29999923706055,42.81999969482422,46.13999938964844,3552600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,44.79999923706055,45.65999984741211,43.869998931884766,45.400001525878906,2024400.0,,,,,,,,,,
