Date,Open,High,Low,Close,Volume,"('Adj Close', 'NC')","('Close', 'NC')","('High', 'NC')","('Low', 'NC')","('Open', 'NC')","('Volume', 'NC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,37.0099983215332,37.0099983215332,36.31999969482422,36.66999816894531,23200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,36.650001525878906,37.369998931884766,36.560001373291016,36.560001373291016,10800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,36.880001068115234,37.5,36.31999969482422,36.47999954223633,11600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,36.18999862670898,37.2400016784668,36.18999862670898,37.11000061035156,33100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,36.560001373291016,37.04999923706055,35.5,36.18000030517578,15100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,36.09999847412109,36.790000915527344,35.599998474121094,35.86000061035156,21100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,35.540000915527344,35.70000076293945,34.79999923706055,35.47999954223633,10800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,34.70000076293945,35.79999923706055,34.70000076293945,35.11000061035156,23700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,35.959999084472656,37.34999847412109,35.959999084472656,37.0099983215332,11300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,36.47999954223633,37.40999984741211,36.47999954223633,37.0099983215332,8800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,36.59000015258789,37.459999084472656,35.90999984741211,36.15999984741211,8200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,36.15999984741211,37.470001220703125,36.15999984741211,36.77000045776367,8300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,37.09000015258789,37.09000015258789,36.2599983215332,36.68999862670898,14000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,36.83000183105469,37.09999847412109,36.400001525878906,36.84000015258789,10900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,37.04999923706055,37.70000076293945,36.5099983215332,36.56999969482422,30700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,36.79999923706055,37.29999923706055,36.470001220703125,36.709999084472656,13200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,36.720001220703125,37.02000045776367,36.0099983215332,36.54999923706055,22900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,36.06999969482422,36.5,36.06999969482422,36.5,8300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,36.02000045776367,36.970001220703125,36.02000045776367,36.970001220703125,4900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,37.0,37.45000076293945,36.41999816894531,36.650001525878906,5700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,36.41999816894531,36.7400016784668,36.27999877929688,36.27999877929688,7100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,36.25,36.650001525878906,36.16999816894531,36.40999984741211,11200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,36.04999923706055,36.68999862670898,36.04999923706055,36.18000030517578,7700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,36.0,36.900001525878906,35.099998474121094,36.59999847412109,12100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,36.63999938964844,36.88999938964844,36.02999877929688,36.43999862670898,9400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,36.310001373291016,36.869998931884766,35.560001373291016,36.650001525878906,16200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,36.70000076293945,36.70000076293945,35.95000076293945,36.2400016784668,7100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,35.79999923706055,36.43999862670898,35.720001220703125,36.130001068115234,7100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,35.9900016784668,36.95000076293945,35.9900016784668,36.540000915527344,12400.0,,,,,,,,,,
