Date,Open,High,Low,Close,Volume,"('Adj Close', 'ENTG')","('Close', 'ENTG')","('High', 'ENTG')","('Low', 'ENTG')","('Open', 'ENTG')","('Volume', 'ENTG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,117.2699966430664,117.2699966430664,112.97000122070312,114.04000091552734,1744000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,111.5199966430664,112.11000061035156,109.66999816894533,110.16000366210938,1491100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,108.83000183105467,110.97000122070312,108.37000274658205,109.04000091552734,1722900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,109.31999969482422,111.29000091552734,108.9000015258789,109.93000030517578,1170100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,110.4000015258789,113.38999938964844,110.4000015258789,112.87000274658205,1315600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,111.58000183105467,113.66000366210938,111.12000274658205,112.61000061035156,734600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,113.16999816894533,113.38999938964844,111.23999786376952,112.94000244140624,724000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,112.33000183105467,113.58999633789062,109.86000061035156,112.06999969482422,904900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,111.8499984741211,113.2699966430664,110.6500015258789,111.79000091552734,569300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,111.0500030517578,113.02999877929688,110.02999877929688,112.7300033569336,841100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,110.8499984741211,111.91000366210938,109.31999969482422,111.62000274658205,1390000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,114.79000091552734,116.2699966430664,112.88999938964844,116.0199966430664,1561500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,117.16000366210938,120.58999633789062,116.12000274658205,120.33999633789062,1663600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,121.3499984741211,122.66999816894533,120.1999969482422,120.87000274658205,900000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,121.0,123.51000213623048,119.48999786376952,123.29000091552734,761200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,124.83000183105467,125.61000061035156,122.4000015258789,123.19000244140624,1235900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,125.87000274658205,126.48999786376952,122.41999816894533,123.43000030517578,1876000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,121.37999725341795,122.38999938964844,118.76000213623048,120.38999938964844,1836000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,120.97000122070312,123.11000061035156,120.2300033569336,122.98999786376952,1084500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,121.70999908447266,122.7699966430664,120.81999969482422,121.95999908447266,1294400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,119.88999938964844,120.9800033569336,117.06999969482422,117.6999969482422,2166200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,119.18000030517578,119.23999786376952,115.63999938964844,117.98999786376952,1214000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,117.4000015258789,119.73999786376952,116.7699966430664,119.44000244140624,1094600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,119.08999633789062,120.18000030517578,116.81999969482422,119.61000061035156,773100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,119.70999908447266,119.8000030517578,116.4800033569336,118.56999969482422,798500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,119.45999908447266,120.45999908447266,117.45999908447266,119.87999725341795,957400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,119.87999725341795,125.08000183105467,119.43000030517578,124.75,1536400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,126.25,127.06999969482422,124.95999908447266,126.93000030517578,1651300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,126.56999969482422,128.55999755859375,125.66999816894533,126.12000274658205,1151500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,120.0,125.19000244140624,119.0,124.08999633789062,1991300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,130.0,134.60000610351562,128.33999633789062,131.1699981689453,3508900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,134.49000549316406,136.22999572753906,131.6300048828125,135.64999389648438,2003200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,135.75,140.10000610351562,135.08999633789062,136.80999755859375,2415900.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,133.74000549316406,136.60000610351562,132.11000061035156,135.52000427246094,2813100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,133.2100067138672,134.35000610351562,131.9199981689453,134.33999633789062,1442600.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,137.55999755859375,137.75999450683594,134.8300018310547,135.17999267578125,2249000.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,135.30999755859375,135.89999389648438,131.30999755859375,132.5399932861328,1588700.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,133.6999969482422,134.38999938964844,132.3800048828125,132.50999450683594,999300.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,133.4499969482422,133.82000732421875,131.11000061035156,131.88999938964844,773300.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,130.3300018310547,133.02999877929688,129.85000610351562,131.6199951171875,721500.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,133.42999267578125,135.05999755859375,132.6699981689453,134.36000061035156,1513000.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,135.75,139.52000427246094,133.72999572753906,138.55999755859375,2083100.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,139.83999633789062,141.88999938964844,138.36000061035156,140.32000732421875,1256400.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,137.4499969482422,139.32000732421875,133.41000366210938,135.6300048828125,1287500.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,138.02000427246094,140.2899932861328,136.7100067138672,139.1999969482422,1498600.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,140.25,146.3300018310547,140.05999755859375,145.3699951171875,2451300.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,145.7100067138672,146.91000366210938,139.8300018310547,140.00999450683594,1912600.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,138.39999389648438,139.9600067138672,136.4499969482422,139.3699951171875,1288600.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,140.39999389648438,142.61000061035156,138.4499969482422,142.02999877929688,1259400.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,139.7899932861328,141.35000610351562,138.63999938964844,139.6199951171875,1145900.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,139.75999450683594,139.97000122070312,135.9499969482422,137.55999755859375,1215700.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,135.74000549316406,138.72999572753906,135.4199981689453,136.0,2508000.0,,,,,,,,,,
