Date,Open,High,Low,Close,Volume,"('Adj Close', 'RMD')","('Close', 'RMD')","('High', 'RMD')","('Low', 'RMD')","('Open', 'RMD')","('Volume', 'RMD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,171.2899932861328,172.83999633789062,169.44000244140625,171.77999877929688,576000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,170.02999877929688,170.3000030517578,164.75,165.7899932861328,731000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,164.5800018310547,168.1300048828125,164.1199951171875,167.5800018310547,580600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,166.6699981689453,169.33999633789062,166.24000549316406,166.82000732421875,514700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,167.69000244140625,173.3000030517578,166.89999389648438,172.77000427246094,814600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,176.1999969482422,182.4600067138672,176.1300048828125,177.8300018310547,1216600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,176.5800018310547,178.88999938964844,175.27999877929688,177.2899932861328,962600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,177.41000366210938,179.11000061035156,175.4199981689453,177.88999938964844,1021900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,178.55999755859375,179.55999755859375,172.57000732421875,173.89999389648438,729000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,171.7100067138672,172.02999877929688,169.24000549316406,170.2100067138672,1109400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,171.4600067138672,171.57000732421875,168.2899932861328,170.7100067138672,752400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,171.77999877929688,173.36000061035156,170.38999938964844,172.75999450683594,918100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,173.3699951171875,173.3699951171875,170.47999572753906,172.5399932861328,615400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,174.0,179.10000610351562,173.97999572753906,176.82000732421875,844600.0,,,,,,,,,,
