Date,Open,High,Low,Close,Volume,"('Adj Close', 'ALE')","('Close', 'ALE')","('High', 'ALE')","('Low', 'ALE')","('Open', 'ALE')","('Volume', 'ALE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,60.709999084472656,62.45000076293945,60.709999084472656,62.290000915527344,273300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,62.22999954223633,63.68999862670898,61.720001220703125,62.83000183105469,412000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,63.130001068115234,63.27999877929688,62.43999862670898,62.59000015258789,356800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,62.5,63.18999862670898,62.25,62.31999969482422,296300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,62.36000061035156,62.61000061035156,61.88999938964844,62.4900016784668,228500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,62.0,62.52000045776367,61.70000076293945,62.209999084472656,286300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,61.59000015258789,61.93999862670898,61.150001525878906,61.59000015258789,314500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,61.27000045776367,61.45000076293945,60.18000030517578,60.869998931884766,355500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,61.41999816894531,61.54999923706055,60.77000045776367,60.93000030517578,186400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,60.79999923706055,60.79999923706055,59.58000183105469,59.77000045776367,245900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,59.380001068115234,60.09000015258789,58.75,59.38999938964844,245900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,59.20000076293945,59.20000076293945,58.400001525878906,58.720001220703125,236200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,58.810001373291016,58.88999938964844,58.18000030517578,58.720001220703125,203400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,59.290000915527344,59.720001220703125,58.93000030517578,59.34000015258789,233300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,59.65999984741211,59.68000030517578,58.959999084472656,59.27999877929688,271600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,59.70000076293945,59.900001525878906,57.66999816894531,57.93999862670898,308300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,58.650001525878906,59.5,58.59000015258789,59.43999862670898,360900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,59.7400016784668,59.869998931884766,58.97999954223633,59.0099983215332,248600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,58.970001220703125,60.02999877929688,58.7599983215332,59.68000030517578,252400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,59.52999877929688,59.869998931884766,58.83000183105469,59.59999847412109,269400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,60.0,60.290000915527344,59.040000915527344,59.11000061035156,509000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,58.91999816894531,60.4900016784668,58.59000015258789,60.43999862670898,327800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,59.810001373291016,60.02000045776367,58.5099983215332,59.08000183105469,246700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,58.4900016784668,58.59000015258789,57.77000045776367,57.93999862670898,259400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,57.77999877929688,58.38999938964844,57.75,58.209999084472656,177700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,58.29999923706055,58.380001068115234,58.0,58.20000076293945,215300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,58.0099983215332,58.060001373291016,57.459999084472656,57.75,600300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,57.540000915527344,58.52999877929688,57.540000915527344,58.290000915527344,236300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,58.29999923706055,59.43000030517578,58.119998931884766,59.130001068115234,257300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,58.22999954223633,58.619998931884766,56.81999969482422,57.11000061035156,386500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,56.630001068115234,57.4900016784668,56.27999877929688,57.40999984741211,366100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,57.72999954223633,58.869998931884766,57.72999954223633,58.709999084472656,333200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,58.709999084472656,59.16999816894531,58.209999084472656,58.59999847412109,365200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,56.75,59.02999877929688,56.70000076293945,57.68000030517578,496900.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,57.959999084472656,58.43000030517578,56.97999954223633,57.150001525878906,324700.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,56.75,56.97999954223633,55.9900016784668,56.95000076293945,393700.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,57.119998931884766,57.310001373291016,56.77999877929688,57.119998931884766,221600.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,56.630001068115234,56.70000076293945,56.0,56.220001220703125,191200.0,,,,,,,,,,
