Date,Open,High,Low,Close,Volume,"('Adj Close', 'FBRX')","('Close', 'FBRX')","('High', 'FBRX')","('Low', 'FBRX')","('Open', 'FBRX')","('Volume', 'FBRX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,20.600000381469727,21.25,19.625,20.75,3124.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,20.924999237060547,21.225000381469727,19.875,20.75,1232.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,21.25,21.25,19.75,20.725000381469727,1300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,21.25,21.25,19.600000381469727,20.725000381469727,776.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,20.5,20.774999618530277,20.0,20.774999618530277,1644.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,20.774999618530277,21.25,20.0,21.25,960.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,20.5,21.25,18.75,20.0,1872.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,19.0,20.5,18.75,18.75,720.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,19.024999618530277,19.625,18.25,18.5,564.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,18.0,18.5,17.25,17.700000762939453,1168.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,17.700000762939453,18.625,17.5,18.575000762939453,312.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,17.75,19.350000381469727,17.399999618530273,17.399999618530273,1156.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,17.125,20.0,17.125,17.424999237060547,396.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,17.424999237060547,17.424999237060547,17.0,17.225000381469727,572.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,17.0,18.649999618530277,17.0,17.25,532.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,17.0,17.5,17.0,17.475000381469727,224.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,17.475000381469727,18.075000762939453,17.0,17.0,328.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,17.0,18.75,17.0,18.674999237060547,912.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,17.325000762939453,17.975000381469727,17.325000762939453,17.75,440.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,18.0,18.0,15.699999809265137,17.25,1168.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,16.5,17.0,15.024999618530272,15.25,884.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,15.125,15.350000381469728,14.524999618530272,14.824999809265137,532.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,14.5,14.75,14.5,14.699999809265137,700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,16.0,16.0,11.0,12.100000381469728,6004.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,11.725000381469728,15.0,11.125,14.75,7444.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,14.850000381469728,14.850000381469728,13.25,14.625,1412.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,14.074999809265137,15.75,14.050000190734863,15.625,2324.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,15.0,15.75,15.0,15.75,700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,15.0,17.924999237060547,15.0,17.100000381469727,2088.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,17.5,17.5,16.325000762939453,16.524999618530273,1160.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,16.75,17.25,16.0,17.25,536.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,17.25,17.5,16.75,17.375,2648.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,17.5,17.5,16.5,17.274999618530273,1048.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,17.5,17.5,16.274999618530273,17.5,2984.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,17.5,17.5,16.399999618530273,17.149999618530273,1384.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,16.424999237060547,17.5,16.424999237060547,16.524999618530273,664.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,16.524999618530273,17.5,16.25,17.25,652.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,16.600000381469727,17.5,16.600000381469727,17.274999618530273,704.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,16.5,17.5,16.5,17.125,2252.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,16.700000762939453,18.225000381469727,16.700000762939453,18.0,4928.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,17.450000762939453,18.0,17.075000762939453,17.075000762939453,1000.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,17.25,18.25,17.149999618530273,18.100000381469727,5472.0,,,,,,,,,,
