Date,Open,High,Low,Close,Volume,"('Adj Close', 'POR')","('Close', 'POR')","('High', 'POR')","('Low', 'POR')","('Open', 'POR')","('Volume', 'POR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,43.13999938964844,44.34999847412109,43.09000015258789,44.22999954223633,882000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,44.16999816894531,44.58000183105469,43.77000045776367,44.18000030517578,1045400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,44.40999984741211,44.56999969482422,44.02000045776367,44.27999877929688,1256200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,44.02000045776367,44.77000045776367,43.77999877929688,44.0099983215332,889100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,43.93000030517578,44.310001373291016,43.91999816894531,44.13999938964844,935700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,43.7599983215332,43.970001220703125,43.45000076293945,43.810001373291016,1076200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,43.66999816894531,43.959999084472656,43.4900016784668,43.619998931884766,634000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,43.31999969482422,43.41999816894531,41.869998931884766,42.119998931884766,749200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,42.59000015258789,42.630001068115234,42.16999816894531,42.31999969482422,429200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,42.08000183105469,42.09999847412109,40.869998931884766,40.91999816894531,1889100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,40.540000915527344,41.02999877929688,40.25,40.68999862670898,888100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,40.47999954223633,40.61000061035156,40.15999984741211,40.560001373291016,1083100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,40.59000015258789,40.68000030517578,40.20000076293945,40.5,1359800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,40.56999969482422,40.86000061035156,39.84999847412109,40.09999847412109,1481100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,40.369998931884766,40.47999954223633,40.02000045776367,40.380001068115234,1348800.0,,,,,,,,,,
