Date,Open,High,Low,Close,Volume,"('Adj Close', 'SLP')","('Close', 'SLP')","('High', 'SLP')","('Low', 'SLP')","('Open', 'SLP')","('Volume', 'SLP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,44.810001373291016,45.09000015258789,43.91999816894531,44.70000076293945,270100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,44.75,44.75,42.77000045776367,43.18000030517578,308000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,43.7400016784668,44.83000183105469,40.56999969482422,41.02000045776367,193500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,40.380001068115234,40.880001068115234,39.56999969482422,40.0,139100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,40.06999969482422,40.68999862670898,39.04999923706055,39.25,89500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,38.79999923706055,39.22999954223633,38.09000015258789,38.54999923706055,95700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,38.720001220703125,38.720001220703125,37.72999954223633,38.4900016784668,80800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,38.59999847412109,39.22999954223633,37.72999954223633,38.84999847412109,90500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,39.400001525878906,39.59000015258789,38.52999877929688,38.61000061035156,79300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,38.630001068115234,39.150001525878906,37.900001525878906,38.25,96300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,37.7599983215332,38.45000076293945,37.34999847412109,37.66999816894531,85500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,38.0,38.15999984741211,37.209999084472656,37.93000030517578,60400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,38.130001068115234,38.5,37.22999954223633,38.5,78200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,39.0,40.47999954223633,38.970001220703125,40.459999084472656,106600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,40.75,40.75,39.2599983215332,40.02999877929688,82900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,40.61000061035156,40.61000061035156,38.97999954223633,39.43999862670898,62600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,40.13999938964844,40.13999938964844,38.77000045776367,39.13999938964844,49800.0,,,,,,,,,,
