Date,Open,High,Low,Close,Volume,"('Adj Close', 'MORN')","('Close', 'MORN')","('High', 'MORN')","('Low', 'MORN')","('Open', 'MORN')","('Volume', 'MORN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,284.0899963378906,284.1199951171875,276.67999267578125,277.6000061035156,143000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,276.3299865722656,276.3299865722656,272.2300109863281,273.0,114500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,272.29998779296875,275.6099853515625,272.29998779296875,273.3399963378906,186800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,272.57000732421875,274.4599914550781,271.7799987792969,272.8800048828125,129800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,273.5,278.7699890136719,273.5,278.739990234375,92000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,276.6600036621094,277.6000061035156,273.8999938964844,274.6199951171875,99700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,274.75,278.2300109863281,272.3399963378906,273.7099914550781,102900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,273.1099853515625,274.4100036621094,271.8999938964844,272.0400085449219,157800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,273.489990234375,275.489990234375,272.0400085449219,274.2300109863281,185800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,272.57000732421875,275.5799865722656,271.3900146484375,275.0,161100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,273.6000061035156,275.79998779296875,272.8299865722656,274.9800109863281,79800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,275.0,276.739990234375,273.45001220703125,276.7099914550781,91000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,277.69000244140625,279.3500061035156,275.57000732421875,278.6700134277344,143200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,279.2799987792969,282.6700134277344,279.2799987792969,281.6000061035156,134500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,282.25,282.25,279.29998779296875,281.19000244140625,126200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,282.9800109863281,282.9800109863281,279.9100036621094,280.8900146484375,109900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,282.2200012207031,282.5400085449219,277.5400085449219,278.2900085449219,100000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,278.82000732421875,278.9800109863281,275.29998779296875,275.5400085449219,104300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,275.94000244140625,278.70001220703125,274.239990234375,278.5799865722656,110400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,278.95001220703125,282.510009765625,278.95001220703125,281.6700134277344,126900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,280.8500061035156,287.54998779296875,278.6700134277344,279.29998779296875,164300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,279.5,281.45001220703125,275.1400146484375,280.239990234375,113000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,279.0799865722656,279.29998779296875,276.82000732421875,277.9599914550781,106500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,276.1000061035156,277.17999267578125,274.0,276.0899963378906,176100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,275.3699951171875,275.3699951171875,269.5599975585937,274.3099975585937,99700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,274.54998779296875,279.6000061035156,272.4700012207031,278.20001220703125,107000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,277.20001220703125,278.260009765625,275.6099853515625,276.7699890136719,104900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,276.95001220703125,281.79998779296875,272.5400085449219,281.6300048828125,112400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,280.7900085449219,283.07000732421875,280.7900085449219,282.6700134277344,163900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,279.25,281.8699951171875,272.6199951171875,273.8399963378906,108100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,275.5400085449219,278.5199890136719,273.1700134277344,276.8299865722656,113100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,277.6199951171875,279.7900085449219,276.4599914550781,278.3800048828125,106200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,277.5199890136719,278.2300109863281,273.3299865722656,273.9100036621094,82700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,271.4200134277344,273.5599975585937,269.510009765625,273.2900085449219,100100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,271.5,273.1600036621094,270.44000244140625,272.5899963378906,70400.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,274.2300109863281,277.4100036621094,273.5599975585937,276.5799865722656,132300.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,283.0,301.9100036621094,282.1000061035156,298.7099914550781,224400.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,301.0,301.0,295.4599914550781,295.57000732421875,163700.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,294.7900085449219,296.0599975585937,293.32000732421875,295.19000244140625,171200.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,294.8999938964844,299.4599914550781,293.57000732421875,298.9599914550781,105300.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,300.0,300.67999267578125,295.3299865722656,298.5899963378906,163500.0,,,,,,,,,,
