Date,Open,High,Low,Close,Volume,"('Adj Close', 'MTDR')","('Close', 'MTDR')","('High', 'MTDR')","('Low', 'MTDR')","('Open', 'MTDR')","('Volume', 'MTDR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,57.52000045776367,58.70000076293945,57.08000183105469,57.380001068115234,922500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,57.209999084472656,58.59999847412109,56.7599983215332,57.95000076293945,1104300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,58.95000076293945,58.970001220703125,55.33000183105469,55.43999862670898,1261900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,55.88999938964844,56.2400016784668,55.02999877929688,56.0099983215332,912000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,54.08000183105469,55.630001068115234,52.79999923706055,55.630001068115234,1284000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,55.70000076293945,55.90999984741211,53.90999984741211,54.56999969482422,1115400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,54.59999847412109,54.83000183105469,53.81999969482422,54.77999877929688,1158900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,54.91999816894531,55.36000061035156,54.040000915527344,54.65999984741211,892700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,56.290000915527344,56.52999877929688,54.9900016784668,55.34000015258789,906900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,55.0099983215332,55.209999084472656,53.38999938964844,53.560001373291016,1319000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,52.7599983215332,53.34999847412109,52.310001373291016,53.04999923706055,1037700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,53.04999923706055,53.66999816894531,52.43999862670898,53.540000915527344,878100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,53.43999862670898,53.54999923706055,52.470001220703125,53.4900016784668,1149900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,53.41999816894531,54.400001525878906,52.77000045776367,53.880001068115234,1209800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,53.66999816894531,54.5,53.04999923706055,53.47999954223633,1112500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,54.18000030517578,54.68000030517578,53.66999816894531,54.13999938964844,860500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,54.81999969482422,55.45000076293945,53.77000045776367,55.36000061035156,1095000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,55.43999862670898,55.88999938964844,54.56999969482422,55.400001525878906,724000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,55.16999816894531,55.630001068115234,54.33000183105469,55.58000183105469,862100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,54.79999923706055,56.83000183105469,54.79999923706055,56.720001220703125,1171300.0,,,,,,,,,,
