Date,Open,High,Low,Close,Volume,"('Adj Close', 'WERN')","('Close', 'WERN')","('High', 'WERN')","('Low', 'WERN')","('Open', 'WERN')","('Volume', 'WERN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,42.22999954223633,42.709999084472656,41.66999816894531,41.880001068115234,431700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,41.720001220703125,41.720001220703125,40.59000015258789,40.7400016784668,466000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,40.720001220703125,40.95000076293945,40.25,40.7599983215332,538900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,40.52000045776367,41.040000915527344,40.45000076293945,40.7599983215332,562600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,40.72999954223633,41.56999969482422,40.619998931884766,41.540000915527344,380100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,41.04999923706055,41.220001220703125,40.7400016784668,40.810001373291016,368600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,40.709999084472656,40.84999847412109,40.119998931884766,40.77000045776367,403000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,40.459999084472656,40.59999847412109,39.79999923706055,40.290000915527344,564300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,40.84000015258789,40.880001068115234,39.880001068115234,40.18999862670898,479500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,39.9900016784668,40.13999938964844,39.470001220703125,39.7599983215332,473900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,39.15999984741211,39.66999816894531,39.15999984741211,39.369998931884766,327900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,39.45000076293945,40.06999969482422,39.25,40.0,446700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,40.29999923706055,40.47999954223633,39.52999877929688,39.93000030517578,405800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,40.25,41.70000076293945,40.16999816894531,41.68000030517578,596400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,42.06999969482422,42.15999984741211,41.09000015258789,41.09000015258789,467600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,41.4900016784668,41.65999984741211,40.7599983215332,40.88999938964844,442100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,41.18999862670898,41.5,40.52000045776367,40.880001068115234,519200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,41.209999084472656,41.209999084472656,40.29999923706055,40.47999954223633,314400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,40.290000915527344,40.59000015258789,39.86000061035156,40.56999969482422,351500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,40.20000076293945,40.560001373291016,39.869998931884766,40.2400016784668,371800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,40.36000061035156,40.630001068115234,39.47999954223633,39.54999923706055,571100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,39.54999923706055,39.72999954223633,38.810001373291016,39.4900016784668,552600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,39.02999877929688,40.33000183105469,38.68999862670898,39.95000076293945,488800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,39.5,39.959999084472656,39.36000061035156,39.709999084472656,527700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,39.68999862670898,40.7599983215332,39.619998931884766,40.209999084472656,647400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,41.70000076293945,42.369998931884766,40.95000076293945,42.060001373291016,1078600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,41.4900016784668,41.720001220703125,40.650001525878906,41.4900016784668,722000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,41.58000183105469,41.7599983215332,41.0,41.61000061035156,422000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,41.63999938964844,42.40999984741211,41.459999084472656,42.2400016784668,388000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,41.41999816894531,41.54999923706055,40.68999862670898,41.08000183105469,457900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,41.40999984741211,41.630001068115234,40.70000076293945,41.290000915527344,594800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,41.650001525878906,41.650001525878906,39.84999847412109,40.2599983215332,841100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,39.97999954223633,40.650001525878906,39.61000061035156,39.970001220703125,1442600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,39.81999969482422,40.060001373291016,39.09000015258789,39.88999938964844,793200.0,,,,,,,,,,
