Date,Open,High,Low,Close,Volume,"('Adj Close', 'MTH')","('Close', 'MTH')","('High', 'MTH')","('Low', 'MTH')","('Open', 'MTH')","('Volume', 'MTH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,171.27000427246094,172.25,169.0,170.75999450683594,320200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,168.0,169.3699951171875,165.07000732421875,166.8300018310547,280900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,167.49000549316406,168.6300048828125,166.1300048828125,166.30999755859375,220200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,165.60000610351562,170.0,164.11000061035156,167.91000366210938,231100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,168.9600067138672,171.69000244140625,168.8300018310547,170.08999633789062,214700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,167.47000122070312,169.8300018310547,167.1199951171875,169.77000427246094,211300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,170.83999633789062,174.39999389648438,170.80999755859375,173.7100067138672,211700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,171.8300018310547,175.05999755859375,170.77000427246094,174.75,320200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,176.42999267578125,176.42999267578125,170.52000427246094,171.92999267578125,130100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,170.2100067138672,171.25999450683594,169.22999572753906,170.22000122070312,245400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,167.91000366210938,169.35000610351562,167.0,168.5,171100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,172.1999969482422,172.5800018310547,169.52000427246094,171.99000549316406,195500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,172.4499969482422,174.49000549316406,170.25999450683594,174.00999450683594,164600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,173.89999389648438,179.69000244140625,173.63999938964844,176.5,478800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,173.77999877929688,175.0,165.88999938964844,166.86000061035156,494900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,169.02999877929688,169.05999755859375,162.16000366210938,163.02000427246094,437400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,166.38999938964844,166.47999572753906,164.25999450683594,166.11000061035156,462400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,166.27999877929688,168.33999633789062,164.74000549316406,165.42999267578125,260000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,166.75,168.07000732421875,165.41000366210938,167.3699951171875,300400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,167.4499969482422,170.3300018310547,166.99000549316406,168.35000610351562,209300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,168.1300048828125,170.5,165.17999267578125,165.61000061035156,295700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,165.3699951171875,165.8300018310547,151.00999450683594,153.55999755859375,1139600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,150.0800018310547,153.1999969482422,148.33999633789062,150.6199951171875,731900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,148.22000122070312,154.1999969482422,148.10000610351562,151.69000244140625,857300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,151.72999572753906,153.1300048828125,149.5500030517578,152.6300048828125,530500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,153.9499969482422,155.91000366210938,152.2899932861328,153.42999267578125,369800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,153.9199981689453,154.86000061035156,152.1300048828125,154.5500030517578,441100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,154.22999572753906,155.9199981689453,152.92999267578125,154.4199981689453,318900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,155.64999389648438,161.57000732421875,155.50999450683594,160.8699951171875,421000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,152.58999633789062,155.52000427246094,150.6300048828125,151.82000732421875,493500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,154.3000030517578,156.02999877929688,151.8300018310547,155.1300048828125,307800.0,,,,,,,,,,
