Date,Open,High,Low,Close,Volume,"('Adj Close', 'ZVRA')","('Close', 'ZVRA')","('High', 'ZVRA')","('Low', 'ZVRA')","('Open', 'ZVRA')","('Volume', 'ZVRA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.5,7.150000095367432,6.449999809265137,6.829999923706055,703100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.940000057220459,6.949999809265137,6.139999866485596,6.420000076293945,439100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.389999866485596,6.5,6.019999980926514,6.150000095367432,269300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.079999923706055,6.079999923706055,5.739999771118164,5.940000057220459,355800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,5.980000019073486,6.349999904632568,5.939000129699707,6.349999904632568,307800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,6.260000228881836,6.340000152587891,6.079999923706055,6.184999942779541,233000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.150000095367432,6.179999828338623,5.940000057220459,6.019999980926514,142200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,5.980000019073486,6.03000020980835,5.85099983215332,6.03000020980835,165100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.099999904632568,6.224999904632568,5.820000171661377,5.920000076293945,193100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,5.849999904632568,5.918000221252441,5.760000228881836,5.820000171661377,150700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,5.75,5.770999908447266,5.599999904632568,5.760000228881836,173000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,5.760000228881836,5.760000228881836,5.659999847412109,5.710000038146973,270600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,5.730000019073486,5.730000019073486,5.610000133514404,5.71999979019165,185200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,5.71999979019165,5.980000019073486,5.71999979019165,5.96999979019165,220000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,5.980000019073486,6.170000076293945,5.809999942779541,5.940000057220459,120900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,5.96999979019165,5.96999979019165,5.730000019073486,5.739999771118164,156800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.809999942779541,5.909999847412109,5.710000038146973,5.869999885559082,160900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,5.929999828338623,6.090000152587891,5.809999942779541,5.974999904632568,150200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,6.0,6.199999809265137,5.960000038146973,6.170000076293945,211800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,6.159999847412109,6.159999847412109,5.920000076293945,5.929999828338623,169500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,5.929999828338623,6.059999942779541,5.78000020980835,5.789999961853027,206000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,5.800000190734863,5.960000038146973,5.760000228881836,5.960000038146973,175500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,5.900000095367432,5.920000076293945,5.670000076293945,5.78000020980835,219000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,5.650000095367432,5.820000171661377,5.630000114440918,5.769999980926514,145700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,5.75,6.0,5.735000133514404,5.90500020980835,114200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,5.900000095367432,5.925000190734863,5.764999866485596,5.809999942779541,124500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,5.829999923706055,6.130000114440918,5.739999771118164,5.949999809265137,457800.0,,,,,,,,,,
