Date,Open,High,Low,Close,Volume,"('Adj Close', 'TDS')","('Close', 'TDS')","('High', 'TDS')","('Low', 'TDS')","('Open', 'TDS')","('Volume', 'TDS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,18.11000061035156,18.600000381469727,17.75,18.15999984741211,729300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,18.06999969482422,18.450000762939453,17.90999984741211,18.13999938964844,831100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,18.459999084472656,18.459999084472656,17.969999313354492,18.26000022888184,731300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,18.15999984741211,19.15999984741211,18.049999237060547,18.90999984741211,1035500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,18.940000534057617,18.940000534057617,18.149999618530277,18.209999084472656,787100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,17.93000030517578,18.309999465942383,17.610000610351562,18.280000686645508,749700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,18.100000381469727,18.26000022888184,17.850000381469727,17.979999542236328,502700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,17.860000610351562,17.889999389648438,17.299999237060547,17.68000030517578,567800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,17.8700008392334,18.399999618530277,17.84000015258789,18.32999992370605,586000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,18.239999771118164,18.450000762939453,17.899999618530273,18.440000534057617,831700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,18.149999618530277,18.899999618530277,18.059999465942383,18.25,779600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,18.270000457763672,18.5,17.940000534057617,18.43000030517578,668200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,18.559999465942383,18.6299991607666,18.010000228881836,18.549999237060547,579600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,18.739999771118164,18.959999084472656,18.170000076293945,18.8700008392334,1119400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,19.26000022888184,19.649999618530277,18.649999618530277,18.690000534057617,717300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,18.799999237060547,18.799999237060547,17.989999771118164,18.010000228881836,731400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,18.209999084472656,18.989999771118164,18.190000534057617,18.979999542236328,886200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,19.149999618530277,20.93000030517578,19.07999992370605,20.07999992370605,1407300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,20.07999992370605,20.07999992370605,19.020000457763672,19.18000030517578,965100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,18.979999542236328,19.440000534057617,18.6200008392334,19.239999771118164,1076800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,19.18000030517578,19.739999771118164,18.950000762939453,19.209999084472656,1006900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,19.200000762939453,19.59000015258789,19.0,19.200000762939453,806300.0,,,,,,,,,,
