Date,Open,High,Low,Close,Volume,"('Adj Close', 'NINE')","('Close', 'NINE')","('High', 'NINE')","('Low', 'NINE')","('Open', 'NINE')","('Volume', 'NINE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.75,3.0199999809265137,2.7230000495910645,2.7699999809265137,1674600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.7699999809265137,2.8399999141693115,2.615000009536743,2.700000047683716,1075400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.720000028610229,2.7300000190734863,2.5,2.5299999713897705,939300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.5799999237060547,2.8350000381469727,2.559999942779541,2.680000066757202,1007900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.609999895095825,2.690000057220459,2.400000095367432,2.690000057220459,963400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.680000066757202,2.740000009536743,2.5899999141693115,2.680000066757202,526700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.700000047683716,2.7100000381469727,2.4800000190734863,2.5799999237060547,829500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.609999895095825,2.7049999237060547,2.552999973297119,2.5799999237060547,830000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.6700000762939453,2.83899998664856,2.5199999809265137,2.5799999237060547,1102700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.559999942779541,2.640000104904175,2.315000057220459,2.3499999046325684,1110400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.359999895095825,2.505000114440918,2.325000047683716,2.359999895095825,622000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.380000114440918,2.4200000762939453,2.220000028610229,2.299999952316284,706500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.2799999713897705,2.359999895095825,2.25,2.3399999141693115,740600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.3499999046325684,2.4100000858306885,2.309999942779541,2.380000114440918,915100.0,,,,,,,,,,
