Date,Open,High,Low,Close,Volume,"('Adj Close', 'POAI')","('Close', 'POAI')","('High', 'POAI')","('Low', 'POAI')","('Open', 'POAI')","('Volume', 'POAI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.25,3.539999961853028,3.25,3.525000095367432,23900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.5299999713897705,3.539999961853028,3.275000095367432,3.380000114440918,24300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.319999933242798,3.450000047683716,3.319999933242798,3.3399999141693115,3000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.450000047683716,3.450000047683716,3.0510001182556152,3.109999895095825,24800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.1600000858306885,3.2799999713897705,2.9100000858306885,3.25,23000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.200000047683716,3.200000047683716,3.0,3.0999999046325684,6500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.0999999046325684,3.130000114440918,2.990000009536743,3.0299999713897705,14800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.950000047683716,3.0299999713897705,2.880000114440918,2.890000104904175,15200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.859999895095825,2.9820001125335693,2.859999895095825,2.880000114440918,12000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.069999933242798,3.0799999237060547,2.869999885559082,2.869999885559082,11800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.009999990463257,3.009999990463257,2.609999895095825,2.7699999809265137,23200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.720000028610229,2.789999961853028,2.6730000972747803,2.720000028610229,12600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.809999942779541,2.950000047683716,2.7300000190734863,2.950000047683716,12600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.0899999141693115,3.190000057220459,3.0,3.049999952316284,33900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.055000066757202,3.45199990272522,3.0460000038146973,3.2799999713897705,31500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.2799999713897705,3.380000114440918,3.075999975204468,3.2100000381469727,29400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.184000015258789,3.184000015258789,2.8299999237060547,3.0199999809265137,31500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.0199999809265137,3.240000009536743,3.0199999809265137,3.069999933242798,15900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.109999895095825,3.191999912261963,3.049999952316284,3.140000104904175,6300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.0799999237060547,3.130000114440918,3.0299999713897705,3.059999942779541,5800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.039999961853028,3.150000095367432,3.039999961853028,3.069999933242798,9300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.130000114440918,3.150000095367432,3.0290000438690186,3.130000114440918,6000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.009999990463257,3.11899995803833,3.0,3.0799999237060547,14200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,3.009999990463257,3.0899999141693115,2.75600004196167,2.8399999141693115,16700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,2.9200000762939453,2.9200000762939453,2.799999952316284,2.8499999046325684,14300.0,,,,,,,,,,
