Date,Open,High,Low,Close,Volume,"('Adj Close', 'NTRA')","('Close', 'NTRA')","('High', 'NTRA')","('Low', 'NTRA')","('Open', 'NTRA')","('Volume', 'NTRA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,61.68000030517578,63.38999938964844,61.68000030517578,61.91999816894531,844200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,61.25,61.25,58.75,59.209999084472656,1214400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,59.06999969482422,60.0,58.625,59.68999862670898,1824100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,59.36000061035156,62.59999847412109,58.52999877929688,62.22999954223633,1101900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,61.810001373291016,65.0999984741211,61.16999816894531,64.8499984741211,1282800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,64.6500015258789,68.0999984741211,63.79999923706055,66.0999984741211,2865500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,66.27999877929688,66.7699966430664,62.650001525878906,63.88999938964844,1557700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,63.41999816894531,63.52000045776367,62.084999084472656,63.0099983215332,1466100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,63.47999954223633,63.959999084472656,60.290000915527344,60.88999938964844,1274700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,60.29999923706055,62.91999816894531,59.79999923706055,62.90999984741211,1010500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,68.23999786376953,68.58999633789062,64.57599639892578,67.5,3808800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,67.88999938964844,68.22000122070312,65.93000030517578,67.55999755859375,2105800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,68.2300033569336,68.2300033569336,66.12999725341797,66.62999725341797,2693100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,68.16000366210938,68.9219970703125,65.94999694824219,66.68000030517578,1374800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,66.80999755859375,67.375,65.26000213623047,66.5199966430664,1068000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,67.0,67.19499969482422,65.31999969482422,65.61000061035156,676400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,66.0,66.41999816894531,63.970001220703125,64.62000274658203,996400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,64.70999908447266,66.12999725341797,64.0,65.44000244140625,957400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,65.1500015258789,66.47000122070312,62.959999084472656,66.41000366210938,2619300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,65.69999694824219,66.83499908447266,65.16999816894531,66.0,930700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,65.5,66.94000244140625,65.5,65.94000244140625,1423700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,66.58000183105469,68.61000061035156,66.0,68.19000244140625,1849300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,67.27999877929688,68.06999969482422,64.73999786376953,67.7300033569336,1034400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,67.12999725341797,68.97000122070312,66.68000030517578,68.81999969482422,886600.0,,,,,,,,,,
