Date,Open,High,Low,Close,Volume,"('Adj Close', 'NVCR')","('Close', 'NVCR')","('High', 'NVCR')","('Low', 'NVCR')","('Open', 'NVCR')","('Volume', 'NVCR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,14.710000038146973,15.234999656677246,14.364999771118164,14.399999618530272,1089100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,14.119999885559082,14.119999885559082,13.300000190734863,13.369999885559082,1428700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,13.350000381469728,13.93000030517578,13.220000267028809,13.5,1440200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,13.34000015258789,13.800000190734863,13.020000457763672,13.3100004196167,1387400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,13.295000076293944,15.008000373840332,13.295000076293944,14.854999542236328,1861600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,15.039999961853027,15.65999984741211,14.699999809265137,14.729999542236328,1613200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,14.770000457763672,14.770000457763672,13.239999771118164,14.015000343322754,1342800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,13.970000267028809,14.199999809265137,13.354999542236328,13.539999961853027,942900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,13.630000114440918,14.390000343322754,13.255000114440918,13.390000343322754,853100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,13.140000343322754,13.140000343322754,12.489999771118164,12.59000015258789,1079700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,12.350000381469728,12.4399995803833,11.920000076293944,12.420000076293944,986200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,12.9399995803833,15.675999641418455,12.81999969482422,14.5,6185300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,14.619999885559082,14.989999771118164,13.949999809265137,13.979999542236328,2121900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,13.949999809265137,14.765000343322754,13.670000076293944,14.55500030517578,1384400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,14.890000343322754,15.324999809265137,13.979999542236328,14.15999984741211,1146800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,14.390000343322754,14.520000457763672,13.90999984741211,14.005000114440918,951300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,14.140000343322754,14.300000190734863,13.609999656677246,13.6899995803833,782900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,13.800000190734863,14.220000267028809,13.640000343322754,14.210000038146973,746600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,14.010000228881836,15.515000343322754,13.68000030517578,15.489999771118164,1221800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,15.239999771118164,15.239999771118164,13.949999809265137,14.020000457763672,1575500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,14.09000015258789,14.619999885559082,13.899999618530272,13.920000076293944,1260400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,14.010000228881836,14.755000114440918,13.899999618530272,14.65999984741211,775400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,14.350000381469728,14.350000381469728,13.649999618530272,14.100000381469728,836800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,13.899999618530272,13.93000030517578,13.4399995803833,13.729999542236328,877500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,13.779999732971191,14.880000114440918,13.520000457763672,14.869999885559082,1182100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,15.0,15.479999542236328,14.630000114440918,14.960000038146973,1070100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,14.850000381469728,15.470000267028809,14.649999618530272,14.850000381469728,1004500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,15.010000228881836,15.399999618530272,14.812000274658203,15.3100004196167,1110400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,15.329999923706056,16.139999389648438,15.289999961853027,16.100000381469727,1155000.0,,,,,,,,,,
