Date,Open,High,Low,Close,Volume,"('Adj Close', 'FMAO')","('Close', 'FMAO')","('High', 'FMAO')","('Low', 'FMAO')","('Open', 'FMAO')","('Volume', 'FMAO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,24.399999618530277,25.290000915527344,23.76000022888184,23.84000015258789,16200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,23.309999465942383,24.059999465942383,22.3799991607666,22.489999771118164,31600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,22.709999084472656,23.07999992370605,22.61000061035156,22.729999542236328,16600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,22.520000457763672,23.440000534057617,22.520000457763672,22.780000686645508,53300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,22.459999084472656,22.59000015258789,22.01000022888184,22.59000015258789,12200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,22.1299991607666,22.350000381469727,21.81999969482422,21.81999969482422,13200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,21.700000762939453,22.5,21.700000762939453,22.479999542236328,15700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,22.309999465942383,22.399999618530277,21.600000381469727,22.350000381469727,27800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,22.61000061035156,22.84000015258789,22.149999618530277,22.75,23300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,22.479999542236328,22.75,21.56999969482422,21.709999084472656,34600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,21.5,22.040000915527344,21.479999542236328,21.739999771118164,11000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,22.01000022888184,22.489999771118164,21.229999542236328,21.959999084472656,10900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,22.11000061035156,22.709999084472656,21.899999618530277,22.63999938964844,13200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,22.90999984741211,23.420000076293945,22.82999992370605,23.26000022888184,16300.0,,,,,,,,,,
