Date,Open,High,Low,Close,Volume,"('Adj Close', 'APO')","('Close', 'APO')","('High', 'APO')","('Low', 'APO')","('Open', 'APO')","('Volume', 'APO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,92.48999786376952,92.58000183105467,90.83999633789062,91.33000183105467,1955200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,90.3499984741211,92.62000274658205,89.76000213623047,92.16999816894533,2465100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,93.31999969482422,96.41000366210938,92.93000030517578,94.8000030517578,4026800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,94.8000030517578,95.4499969482422,94.06999969482422,94.93000030517578,2415500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,95.62999725341795,96.29000091552734,94.91000366210938,96.29000091552734,1764500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,95.61000061035156,95.76000213623048,94.47000122070312,95.66000366210938,1796700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,95.68000030517578,97.16000366210938,95.30999755859376,96.72000122070312,3235800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,97.0,97.2699966430664,94.8000030517578,95.33999633789062,2033900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,95.76000213623048,96.2699966430664,95.1500015258789,95.41000366210938,1378300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,95.0,95.47000122070312,94.19000244140624,95.45999908447266,1280800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,94.4800033569336,96.58000183105467,94.33999633789062,96.05999755859376,2000700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,96.5500030517578,96.91999816894533,95.13999938964844,96.58000183105467,1904900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,97.12000274658205,98.94000244140624,95.81999969482422,98.94000244140624,2653800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,99.33000183105467,99.62999725341795,97.37000274658205,97.4499969482422,2062600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,97.41999816894533,97.5,95.1999969482422,95.30999755859376,2302000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,96.12000274658205,98.8000030517578,95.8499984741211,98.08000183105467,2279100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,99.02999877929688,100.0500030517578,98.48999786376952,99.9800033569336,2973400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,100.29000091552734,100.5,99.33000183105467,100.30999755859376,2053800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,100.11000061035156,101.33000183105467,99.58000183105467,101.20999908447266,2121900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,101.54000091552734,101.9000015258789,100.18000030517578,101.5999984741211,3105000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,100.9499969482422,102.20999908447266,100.37000274658205,100.4000015258789,3337000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,100.77999877929688,101.66000366210938,98.0,100.5500030517578,2817200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,101.01000213623048,103.80999755859376,101.01000213623048,103.12999725341795,2223300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,102.72000122070312,103.41000366210938,102.02999877929688,103.0,1701800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,103.25,104.83999633789062,102.81999969482422,104.47000122070312,2163900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,105.0,106.52999877929688,104.16999816894533,105.9000015258789,3283800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,104.55999755859376,108.95999908447266,103.80999755859376,107.41000366210938,3047100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,106.76000213623048,110.2300033569336,106.16000366210938,109.93000030517578,4078100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,109.8499984741211,111.7300033569336,108.86000061035156,108.87999725341795,2928900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,106.9000015258789,111.1500015258789,106.9000015258789,109.87000274658205,3421100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,110.4000015258789,113.08000183105467,110.4000015258789,112.56999969482422,2922100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,112.97000122070312,114.29000091552734,112.83000183105467,114.0500030517578,3145500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,114.0,115.02999877929688,112.6999969482422,112.70999908447266,3293000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,111.25,112.0,109.08999633789062,109.5999984741211,2653300.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,108.80999755859376,110.11000061035156,107.88999938964844,109.27999877929688,2339900.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,111.5,112.41999816894533,110.05999755859376,111.51000213623048,2359700.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,112.06999969482422,112.47000122070312,110.76000213623048,111.61000061035156,2606300.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,112.0,112.37999725341795,110.8499984741211,110.87999725341795,1958900.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,110.83999633789062,111.19000244140624,109.7699966430664,110.81999969482422,1898700.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,110.61000061035156,112.47000122070312,110.5,111.79000091552734,3512300.0,,,,,,,,,,
