Date,Open,High,Low,Close,Volume,"('Adj Close', 'ESPR')","('Close', 'ESPR')","('High', 'ESPR')","('Low', 'ESPR')","('Open', 'ESPR')","('Volume', 'ESPR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.9200000762939453,3.0799999237060547,2.869999885559082,2.9200000762939453,3235100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.440000057220459,2.470000028610229,2.119999885559082,2.299999952316284,17544800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.319999933242798,2.5,2.2699999809265137,2.309999942779541,4868100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.299999952316284,2.630000114440918,2.190000057220459,2.549999952316284,5992000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.549999952316284,2.8499999046325684,2.470000028610229,2.799999952316284,7080100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.7799999713897705,2.8499999046325684,2.690000057220459,2.789999961853028,4046700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.8299999237060547,2.9200000762939453,2.690000057220459,2.75,3852500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.880000114440918,3.200000047683716,2.8299999237060547,3.0,15058500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.0999999046325684,3.3399999141693115,3.0,3.0199999809265137,8082800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.059999942779541,3.190000057220459,2.7799999713897705,2.809999942779541,5410500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.700000047683716,2.720000028610229,2.470000028610229,2.569999933242798,7647700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.609999895095825,2.6600000858306885,2.109999895095825,2.150000095367432,12612600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.6699999570846558,2.069999933242798,1.649999976158142,2.0199999809265137,23398000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.069999933242798,2.289999961853028,1.9800000190734863,2.150000095367432,9012600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.130000114440918,2.1700000762939453,2.0,2.130000114440918,4893400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.190000057220459,2.190000057220459,1.9900000095367432,2.0299999713897705,7299900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.049999952316284,2.1700000762939453,2.039999961853028,2.0799999237060547,4499800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.0999999046325684,2.180000066757202,2.049999952316284,2.130000114440918,5036100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.140000104904175,2.190000057220459,2.059999942779541,2.1700000762939453,4109400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.190000057220459,2.190000057220459,1.9700000286102293,2.0199999809265137,6662200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.039999961853028,2.309999942779541,1.9900000095367432,2.140000104904175,6703200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.1600000858306885,2.200000047683716,1.9900000095367432,2.069999933242798,4914300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,2.0899999141693115,2.2100000381469727,2.0299999713897705,2.190000057220459,4713700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,2.190000057220459,2.4100000858306885,2.150000095367432,2.380000114440918,6803400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,2.390000104904175,2.6700000762939453,2.369999885559082,2.5799999237060547,6338500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,2.640000104904175,2.740000009536743,2.539999961853028,2.630000114440918,4666400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,2.7100000381469727,2.75,2.549999952316284,2.5799999237060547,3995800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,2.5899999141693115,2.75,2.559999942779541,2.5799999237060547,3836800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,2.650000095367432,2.75,2.559999942779541,2.5999999046325684,3537100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,2.549999952316284,2.5999999046325684,2.4100000858306885,2.539999961853028,4432100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,2.569999933242798,2.680000066757202,2.5,2.609999895095825,2812200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,2.680000066757202,2.680000066757202,2.5299999713897705,2.6600000858306885,2999300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,2.6600000858306885,2.789999961853028,2.619999885559082,2.690000057220459,4776000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,2.720000028610229,3.0299999713897705,2.640000104904175,2.680000066757202,5231300.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,2.6700000762939453,2.690000057220459,2.5199999809265137,2.609999895095825,4629000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,2.650000095367432,2.7100000381469727,2.609999895095825,2.630000114440918,2513200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,2.630000114440918,2.680000066757202,2.5,2.609999895095825,3509600.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,2.6600000858306885,2.7799999713897705,2.609999895095825,2.630000114440918,4978900.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,2.640000104904175,3.0,2.390000104904175,2.900000095367432,9893500.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,2.9200000762939453,3.0299999713897705,2.5,2.569999933242798,6867400.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,2.619999885559082,2.740000009536743,2.490000009536743,2.509999990463257,3273100.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,2.5199999809265137,2.559999942779541,2.450000047683716,2.549999952316284,2974600.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,2.5999999046325684,2.609999895095825,2.359999895095825,2.440000057220459,3227900.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,2.3399999141693115,2.5299999713897705,2.3299999237060547,2.400000095367432,2828300.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,2.4100000858306885,2.5199999809265137,2.369999885559082,2.4600000381469727,2118900.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,2.400000095367432,2.440000057220459,2.180000066757202,2.2799999713897705,4747700.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,2.299999952316284,2.299999952316284,2.180000066757202,2.190000057220459,3183300.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,2.180000066757202,2.200000047683716,2.0999999046325684,2.119999885559082,2867200.0,,,,,,,,,,
