Date,Open,High,Low,Close,Volume,"('Adj Close', 'FRGE')","('Close', 'FRGE')","('High', 'FRGE')","('Low', 'FRGE')","('Open', 'FRGE')","('Volume', 'FRGE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.4100000858306885,3.4800000190734863,3.319999933242798,3.4100000858306885,530900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.380000114440918,3.380000114440918,3.0510001182556152,3.109999895095825,558900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.130000114440918,3.1700000762939453,3.0,3.049999952316284,389900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.0199999809265137,3.039999961853028,2.740000009536743,2.759999990463257,804800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.759999990463257,2.8299999237060547,2.690000057220459,2.819999933242798,426200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.890000104904175,2.900000095367432,2.640000104904175,2.650000095367432,585500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.640000104904175,2.700000047683716,2.559999942779541,2.640000104904175,414900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.619999885559082,2.650000095367432,2.4800000190734863,2.539999961853028,472800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.5899999141693115,2.5899999141693115,2.390000104904175,2.400000095367432,281300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.359999895095825,2.380000114440918,2.289999961853028,2.319999933242798,345000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.2699999809265137,2.289999961853028,2.1700000762939453,2.259999990463257,315900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.259999990463257,2.302999973297119,1.870000004768372,1.909999966621399,1922500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.8600000143051147,1.870000004768372,1.7300000190734863,1.850000023841858,796100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.840000033378601,2.015000104904175,1.840000033378601,1.909999966621399,527600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.909999966621399,2.0,1.8799999952316284,1.919999957084656,441200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.909999966621399,1.975000023841858,1.840000033378601,1.870000004768372,504700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.870000004768372,1.899999976158142,1.840000033378601,1.899999976158142,430800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.899999976158142,1.9299999475479128,1.830000042915344,1.870000004768372,315700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1.850000023841858,2.0299999713897705,1.850000023841858,2.0199999809265137,369500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.009999990463257,2.049999952316284,2.0,2.0,290300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.0,2.0799999237060547,1.909999966621399,1.919999957084656,429100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,1.950000047683716,2.0199999809265137,1.899999976158142,1.919999957084656,362300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,1.8899999856948853,1.950000047683716,1.8899999856948853,1.919999957084656,214200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,1.899999976158142,1.919999957084656,1.7799999713897705,1.7899999618530271,369800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,1.7799999713897705,1.850000023841858,1.75,1.75,317800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,1.75,1.7699999809265137,1.5800000429153442,1.6399999856948853,404300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,1.649999976158142,1.7350000143051147,1.625,1.659999966621399,365600.0,,,,,,,,,,
