Date,Open,High,Low,Close,Volume,"('Adj Close', 'VSTM')","('Close', 'VSTM')","('High', 'VSTM')","('Low', 'VSTM')","('Open', 'VSTM')","('Volume', 'VSTM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,8.140000343322754,8.649999618530273,8.119999885559082,8.300000190734863,77300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,8.130000114440918,8.34000015258789,7.880000114440918,8.180000305175781,61000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,8.180000305175781,8.670000076293945,8.029999732971191,8.460000038146973,109100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,8.329999923706055,8.6899995803833,8.130000114440918,8.479999542236328,77200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,8.449999809265137,9.270000457763672,8.319999694824219,9.270000457763672,70300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,9.220000267028809,10.260000228881836,9.1899995803833,10.0,137000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,10.050000190734863,10.43000030517578,9.9399995803833,10.43000030517578,140500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,10.380000114440918,10.739999771118164,10.149999618530272,10.640000343322754,115500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,10.739999771118164,11.199999809265137,10.670000076293944,10.989999771118164,112100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,11.56999969482422,11.59000015258789,10.510000228881836,11.029999732971191,154400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,10.949999809265137,11.300000190734863,10.81999969482422,11.109999656677246,96800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,11.109999656677246,11.109999656677246,10.329999923706056,10.390000343322754,130700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,10.56999969482422,11.170000076293944,9.779999732971191,11.170000076293944,141300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,11.260000228881836,11.43000030517578,10.390000343322754,10.630000114440918,114800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,10.829999923706056,10.829999923706056,10.390000343322754,10.739999771118164,87600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,10.800000190734863,11.09000015258789,10.5600004196167,10.770000457763672,155100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,10.979999542236328,11.989999771118164,10.81999969482422,11.890000343322754,118000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,11.779999732971191,12.199999809265137,11.270000457763672,11.520000457763672,98200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,11.399999618530272,12.470000267028809,11.399999618530272,12.34000015258789,105300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,12.109999656677246,12.130000114440918,10.979999542236328,11.710000038146973,192800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,11.550000190734863,12.119999885559082,11.550000190734863,11.75,114800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,11.720000267028809,12.56999969482422,11.380000114440918,12.25,167000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,12.390000343322754,12.390000343322754,11.850000381469728,12.25,79900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,12.020000457763672,12.369999885559082,11.899999618530272,12.300000190734863,49700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,12.350000381469728,14.220000267028809,12.31999969482422,14.06999969482422,252400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,14.0,14.1899995803833,13.149999618530272,13.449999809265137,163800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,13.510000228881836,14.09000015258789,13.119999885559082,13.449999809265137,147500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,13.470000267028809,13.970000267028809,13.18000030517578,13.220000267028809,133500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,13.199999809265137,13.239999771118164,11.550000190734863,11.859999656677246,312300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,11.920000076293944,12.09000015258789,11.260000228881836,11.739999771118164,258300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,11.8100004196167,12.18000030517578,11.479999542236328,11.859999656677246,198500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,12.100000381469728,12.149999618530272,11.470000267028809,11.739999771118164,172700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,11.520000457763672,12.93000030517578,11.399999618530272,12.449999809265137,347400.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,12.609999656677246,12.789999961853027,12.149999618530272,12.670000076293944,101100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,12.739999771118164,13.170000076293944,12.31999969482422,12.329999923706056,134800.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,12.34000015258789,12.5,11.609999656677246,12.039999961853027,164300.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,12.380000114440918,13.300000190734863,12.050000190734863,12.699999809265137,184500.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,12.59000015258789,13.289999961853027,12.199999809265137,13.09000015258789,125700.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,13.40999984741211,13.81999969482422,12.869999885559082,13.119999885559082,99600.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,13.029999732971191,13.229999542236328,12.550000190734863,12.8100004196167,155200.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,13.020000457763672,13.020000457763672,12.329999923706056,12.460000038146973,90100.0,,,,,,,,,,
