Date,Open,High,Low,Close,Volume,"('Adj Close', 'AVNT')","('Close', 'AVNT')","('High', 'AVNT')","('Low', 'AVNT')","('Open', 'AVNT')","('Volume', 'AVNT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,41.22999954223633,41.65999984741211,40.869998931884766,41.119998931884766,530800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,40.560001373291016,40.790000915527344,39.400001525878906,39.45000076293945,599300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,39.310001373291016,39.65999984741211,38.7599983215332,38.77000045776367,444500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,38.38999938964844,39.2400016784668,38.04999923706055,38.15999984741211,686200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,38.11000061035156,38.619998931884766,37.81999969482422,38.54999923706055,571600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,37.810001373291016,38.06999969482422,37.27999877929688,37.84000015258789,656100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,37.540000915527344,38.15999984741211,37.47999954223633,38.11000061035156,335100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,37.81999969482422,37.97999954223633,37.220001220703125,37.81999969482422,317600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,38.43000030517578,38.540000915527344,37.310001373291016,37.45000076293945,259400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,36.88999938964844,37.13999938964844,36.68999862670898,37.060001373291016,385500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,36.2400016784668,36.810001373291016,36.2400016784668,36.72999954223633,281000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,37.0,37.0,35.5,36.40999984741211,1186300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,36.619998931884766,36.709999084472656,35.810001373291016,36.70000076293945,380400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,36.880001068115234,37.38999938964844,36.77000045776367,37.36000061035156,456200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,37.97999954223633,38.0,37.2400016784668,37.38999938964844,367200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,37.65999984741211,37.65999984741211,36.119998931884766,36.18000030517578,512700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,36.95000076293945,37.18999862670898,36.220001220703125,36.84999847412109,579400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,37.18000030517578,37.27999877929688,36.72999954223633,36.810001373291016,272700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,36.810001373291016,37.31999969482422,36.38999938964844,37.310001373291016,515200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,36.97999954223633,37.290000915527344,36.59999847412109,36.619998931884766,628800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,36.77000045776367,37.150001525878906,36.08000183105469,36.209999084472656,771500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,36.58000183105469,36.88999938964844,35.9900016784668,36.88999938964844,403400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,36.16999816894531,36.79999923706055,35.689998626708984,36.650001525878906,437000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,35.95000076293945,36.08000183105469,35.58000183105469,35.79999923706055,491400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,35.849998474121094,36.560001373291016,35.7599983215332,36.08000183105469,293100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,36.2400016784668,36.38999938964844,35.790000915527344,36.27000045776367,281800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,36.220001220703125,37.02999877929688,36.0099983215332,37.0099983215332,355000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,36.97999954223633,37.11000061035156,36.45000076293945,36.91999816894531,406500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,37.09999847412109,38.02000045776367,37.09999847412109,37.63999938964844,507500.0,,,,,,,,,,
