Date,Open,High,Low,Close,Volume,"('Adj Close', 'BPOP')","('Close', 'BPOP')","('High', 'BPOP')","('Low', 'BPOP')","('Open', 'BPOP')","('Volume', 'BPOP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,81.1500015258789,82.98999786376953,81.1500015258789,82.08000183105469,358900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,81.11000061035156,81.3499984741211,80.1500015258789,80.37999725341797,257500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,80.36000061035156,80.69000244140625,79.61000061035156,79.83000183105469,500400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,79.88999938964844,81.69999694824219,79.29000091552734,81.08999633789062,347700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,81.31999969482422,82.41000366210938,80.7699966430664,82.38999938964844,194300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,81.95999908447266,82.25,81.45999908447266,81.79000091552734,228400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,81.52999877929688,82.36000061035156,81.06999969482422,82.30000305175781,247000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,81.61000061035156,81.83999633789062,80.62000274658203,81.77999877929688,264500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,82.26000213623047,82.45999908447266,80.2699966430664,81.08000183105469,150900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,80.20999908447266,80.68000030517578,79.63999938964844,80.41999816894531,447400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,79.01000213623047,80.63999938964844,79.01000213623047,79.37999725341797,275900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,79.5,80.77999877929688,79.5,80.02999877929688,322500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,80.19999694824219,81.41000366210938,79.5999984741211,81.33000183105469,318100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,82.16999816894531,82.77999877929688,81.68000030517578,82.55000305175781,344900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,83.0,83.01000213623047,81.79000091552734,82.16999816894531,390700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,82.25,84.95999908447266,82.25,83.48999786376953,807600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,84.80000305175781,87.47000122070312,82.91000366210938,85.83000183105469,901300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,86.2699966430664,87.7300033569336,85.91000366210938,87.62000274658203,569100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,88.80000305175781,88.9800033569336,87.31999969482422,88.94000244140625,594400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,88.61000061035156,89.69999694824219,88.44000244140625,89.4800033569336,363200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,88.27999877929688,88.30999755859375,84.91999816894531,85.44999694824219,627100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,85.76000213623047,85.9000015258789,81.62000274658203,85.31999969482422,747600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,83.6500015258789,86.70999908447266,83.30999755859375,86.19999694824219,410600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,85.13999938964844,85.9800033569336,84.02999877929688,85.27999877929688,394800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,85.3499984741211,85.91000366210938,83.19999694824219,83.87999725341797,356200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,83.41000366210938,84.22000122070312,81.72000122070312,84.19000244140625,441000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,83.54000091552734,84.55000305175781,83.0,83.31999969482422,402700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,83.55999755859375,84.77999877929688,82.75,84.55000305175781,299100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,84.2699966430664,85.83999633789062,84.2699966430664,84.81999969482422,374100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,82.5,82.98999786376953,80.9800033569336,82.37000274658203,552500.0,,,,,,,,,,
