Date,Open,High,Low,Close,Volume,"('Adj Close', 'PL')","('Close', 'PL')","('High', 'PL')","('Low', 'PL')","('Open', 'PL')","('Volume', 'PL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.4600000381469727,2.5199999809265137,2.380000114440918,2.380000114440918,1402300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.390000104904175,2.400000095367432,2.299999952316284,2.3399999141693115,1324100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.3399999141693115,2.365000009536743,2.289999961853028,2.319999933242798,951100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.299999952316284,2.3499999046325684,2.25,2.259999990463257,1357700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.25,2.359999895095825,2.240000009536743,2.3299999237060547,1054900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.299999952316284,2.299999952316284,2.240000009536743,2.25,938400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.25,2.3299999237060547,2.2100000381469727,2.240000009536743,1576100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.2699999809265137,2.2699999809265137,2.150000095367432,2.180000066757202,1446800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.2100000381469727,2.259999990463257,2.180000066757202,2.200000047683716,1119000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.2100000381469727,2.2100000381469727,2.0999999046325684,2.0999999046325684,1030800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.069999933242798,2.0799999237060547,2.0299999713897705,2.069999933242798,1124900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.0899999141693115,2.109999895095825,2.0199999809265137,2.069999933242798,1137900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.0999999046325684,2.115000009536743,1.9900000095367432,2.109999895095825,1662100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.109999895095825,2.289999961853028,2.109999895095825,2.2799999713897705,1782800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.299999952316284,2.3299999237060547,2.259999990463257,2.2799999713897705,1294900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.3299999237060547,2.430000066757202,2.2699999809265137,2.289999961853028,1611700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.319999933242798,2.338000059127808,2.25,2.299999952316284,766000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.319999933242798,2.3399999141693115,2.2699999809265137,2.289999961853028,680700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.2799999713897705,2.4600000381469727,2.2699999809265137,2.450000047683716,1380200.0,,,,,,,,,,
