Date,Open,High,Low,Close,Volume,"('Adj Close', 'SAGE')","('Close', 'SAGE')","('High', 'SAGE')","('Low', 'SAGE')","('Open', 'SAGE')","('Volume', 'SAGE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,21.350000381469727,22.850000381469727,21.309999465942383,22.479999542236328,706000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,22.31999969482422,22.38999938964844,21.61000061035156,21.670000076293945,683700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,21.670000076293945,21.76499938964844,20.940000534057617,21.1299991607666,723100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,21.0,21.479999542236328,20.61000061035156,21.46999931335449,605700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,21.229999542236328,25.1200008392334,21.049999237060547,25.100000381469727,1391200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,25.040000915527344,26.940000534057617,24.950000762939453,26.3700008392334,2495000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,26.32999992370605,26.68000030517578,24.959999084472656,25.399999618530277,1343100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,25.01000022888184,27.149999618530277,24.81999969482422,26.88999938964844,1733000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,27.40999984741211,28.26000022888184,26.18000030517578,26.549999237060547,1142800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,26.26000022888184,26.51000022888184,25.540000915527344,26.399999618530277,734100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,26.0,27.06999969482422,25.924999237060547,26.950000762939453,991000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,26.959999084472656,27.13400077819824,25.99799919128418,26.020000457763672,780000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,26.239999771118164,26.545000076293945,25.93000030517578,26.01000022888184,815100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,26.049999237060547,26.530000686645508,25.96500015258789,26.270000457763672,828700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,26.670000076293945,27.1299991607666,26.170000076293945,26.709999084472656,678900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,27.049999237060547,27.10400009155273,26.440000534057617,26.51000022888184,831600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,26.84000015258789,27.674999237060547,25.959999084472656,26.270000457763672,638500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,26.440000534057617,27.059999465942383,25.979999542236328,26.36000061035156,472000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,26.170000076293945,26.780000686645508,25.700000762939453,26.540000915527344,650200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,26.270000457763672,26.36000061035156,25.420000076293945,25.899999618530277,863300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,25.8700008392334,26.600000381469727,25.51000022888184,25.63999938964844,932200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,25.75,26.18000030517578,25.45599937438965,26.0,1119000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,25.59000015258789,25.61000061035156,24.38999938964844,24.770000457763672,581400.0,,,,,,,,,,
