Date,Open,High,Low,Close,Volume,"('Adj Close', 'EKSO')","('Close', 'EKSO')","('High', 'EKSO')","('Low', 'EKSO')","('Open', 'EKSO')","('Volume', 'EKSO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.539999961853028,3.128999948501587,2.509999990463257,3.0999999046325684,637000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.109999895095825,3.109999895095825,2.400000095367432,2.609999895095825,519200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.6600000858306885,2.7239999771118164,2.3499999046325684,2.5,143300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.450000047683716,2.6700000762939453,2.450000047683716,2.619999885559082,157300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.5999999046325684,2.690000057220459,2.400000095367432,2.5999999046325684,126700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.5999999046325684,3.015000104904175,2.5999999046325684,2.990000009536743,192500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.0,3.0299999713897705,2.150000095367432,2.1549999713897705,434100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.870000004768372,2.200000047683716,1.7699999809265137,2.0,883000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.039999961853028,2.039999961853028,1.649999976158142,1.6699999570846558,263800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.659999966621399,2.0899999141693115,1.659999966621399,2.0299999713897705,205300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.0999999046325684,2.200000047683716,1.8849999904632568,2.200000047683716,180300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.2300000190734863,2.25,2.109999895095825,2.150000095367432,64600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.119999885559082,2.191999912261963,2.0199999809265137,2.0999999046325684,105700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.220000028610229,2.400000095367432,2.109999895095825,2.369999885559082,183300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.400000095367432,2.5,2.319999933242798,2.5,169600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.490000009536743,2.490000009536743,2.3499999046325684,2.369999885559082,97900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.400000095367432,2.4189999103546143,2.200000047683716,2.25,130500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.3499999046325684,2.388999938964844,2.150000095367432,2.220000028610229,80800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.200000047683716,2.25,1.649999976158142,1.7599999904632568,649100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,1.850000023841858,2.069999933242798,1.7000000476837158,2.039999961853028,319600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.119999885559082,2.3499999046325684,2.119999885559082,2.289999961853028,365400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.2699999809265137,2.289999961853028,2.1700000762939453,2.220000028610229,123500.0,,,,,,,,,,
