Date,Open,High,Low,Close,Volume,"('Adj Close', 'HNI')","('Close', 'HNI')","('High', 'HNI')","('Low', 'HNI')","('Open', 'HNI')","('Volume', 'HNI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,41.45000076293945,41.75,41.09000015258789,41.540000915527344,220900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,41.34999847412109,41.810001373291016,40.7599983215332,41.650001525878906,280000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,41.709999084472656,41.97999954223633,41.119998931884766,41.13999938964844,209800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,40.81999969482422,41.43000030517578,40.5099983215332,40.52000045776367,261700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,40.45000076293945,41.0099983215332,40.27999877929688,40.95000076293945,196700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,40.38999938964844,40.45000076293945,40.08000183105469,40.43000030517578,165100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,40.5099983215332,40.93000030517578,40.5,40.84999847412109,188200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,40.68000030517578,40.86000061035156,40.22999954223633,40.84000015258789,184200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,41.22999954223633,41.2400016784668,40.630001068115234,40.90999984741211,214100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,40.61000061035156,40.93999862670898,40.290000915527344,40.41999816894531,206300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,40.0,40.52000045776367,39.95000076293945,40.040000915527344,168000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,40.27999877929688,40.61000061035156,39.959999084472656,40.59999847412109,188300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,40.7599983215332,40.7599983215332,40.11000061035156,40.61000061035156,218700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,40.9900016784668,41.880001068115234,40.91999816894531,41.68000030517578,304100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,41.810001373291016,41.83000183105469,41.18000030517578,41.27000045776367,152400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,41.65999984741211,41.65999984741211,40.650001525878906,40.86000061035156,121500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,41.20000076293945,41.36000061035156,40.58000183105469,40.84000015258789,231900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,41.31999969482422,41.70000076293945,40.97999954223633,41.36000061035156,252300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,41.36000061035156,41.93000030517578,41.31999969482422,41.91999816894531,180600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,41.630001068115234,42.20000076293945,41.5,42.18999862670898,180300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,42.2599983215332,42.34000015258789,40.65999984741211,40.720001220703125,974000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,41.02999877929688,41.540000915527344,40.5,41.47999954223633,259700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,40.880001068115234,41.220001220703125,40.68999862670898,40.970001220703125,161400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,40.5,40.72999954223633,40.220001220703125,40.5099983215332,161000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,40.5,41.040000915527344,40.5,40.720001220703125,168900.0,,,,,,,,,,
