Date,Open,High,Low,Close,Volume,"('Adj Close', 'RSI')","('Close', 'RSI')","('High', 'RSI')","('Low', 'RSI')","('Open', 'RSI')","('Volume', 'RSI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.409999847412109,4.449999809265137,4.090000152587891,4.210000038146973,681500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.130000114440918,4.130000114440918,3.910000085830689,3.910000085830689,752400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.930000066757202,3.990000009536743,3.759999990463257,3.9600000381469727,486500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.910000085830689,3.920000076293945,3.799999952316284,3.799999952316284,611400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.849999904632568,3.930000066757202,3.7699999809265137,3.930000066757202,671200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.859999895095825,3.9600000381469727,3.7699999809265137,3.920000076293945,579400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.930000066757202,3.9700000286102295,3.759999990463257,3.819999933242798,444700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.7899999618530273,3.79800009727478,3.6449999809265137,3.740000009536743,539600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.700000047683716,3.809999942779541,3.609999895095825,3.690000057220459,395900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.5999999046325684,3.994999885559082,3.559999942779541,3.9600000381469727,1401400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.849999904632568,4.53000020980835,3.849999904632568,4.519999980926514,2797500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.550000190734863,4.909999847412109,4.454999923706055,4.860000133514404,2440400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,4.860000133514404,5.045000076293945,4.7220001220703125,5.010000228881836,2015200.0,,,,,,,,,,
