Date,Open,High,Low,Close,Volume,"('Adj Close', 'CATX')","('Close', 'CATX')","('High', 'CATX')","('Low', 'CATX')","('Open', 'CATX')","('Volume', 'CATX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.0,4.300000190734863,4.0,4.0,83630.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.0,4.199999809265137,3.799999952316284,4.199999809265137,130060.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.099999904632568,5.699999809265137,4.0,5.699999809265137,672870.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,5.800000190734863,6.5,5.699999809265137,6.199999809265137,531230.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.300000190734863,6.699999809265137,5.5,5.900000095367432,366340.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,6.5,6.699999809265137,5.900000095367432,6.400000095367432,239130.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.5,6.800000190734863,5.699999809265137,6.0,172300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.0,6.099999904632568,5.699999809265137,6.0,54250.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,5.900000095367432,6.099999904632568,5.699999809265137,5.699999809265137,31450.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,5.800000190734863,5.900000095367432,4.0,4.5,289410.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,4.5,4.5,4.0,4.400000095367432,86070.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.0,5.699999809265137,3.799999952316284,5.5,731670.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,5.5,5.5,4.599999904632568,4.800000190734863,207770.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.699999809265137,5.0,4.5,4.699999809265137,87590.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,4.699999809265137,5.0,4.599999904632568,4.699999809265137,72330.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,4.800000190734863,5.099999904632568,4.800000190734863,4.900000095367432,64480.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.0,5.199999809265137,4.800000190734863,5.099999904632568,90100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,5.300000190734863,6.800000190734863,5.199999809265137,6.300000190734863,331060.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,6.5,6.800000190734863,6.300000190734863,6.699999809265137,371650.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,6.699999809265137,7.5,6.5,7.5,370200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,7.699999809265137,8.5,7.400000095367432,8.100000381469727,613060.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,8.0,8.100000381469727,7.300000190734863,8.100000381469727,306620.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,8.199999809265137,8.5,8.0,8.5,232530.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,8.5,8.600000381469727,7.900000095367432,8.600000381469727,153320.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,8.5,8.800000190734863,7.699999809265137,8.699999809265137,166840.0,,,,,,,,,,
