Date,Open,High,Low,Close,Volume,"('Adj Close', 'WPC')","('Close', 'WPC')","('High', 'WPC')","('Low', 'WPC')","('Open', 'WPC')","('Volume', 'WPC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,64.55999755859375,66.11000061035156,64.4000015258789,65.81999969482422,1063400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,65.18000030517578,65.37000274658203,64.27999877929688,64.54000091552734,1592600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,64.33000183105469,65.37999725341797,64.0999984741211,64.6500015258789,1504700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,64.19000244140625,65.3499984741211,63.880001068115234,64.8499984741211,915100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,64.66000366210938,67.08000183105469,64.52999877929688,66.87999725341797,1413400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,66.48999786376953,67.23999786376953,66.12000274658203,66.80999755859375,1253500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,66.83000183105469,67.29000091552734,66.16000366210938,66.7300033569336,1164700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,66.5,66.66000366210938,65.62000274658203,66.58000183105469,1168500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,67.13999938964844,67.4000015258789,66.41000366210938,67.37000274658203,901100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,66.76000213623047,67.16999816894531,66.44999694824219,67.01000213623047,1020500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,66.04000091552734,66.98999786376953,65.19999694824219,66.05000305175781,1152300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,66.06999969482422,66.20999908447266,64.83999633789062,65.13999938964844,1442700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,65.31999969482422,65.87999725341797,64.70999908447266,65.66000366210938,1278000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,65.9800033569336,66.41999816894531,64.44999694824219,64.81999969482422,1542400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,65.01000213623047,65.25,64.30999755859375,65.05999755859375,1513400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,65.63999938964844,65.76000213623047,63.41999816894531,63.709999084472656,1475900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,64.5199966430664,64.80999755859375,63.20000076293945,63.470001220703125,1758900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,63.650001525878906,64.0,62.81999969482422,62.84000015258789,1251100.0,,,,,,,,,,
