Date,Open,High,Low,Close,Volume,"('Adj Close', 'ELOX')","('Close', 'ELOX')","('High', 'ELOX')","('Low', 'ELOX')","('Open', 'ELOX')","('Volume', 'ELOX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.2000000476837158,1.2000000476837158,0.8790000081062317,0.9100000262260436,23706.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.0199999809265137,1.2799999713897705,1.0099999904632568,1.100000023841858,15151.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.100000023841858,1.25,1.100000023841858,1.25,7201.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.190000057220459,1.25,1.1799999475479126,1.1799999475479126,19947.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.1449999809265137,1.159999966621399,1.0499999523162842,1.1399999856948853,11734.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.1100000143051147,1.2000000476837158,1.0800000429153442,1.1360000371932983,13806.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.2000000476837158,1.2000000476837158,1.159999966621399,1.159999966621399,1993.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.1299999952316284,1.1299999952316284,1.0199999809265137,1.0199999809265137,1642.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.0199999809265137,1.1039999723434448,1.0199999809265137,1.1039999723434448,835.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.1399999856948853,1.1399999856948853,1.0199999809265137,1.0420000553131104,2832.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.0800000429153442,1.1699999570846558,1.059999942779541,1.0700000524520874,7389.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.090000033378601,1.1799999475479126,1.090000033378601,1.1799999475479126,1182.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.1799999475479126,1.1799999475479126,1.087499976158142,1.087499976158142,1399.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.100000023841858,1.1200000047683716,1.100000023841858,1.1100000143051147,2218.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.1150000095367432,1.1150000095367432,0.6710000038146973,0.8999999761581421,121300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,0.9800000190734864,0.9800000190734864,0.8504999876022339,0.8713499903678894,6616.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,0.8504999876022339,0.8899999856948853,0.8500000238418579,0.8500000238418579,29120.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,0.8774999976158142,0.8899999856948853,0.8349999785423279,0.8349999785423279,5983.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,0.8500000238418579,0.8619999885559082,0.8500000238418579,0.8529999852180481,7523.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,0.8600000143051147,0.8600000143051147,0.8500000238418579,0.8600000143051147,1859.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,0.8600000143051147,0.8600000143051147,0.8500000238418579,0.8550000190734863,2863.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,0.8600000143051147,0.8600000143051147,0.8009999990463257,0.8199999928474426,6960.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,0.8399999737739563,0.8799999952316284,0.8399999737739563,0.8600000143051147,15084.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,0.8799999952316284,0.8799999952316284,0.8011000156402588,0.8299999833106995,7638.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,0.8009999990463257,0.8199999928474426,0.8009999990463257,0.8199999928474426,1129.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,0.824999988079071,0.8389999866485596,0.8100000023841858,0.8212500214576721,5011.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,0.8100000023841858,0.875,0.8100000023841858,0.8299999833106995,5341.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,0.8299999833106995,0.8399999737739563,0.75,0.75,8553.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,0.75,0.8299999833106995,0.75,0.7699999809265137,4642.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,0.8059999942779541,0.8299999833106995,0.75,0.8100000023841858,2824.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,0.800000011920929,0.824999988079071,0.7889999747276306,0.7950000166893005,4260.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,0.7929999828338623,0.7950000166893005,0.7401000261306763,0.75,3907.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,0.75,0.7900000214576721,0.7450000047683716,0.7609999775886536,3792.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,0.7699999809265137,0.7699999809265137,0.7699999809265137,0.7699999809265137,215.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,0.7889999747276306,0.8999999761581421,0.7705000042915344,0.8999999761581421,16858.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,0.8999999761581421,0.8999999761581421,0.8799999952316284,0.8799999952316284,8841.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,0.8949999809265137,0.8949999809265137,0.8600000143051147,0.8700000047683716,6068.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,0.8949999809265137,0.9769999980926514,0.8701000213623047,0.8701000213623047,3706.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,0.8701000213623047,0.8950999975204468,0.7649999856948853,0.7649999856948853,6679.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,0.8001000285148621,0.8001000285148621,0.8001000285148621,0.8001000285148621,3152.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,0.8999999761581421,0.8999999761581421,0.8299999833106995,0.859000027179718,5429.0,,,,,,,,,,
