Date,Open,High,Low,Close,Volume,"('Adj Close', 'VANI')","('Close', 'VANI')","('High', 'VANI')","('Low', 'VANI')","('Open', 'VANI')","('Volume', 'VANI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.0099999904632568,1.0700000524520874,1.0099999904632568,1.0399999618530271,30300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.0099999904632568,1.0499999523162842,1.0,1.0299999713897705,55000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.0700000524520874,1.100000023841858,1.0399999618530271,1.0700000524520874,51100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.0499999523162842,1.0839999914169312,1.0499999523162842,1.0499999523162842,18800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.0800000429153442,1.100000023841858,1.0449999570846558,1.100000023841858,38400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.0800000429153442,1.0800000429153442,1.0420000553131104,1.0700000524520874,72700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.0399999618530271,1.0800000429153442,1.0399999618530271,1.059999942779541,25500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.059999942779541,1.0700000524520874,1.0399999618530271,1.0399999618530271,24700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.059999942779541,1.059999942779541,1.0099999904632568,1.0099999904632568,13100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.0199999809265137,1.0399999618530271,1.0099999904632568,1.0099999904632568,36700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.0299999713897705,1.0579999685287476,1.0099999904632568,1.0399999618530271,18600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.0499999523162842,1.0759999752044678,1.0099999904632568,1.0099999904632568,31800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.0099999904632568,1.0399999618530271,1.0099999904632568,1.0199999809265137,22100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.0099999904632568,1.0399999618530271,1.0099999904632568,1.0099999904632568,48900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.0199999809265137,1.059999942779541,1.0099999904632568,1.0199999809265137,35500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.100000023841858,1.100000023841858,1.0199999809265137,1.024999976158142,66500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.0399999618530271,1.0499999523162842,1.0269999504089355,1.0299999713897705,12500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.0199999809265137,1.059999942779541,1.0199999809265137,1.0299999713897705,10800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1.0499999523162842,1.059000015258789,1.0099999904632568,1.0299999713897705,27900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,1.0299999713897705,1.0499999523162842,1.0199999809265137,1.0299999713897705,5000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,1.0099999904632568,1.0700000524520874,1.0099999904632568,1.0099999904632568,33300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,1.0299999713897705,1.059999942779541,1.0199999809265137,1.0399999618530271,7000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,1.024999976158142,1.0499999523162842,1.0099999904632568,1.0299999713897705,15800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,1.0299999713897705,1.0299999713897705,1.0099999904632568,1.0199999809265137,27400.0,,,,,,,,,,
