Date,Open,High,Low,Close,Volume,"('Adj Close', 'ADN')","('Close', 'ADN')","('High', 'ADN')","('Low', 'ADN')","('Open', 'ADN')","('Volume', 'ADN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.900000095367432,7.199999809265137,6.300000190734863,6.599999904632568,27250.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.449999809265137,6.690000057220459,6.03000020980835,6.150000095367432,36830.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.389999866485596,6.389999866485596,5.849999904632568,6.0,40270.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.0,6.360000133514404,5.909999847412109,5.909999847412109,32900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.0,6.300000190734863,5.820000171661377,5.940000057220459,55803.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,5.96999979019165,6.090000152587891,5.880000114440918,6.0,22677.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.0,6.0,5.489999771118164,5.670000076293945,42977.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,5.670000076293945,5.730000019073486,5.010000228881836,5.309999942779541,48490.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,5.28000020980835,5.400000095367432,5.159999847412109,5.309999942779541,26297.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,5.369999885559082,5.489999771118164,5.039999961853027,5.25,52297.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,5.25,5.28000020980835,4.590000152587891,4.619999885559082,58347.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.800000190734863,4.949999809265137,4.650000095367432,4.860000133514404,33240.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,4.920000076293945,5.190000057220459,4.679999828338623,4.860000133514404,23610.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.949999809265137,4.949999809265137,4.679999828338623,4.679999828338623,18710.0,,,,,,,,,,
