Date,Open,High,Low,Close,Volume,"('Adj Close', 'MNKD')","('Close', 'MNKD')","('High', 'MNKD')","('Low', 'MNKD')","('Open', 'MNKD')","('Volume', 'MNKD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.7100000381469727,4.139999866485596,3.690000057220459,3.920000076293945,7778500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.0,4.0,3.630000114440918,3.700000047683716,3811500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.740000009536743,3.880000114440918,3.700000047683716,3.819999933242798,2663300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.759999990463257,3.7699999809265137,3.619999885559082,3.640000104904175,5314700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.609999895095825,3.7100000381469727,3.4100000858306885,3.7100000381469727,3305600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.640000104904175,3.650000095367432,3.559999942779541,3.569999933242798,2169200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.559999942779541,3.5999999046325684,3.490000009536743,3.5899999141693115,1675200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.5199999809265137,3.609999895095825,3.4600000381469727,3.470000028610229,2911800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.490000009536743,3.5199999809265137,3.309999942779541,3.4200000762939453,3045900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.369999885559082,3.380000114440918,3.289999961853028,3.3299999237060547,2058500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.309999942779541,3.319999933242798,3.2100000381469727,3.2799999713897705,3628000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.319999933242798,3.359999895095825,3.25,3.3499999046325684,3062200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.380000114440918,3.400000095367432,3.299999952316284,3.359999895095825,3263100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.390000104904175,3.490000009536743,3.3299999237060547,3.450000047683716,5800700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.5,3.569999933242798,3.369999885559082,3.450000047683716,1470600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.470000028610229,3.5199999809265137,3.4100000858306885,3.430000066757202,2176700.0,,,,,,,,,,
