Date,Open,High,Low,Close,Volume,"('Adj Close', 'BLNK')","('Close', 'BLNK')","('High', 'BLNK')","('Low', 'BLNK')","('Open', 'BLNK')","('Volume', 'BLNK')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.3499999046325684,3.469000101089477,3.1600000858306885,3.1700000762939453,9026300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.0799999237060547,3.0999999046325684,2.880000114440918,2.9100000858306885,12770800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.9100000858306885,2.970000028610229,2.7799999713897705,2.799999952316284,8245400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.75,2.9600000381469727,2.720000028610229,2.819999933242798,6130800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.1600000858306885,3.240000009536743,2.9800000190734863,3.0299999713897705,18333000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.9800000190734863,2.994999885559082,2.845000028610229,2.859999895095825,8809900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.880000114440918,2.900000095367432,2.700000047683716,2.8399999141693115,7558200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.740000009536743,2.7699999809265137,2.5999999046325684,2.680000066757202,7403300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.6700000762939453,2.7799999713897705,2.539999961853028,2.539999961853028,6282200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.5,2.539999961853028,2.25,2.319999933242798,10624900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.2300000190734863,2.3399999141693115,2.180000066757202,2.2950000762939453,4634600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.400000095367432,2.430000066757202,2.180000066757202,2.240000009536743,9188500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.259999990463257,2.5199999809265137,2.190000057220459,2.5,7758400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.5299999713897705,2.700000047683716,2.450000047683716,2.5799999237060547,7389700.0,,,,,,,,,,
