Date,Open,High,Low,Close,Volume,"('Adj Close', 'SUM')","('Close', 'SUM')","('High', 'SUM')","('Low', 'SUM')","('Open', 'SUM')","('Volume', 'SUM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,38.09999847412109,38.625,37.810001373291016,38.27000045776367,473300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,38.27999877929688,38.27999877929688,36.68999862670898,36.810001373291016,789400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,37.18000030517578,37.18000030517578,36.310001373291016,36.56999969482422,554500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,36.34999847412109,36.93999862670898,36.34999847412109,36.810001373291016,628800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,36.9900016784668,37.79999923706055,36.7400016784668,37.77000045776367,501300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,37.02999877929688,37.255001068115234,36.4900016784668,36.97999954223633,742700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,36.7599983215332,37.09999847412109,36.584999084472656,36.810001373291016,603300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,36.59999847412109,36.77000045776367,36.18000030517578,36.65999984741211,415100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,36.06999969482422,36.38999938964844,35.189998626708984,35.31999969482422,951700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,35.27000045776367,35.27000045776367,34.6150016784668,34.79999923706055,1241600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,34.470001220703125,35.290000915527344,34.380001068115234,35.099998474121094,882700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,35.189998626708984,36.20500183105469,35.16999816894531,36.130001068115234,1164100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,36.33000183105469,36.400001525878906,35.630001068115234,36.34000015258789,871000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,36.70000076293945,37.08000183105469,36.58000183105469,37.0,791100.0,,,,,,,,,,
