Date,Open,High,Low,Close,Volume,"('Adj Close', 'FATE')","('Close', 'FATE')","('High', 'FATE')","('Low', 'FATE')","('Open', 'FATE')","('Volume', 'FATE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.660000085830689,4.099999904632568,3.559999942779541,3.690000057220459,1710700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.5799999237060547,3.660000085830689,3.4600000381469727,3.539999961853028,2730000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.549999952316284,3.940000057220459,3.5,3.839999914169312,2149300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.759999990463257,3.9600000381469727,3.619999885559082,3.7699999809265137,1135400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.799999952316284,4.300000190734863,3.5799999237060547,4.119999885559082,3523500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,4.050000190734863,4.53000020980835,3.9700000286102295,4.409999847412109,3618300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,4.420000076293945,4.630000114440918,4.269999980926514,4.570000171661377,3258400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.489999771118164,4.650000095367432,4.300000190734863,4.449999809265137,2543900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.570000171661377,4.75,4.360000133514404,4.550000190734863,3231000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,4.420000076293945,4.739999771118164,4.409999847412109,4.510000228881836,2393900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,4.309999942779541,4.690000057220459,4.239999771118164,4.400000095367432,2159400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.429999828338623,4.579999923706055,4.179999828338623,4.329999923706055,3217700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,4.400000095367432,4.630000114440918,4.099999904632568,4.53000020980835,3284500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.619999885559082,4.96999979019165,4.559999942779541,4.71999979019165,3129700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,4.800000190734863,4.96999979019165,4.71999979019165,4.829999923706055,3456600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,4.96999979019165,4.989999771118164,4.590000152587891,4.610000133514404,4570700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,4.659999847412109,4.800000190734863,4.400000095367432,4.559999942779541,1609300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,4.630000114440918,4.679999828338623,4.429999828338623,4.559999942779541,1400900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,4.559999942779541,5.949999809265137,4.429999828338623,5.71999979019165,7354500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.639999866485596,5.769999980926514,5.420000076293945,5.579999923706055,2795300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,5.519999980926514,6.639999866485596,5.460000038146973,6.159999847412109,6739000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,6.239999771118164,6.889999866485596,6.039999961853027,6.760000228881836,6402000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,6.699999809265137,6.829999923706055,6.190000057220459,6.519999980926514,4236500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,6.360000133514404,6.639999866485596,5.590000152587891,6.360000133514404,3202400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,6.329999923706055,6.329999923706055,5.289999961853027,5.739999771118164,3566000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,5.78000020980835,5.849999904632568,5.539999961853027,5.559999942779541,2394700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,5.579999923706055,6.159999847412109,5.489999771118164,6.110000133514404,3952500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,6.159999847412109,6.300000190734863,5.960000038146973,6.289999961853027,2776100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,6.309999942779541,6.880000114440918,6.190000057220459,6.860000133514404,2549300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,6.389999866485596,6.539999961853027,6.170000076293945,6.389999866485596,2245000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,6.579999923706055,6.599999904632568,6.210000038146973,6.489999771118164,1486300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,6.630000114440918,7.199999809265137,6.510000228881836,7.079999923706055,2974900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,7.0,7.739999771118164,6.869999885559082,7.559999942779541,2555600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,7.360000133514404,7.599999904632568,6.789999961853027,7.059999942779541,2889500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,7.03000020980835,7.090000152587891,6.46999979019165,6.829999923706055,2046900.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,6.920000076293945,7.039999961853027,6.619999885559082,6.880000114440918,1941400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,6.860000133514404,7.110000133514404,6.75,6.960000038146973,1537000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,6.960000038146973,7.170000076293945,6.670000076293945,6.949999809265137,2120600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,7.559999942779541,8.630000114440918,6.710000038146973,7.460000038146973,4110400.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,7.360000133514404,8.170000076293945,7.070000171661377,7.139999866485596,3711600.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,7.429999828338623,7.599999904632568,7.059999942779541,7.090000152587891,1901800.0,,,,,,,,,,
