Date,Open,High,Low,Close,Volume,"('Adj Close', 'HIPO')","('Close', 'HIPO')","('High', 'HIPO')","('Low', 'HIPO')","('Open', 'HIPO')","('Volume', 'HIPO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,9.09000015258789,9.289999961853027,8.630000114440918,9.029999732971191,194700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,8.9399995803833,8.9399995803833,8.630000114440918,8.6899995803833,93300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,8.630000114440918,8.9399995803833,8.545000076293945,8.779999732971191,91300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,8.640000343322754,8.8100004196167,8.59000015258789,8.640000343322754,66100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,8.59000015258789,8.770000457763672,8.319999694824219,8.609999656677246,63300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,8.449999809265137,8.569999694824219,8.369999885559082,8.539999961853027,71800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,8.5,8.5,8.210000038146973,8.380000114440918,110800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,8.350000381469727,8.380000114440918,8.079999923706055,8.1899995803833,98300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,8.329999923706055,8.425000190734863,8.220000267028809,8.350000381469727,107300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,8.199999809265137,8.319999694824219,7.960000038146973,7.960000038146973,89900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,7.900000095367432,7.980000019073486,7.760000228881836,7.960000038146973,91500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,7.980000019073486,8.100000381469727,7.880000114440918,8.079999923706055,72600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,8.109999656677246,8.4399995803833,7.75,8.430000305175781,96400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,8.479999542236328,9.15999984741211,8.369999885559082,9.140000343322754,123100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,9.270000457763672,9.3100004196167,8.819999694824219,9.109999656677246,114400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,9.1899995803833,9.300000190734863,8.880000114440918,9.050000190734863,85900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,9.210000038146973,9.25,9.0,9.119999885559082,39700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,9.170000076293944,9.289999961853027,9.0,9.119999885559082,41300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,9.06999969482422,9.779999732971191,8.920000076293945,9.75,89500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,9.68000030517578,9.704999923706056,9.170000076293944,9.579999923706056,68100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,9.470000267028809,9.789999961853027,9.25,9.25,143100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,9.329999923706056,9.329999923706056,8.710000038146973,9.270000457763672,100600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,9.0,9.25,8.829999923706055,9.130000114440918,56400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,8.920000076293945,9.09000015258789,8.680000305175781,8.949999809265137,84800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,8.890000343322754,9.5600004196167,8.829999923706055,9.520000457763672,107100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,9.380000114440918,9.449999809265137,9.039999961853027,9.06999969482422,53600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,9.0,9.56999969482422,8.779999732971191,9.350000381469728,126700.0,,,,,,,,,,
