Date,Open,High,Low,Close,Volume,"('Adj Close', 'GTY')","('Close', 'GTY')","('High', 'GTY')","('Low', 'GTY')","('Open', 'GTY')","('Volume', 'GTY')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,29.15999984741211,29.520000457763672,29.100000381469727,29.40999984741211,248900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,29.43000030517578,29.43000030517578,28.799999237060547,28.82999992370605,254500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,28.809999465942383,29.209999084472656,28.739999771118164,28.950000762939453,272000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,28.729999542236328,29.09000015258789,28.709999084472656,29.020000457763672,206200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,29.1200008392334,29.780000686645508,29.049999237060547,29.57999992370605,247500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,29.290000915527344,29.649999618530277,29.170000076293945,29.270000457763672,203400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,29.290000915527344,29.729999542236328,29.07999992370605,29.15999984741211,314000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,29.0,29.030000686645508,28.530000686645508,28.770000457763672,322700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,29.100000381469727,29.100000381469727,28.649999618530277,28.809999465942383,205100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,28.68000030517578,28.739999771118164,28.21999931335449,28.239999771118164,219200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,27.96999931335449,28.200000762939453,27.3700008392334,27.63999938964844,282100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,27.690000534057617,27.84000015258789,27.15999984741211,27.3700008392334,218100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,27.5,28.0,27.1200008392334,27.86000061035156,294000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,28.01000022888184,28.549999237060547,28.01000022888184,28.1200008392334,305700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,28.31999969482422,28.32999992370605,27.739999771118164,27.86000061035156,139400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,28.18000030517578,28.21999931335449,27.3700008392334,27.479999542236328,220600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,27.899999618530277,28.07999992370605,27.700000762939453,27.780000686645508,217200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,28.0,28.049999237060547,27.76000022888184,27.780000686645508,258800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,27.75,28.31999969482422,27.6299991607666,28.239999771118164,379000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,28.1200008392334,28.200000762939453,27.75,27.88999938964844,225500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,27.8799991607666,28.229999542236328,27.59000015258789,27.65999984741211,620200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,27.61000061035156,27.989999771118164,27.399999618530277,27.989999771118164,270800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,27.63999938964844,27.63999938964844,27.07999992370605,27.32999992370605,250200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,27.0,27.25,26.709999084472656,27.040000915527344,280400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,27.0,27.38999938964844,26.950000762939453,27.06999969482422,223500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,26.989999771118164,26.989999771118164,26.709999084472656,26.84000015258789,287200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,26.93000030517578,27.420000076293945,26.76000022888184,27.25,671900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,27.190000534057617,27.31999969482422,26.82999992370605,27.149999618530277,264900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,27.25,27.40999984741211,27.18000030517578,27.239999771118164,242700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,26.75,27.170000076293945,26.43000030517578,27.100000381469727,446900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,27.190000534057617,27.270000457763672,26.6200008392334,26.86000061035156,507100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,27.350000381469727,28.0,26.690000534057617,27.51000022888184,411000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,27.030000686645508,27.450000762939453,27.030000686645508,27.1200008392334,244000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,27.11000061035156,27.420000076293945,27.11000061035156,27.3700008392334,319100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,27.520000457763672,27.57999992370605,27.1200008392334,27.200000762939453,261500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,27.170000076293945,27.209999084472656,26.690000534057617,26.729999542236328,309700.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,26.729999542236328,26.989999771118164,26.649999618530277,26.770000457763672,217200.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,26.68000030517578,26.76000022888184,26.09000015258789,26.09000015258789,287600.0,,,,,,,,,,
