Date,Open,High,Low,Close,Volume,"('Adj Close', 'CRC')","('Close', 'CRC')","('High', 'CRC')","('Low', 'CRC')","('Open', 'CRC')","('Volume', 'CRC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,54.84000015258789,55.61000061035156,53.77000045776367,54.0,573400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,53.59999847412109,54.619998931884766,53.0,53.970001220703125,516100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,54.630001068115234,54.630001068115234,52.08000183105469,52.09000015258789,624100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,51.400001525878906,51.70000076293945,50.83000183105469,51.56999969482422,730500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,50.7400016784668,52.2400016784668,50.18999862670898,52.04999923706055,535900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,51.93000030517578,51.93000030517578,50.619998931884766,51.66999816894531,632700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,51.70000076293945,51.959999084472656,50.77999877929688,51.09000015258789,353700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,51.16999816894531,51.46500015258789,50.68999862670898,51.2599983215332,370300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,52.40999984741211,52.66999816894531,51.380001068115234,51.68000030517578,338300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,51.52999877929688,51.9900016784668,50.04999923706055,50.310001373291016,423000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,49.59999847412109,50.52000045776367,49.59999847412109,50.11000061035156,300900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,50.27000045776367,50.54999923706055,49.630001068115234,50.43999862670898,433600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,50.41999816894531,50.66999816894531,49.79999923706055,50.560001373291016,375600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,50.540000915527344,50.7599983215332,50.084999084472656,50.540000915527344,559800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,50.47999954223633,50.959999084472656,50.11000061035156,50.25,468700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,50.790000915527344,51.150001525878906,50.400001525878906,51.09000015258789,331300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,51.68000030517578,51.68000030517578,50.97499847412109,51.52999877929688,765400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,51.65999984741211,51.75,50.44400024414063,50.869998931884766,317700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,50.84999847412109,51.15999984741211,50.22999954223633,51.02999877929688,502200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,50.38999938964844,51.02000045776367,50.34000015258789,50.68999862670898,695000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,50.70000076293945,50.70000076293945,47.650001525878906,47.68000030517578,894500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,48.04999923706055,48.540000915527344,47.02999877929688,47.540000915527344,707300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,47.34999847412109,47.42499923706055,46.70000076293945,46.810001373291016,499600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,46.400001525878906,46.665000915527344,45.70000076293945,46.209999084472656,382500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,46.27999877929688,47.400001525878906,46.27999877929688,47.0099983215332,433600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,47.25,53.56999969482422,47.25,53.220001220703125,3412300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,53.86000061035156,53.86000061035156,52.459999084472656,53.65999984741211,1270500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,53.68000030517578,54.130001068115234,51.86000061035156,52.25,860700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,52.97999954223633,54.36000061035156,52.97999954223633,53.52999877929688,813800.0,,,,,,,,,,
