Date,Open,High,Low,Close,Volume,"('Adj Close', 'VXRT')","('Close', 'VXRT')","('High', 'VXRT')","('Low', 'VXRT')","('Open', 'VXRT')","('Volume', 'VXRT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,0.5799999833106995,0.6499999761581421,0.550000011920929,0.6100000143051147,1533800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,0.6100000143051147,0.6100000143051147,0.5600000023841858,0.5600000023841858,1249200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,0.5600000023841858,0.5899999737739563,0.5600000023841858,0.5799999833106995,440100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,0.5699999928474426,0.5899999737739563,0.5600000023841858,0.5699999928474426,537100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,0.550000011920929,0.5699999928474426,0.550000011920929,0.5699999928474426,435700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,0.5600000023841858,0.6100000143051147,0.5600000023841858,0.6000000238418579,895000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,0.6100000143051147,0.6100000143051147,0.5699999928474426,0.5899999737739563,784900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,0.5899999737739563,0.6000000238418579,0.5600000023841858,0.5799999833106995,626500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,0.5699999928474426,0.5799999833106995,0.550000011920929,0.5600000023841858,471800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,0.6000000238418579,0.8500000238418579,0.5799999833106995,0.7200000286102295,13920900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,0.7400000095367432,0.8299999833106995,0.7300000190734863,0.7699999809265137,3847600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,0.7900000214576721,0.8600000143051147,0.7900000214576721,0.7900000214576721,2731700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,0.8100000023841858,0.8199999928474426,0.7200000286102295,0.7400000095367432,1980000.0,,,,,,,,,,
