Date,Open,High,Low,Close,Volume,"('Adj Close', 'ALB')","('Close', 'ALB')","('High', 'ALB')","('Low', 'ALB')","('Open', 'ALB')","('Volume', 'ALB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,143.0,149.61000061035156,141.25999450683594,146.88999938964844,1962300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,142.58999633789062,142.89999389648438,136.6999969482422,140.17999267578125,2731000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,141.0800018310547,141.0800018310547,135.02999877929688,135.92999267578125,3208000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,135.4199981689453,138.22000122070312,133.9499969482422,135.8300018310547,2283800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,134.1999969482422,136.99000549316406,132.75,136.5800018310547,1879300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,133.99000549316406,135.1199951171875,131.10000610351562,133.6699981689453,1832400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,131.7899932861328,134.08999633789062,130.1199951171875,132.94000244140625,2145700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,132.74000549316406,133.17999267578125,127.93000030517578,128.64999389648438,2976800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,128.7899932861328,130.1199951171875,125.6500015258789,126.0500030517578,1636800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,125.5,127.0500030517578,123.83999633789062,125.9499969482422,2256600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,123.0199966430664,124.61000061035156,120.23999786376952,120.6999969482422,2818600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,121.08999633789062,121.37000274658205,115.12000274658205,117.98999786376952,3418700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,118.08000183105467,118.08999633789062,112.29000091552734,115.12999725341795,4168300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,113.77999877929688,122.79000091552734,113.0,120.75,4026800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,123.91999816894533,127.23999786376952,120.81999969482422,122.58999633789062,2877400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,125.3499984741211,126.08000183105467,120.0199966430664,121.69000244140624,2026500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,122.0,123.37000274658205,115.95999908447266,118.4499969482422,2810400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,120.06999969482422,122.12999725341795,119.0,119.83999633789062,1525000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,118.6500015258789,123.27999877929688,117.37999725341795,123.1999969482422,1996400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,121.2699966430664,122.98999786376952,118.8000030517578,120.30999755859376,1948700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,119.25,120.0999984741211,114.4800033569336,114.73999786376952,3653300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,117.0,118.0999984741211,113.29000091552734,116.77999877929688,3398400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,114.33999633789062,115.58000183105467,112.5,114.25,2852400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,111.77999877929688,112.6999969482422,108.38999938964844,108.7300033569336,3891700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,109.8000030517578,114.02999877929688,109.5999984741211,113.0199966430664,3042900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,114.12999725341795,115.98999786376952,111.5,115.0500030517578,2427500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,114.06999969482422,115.33999633789062,112.27999877929688,114.33000183105467,2473800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,113.5,116.19000244140624,113.12999725341795,115.77999877929688,2491700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,115.75,122.6500015258789,115.66000366210938,120.08999633789062,2865800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,114.0,114.81999969482422,111.16999816894533,112.1999969482422,3997300.0,,,,,,,,,,
