Date,Open,High,Low,Close,Volume,"('Adj Close', 'TOVX')","('Close', 'TOVX')","('High', 'TOVX')","('Low', 'TOVX')","('Open', 'TOVX')","('Volume', 'TOVX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-04-03 20:00:00-04:00,11.25,11.25,10.75,10.75,1568.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,11.25,11.25,10.75,11.25,856.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,11.25,11.5,10.75,11.25,584.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,11.0,11.5,11.0,11.0,756.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,10.75,11.25,10.75,11.0,456.0,,,,,,,,,,
2024-04-10 20:00:00-04:00,11.5,11.5,10.75,11.0,580.0,,,,,,,,,,
2024-04-11 20:00:00-04:00,11.25,11.5,10.75,11.25,1676.0,,,,,,,,,,
2024-04-14 20:00:00-04:00,11.25,11.25,10.75,10.75,1188.0,,,,,,,,,,
2024-04-15 20:00:00-04:00,10.75,10.75,10.75,10.75,564.0,,,,,,,,,,
2024-04-16 20:00:00-04:00,10.75,11.25,10.5,11.0,840.0,,,,,,,,,,
2024-04-17 20:00:00-04:00,11.25,11.25,10.75,11.25,1172.0,,,,,,,,,,
2024-04-18 20:00:00-04:00,11.0,11.0,10.25,10.5,2660.0,,,,,,,,,,
2024-04-21 20:00:00-04:00,10.5,10.75,10.25,10.25,46204.0,,,,,,,,,,
2024-04-22 20:00:00-04:00,10.5,10.5,9.25,9.5,47740.0,,,,,,,,,,
2024-04-23 20:00:00-04:00,9.5,9.75,9.0,9.25,4904.0,,,,,,,,,,
2024-04-24 20:00:00-04:00,9.0,10.5,8.25,10.25,12484.0,,,,,,,,,,
2024-04-25 20:00:00-04:00,10.75,11.0,10.25,10.5,6760.0,,,,,,,,,,
2024-04-28 20:00:00-04:00,10.25,10.5,10.0,10.5,1960.0,,,,,,,,,,
2024-04-29 20:00:00-04:00,10.25,10.25,9.5,10.0,1440.0,,,,,,,,,,
2024-04-30 20:00:00-04:00,9.5,10.25,9.25,10.25,2108.0,,,,,,,,,,
2024-05-01 20:00:00-04:00,10.0,10.75,9.25,10.5,1448.0,,,,,,,,,,
2024-05-02 20:00:00-04:00,10.5,10.5,9.75,10.0,1624.0,,,,,,,,,,
2024-05-05 20:00:00-04:00,9.75,10.75,9.5,10.0,1528.0,,,,,,,,,,
2024-05-06 20:00:00-04:00,10.0,11.0,10.0,10.5,2032.0,,,,,,,,,,
2024-05-07 20:00:00-04:00,10.0,10.75,10.0,10.5,1108.0,,,,,,,,,,
2024-05-08 20:00:00-04:00,10.5,12.25,9.75,10.0,51604.0,,,,,,,,,,
2024-05-09 20:00:00-04:00,10.0,10.5,7.75,9.0,11968.0,,,,,,,,,,
2024-05-12 20:00:00-04:00,9.25,9.75,9.0,9.25,2896.0,,,,,,,,,,
2024-05-13 20:00:00-04:00,9.0,9.75,8.75,9.25,4536.0,,,,,,,,,,
2024-05-14 20:00:00-04:00,9.0,9.75,9.0,9.25,1956.0,,,,,,,,,,
2024-05-15 20:00:00-04:00,9.0,9.75,9.0,9.25,3392.0,,,,,,,,,,
2024-05-16 20:00:00-04:00,9.0,9.75,9.0,9.25,1440.0,,,,,,,,,,
2024-05-19 20:00:00-04:00,9.25,9.5,9.25,9.25,1456.0,,,,,,,,,,
2024-05-20 20:00:00-04:00,9.25,9.5,9.25,9.25,1384.0,,,,,,,,,,
2024-05-21 20:00:00-04:00,9.25,9.5,9.0,9.0,1248.0,,,,,,,,,,
2024-05-22 20:00:00-04:00,10.5,10.75,8.0,8.25,845668.0,,,,,,,,,,
2024-05-23 20:00:00-04:00,8.5,8.5,6.0,7.75,122376.0,,,,,,,,,,
2024-05-27 20:00:00-04:00,7.0,7.25,6.5,6.75,45224.0,,,,,,,,,,
2024-05-28 20:00:00-04:00,7.0,7.25,6.25,7.0,29684.0,,,,,,,,,,
2024-05-29 20:00:00-04:00,7.0,7.0,6.5,6.75,9924.0,,,,,,,,,,
2024-05-30 20:00:00-04:00,6.5,7.0,6.25,6.25,14924.0,,,,,,,,,,
2024-06-02 20:00:00-04:00,6.25,6.75,6.25,6.5,14552.0,,,,,,,,,,
2024-06-03 20:00:00-04:00,6.5,6.75,6.25,6.25,17176.0,,,,,,,,,,
2024-06-04 20:00:00-04:00,6.5,7.0,6.25,7.0,12168.0,,,,,,,,,,
2024-06-05 20:00:00-04:00,6.75,7.0,6.5,6.75,10632.0,,,,,,,,,,
2024-06-06 20:00:00-04:00,6.75,6.75,6.25,6.5,14132.0,,,,,,,,,,
2024-06-09 20:00:00-04:00,6.75,6.75,5.75,6.5,12880.0,,,,,,,,,,
2024-06-10 20:00:00-04:00,6.5,6.5,5.75,6.0,9920.0,,,,,,,,,,
2024-06-11 20:00:00-04:00,6.25,6.25,6.0,6.0,6488.0,,,,,,,,,,
2024-06-12 20:00:00-04:00,6.0,6.0,5.75,6.0,13048.0,,,,,,,,,,
2024-06-13 20:00:00-04:00,6.25,6.5,6.0,6.5,9008.0,,,,,,,,,,
2024-06-16 20:00:00-04:00,6.5,6.5,6.0,6.25,2568.0,,,,,,,,,,
2024-06-17 20:00:00-04:00,6.0,6.5,6.0,6.25,6980.0,,,,,,,,,,
2024-06-19 20:00:00-04:00,6.0,6.5,6.0,6.25,2720.0,,,,,,,,,,
2024-06-20 20:00:00-04:00,6.0,6.5,6.0,6.0,5732.0,,,,,,,,,,
2024-06-23 20:00:00-04:00,6.0,6.25,6.0,6.0,4868.0,,,,,,,,,,
2024-06-24 20:00:00-04:00,6.0,6.0,6.0,6.0,4140.0,,,,,,,,,,
2024-06-25 20:00:00-04:00,6.0,6.0,6.0,6.0,3052.0,,,,,,,,,,
2024-06-26 20:00:00-04:00,6.0,6.25,6.0,6.0,3304.0,,,,,,,,,,
2024-06-27 20:00:00-04:00,6.25,6.25,5.75,6.0,8072.0,,,,,,,,,,
2024-06-30 20:00:00-04:00,6.0,6.0,5.75,6.0,2884.0,,,,,,,,,,
2024-07-01 20:00:00-04:00,6.0,6.0,5.75,5.75,3116.0,,,,,,,,,,
2024-07-02 20:00:00-04:00,5.75,5.75,5.75,5.75,3104.0,,,,,,,,,,
2024-07-04 20:00:00-04:00,5.75,6.0,5.75,6.0,2500.0,,,,,,,,,,
2024-07-07 20:00:00-04:00,6.0,6.5,6.0,6.25,7180.0,,,,,,,,,,
2024-07-08 20:00:00-04:00,6.25,7.0,6.25,6.75,10400.0,,,,,,,,,,
2024-07-09 20:00:00-04:00,6.75,7.0,6.5,6.5,5936.0,,,,,,,,,,
2024-07-10 20:00:00-04:00,6.75,6.75,6.5,6.5,3328.0,,,,,,,,,,
2024-07-11 20:00:00-04:00,6.75,6.75,6.25,6.5,5388.0,,,,,,,,,,
2024-07-14 20:00:00-04:00,6.25,6.75,6.25,6.75,6276.0,,,,,,,,,,
2024-07-15 20:00:00-04:00,7.0,7.25,6.75,7.0,10500.0,,,,,,,,,,
2024-07-16 20:00:00-04:00,7.25,7.25,7.0,7.0,4124.0,,,,,,,,,,
2024-07-17 20:00:00-04:00,6.5,7.25,6.5,7.0,13136.0,,,,,,,,,,
2024-07-18 20:00:00-04:00,7.0,7.25,6.5,6.5,4240.0,,,,,,,,,,
2024-07-21 20:00:00-04:00,7.0,7.0,6.5,6.75,3316.0,,,,,,,,,,
2024-07-22 20:00:00-04:00,6.5,7.0,6.5,7.0,1516.0,,,,,,,,,,
2024-07-23 20:00:00-04:00,6.75,7.25,6.75,7.25,6080.0,,,,,,,,,,
2024-07-24 20:00:00-04:00,7.0,7.0,6.75,6.75,4472.0,,,,,,,,,,
2024-07-25 20:00:00-04:00,6.75,7.0,6.75,7.0,1964.0,,,,,,,,,,
2024-07-28 20:00:00-04:00,7.0,7.25,7.0,7.25,3072.0,,,,,,,,,,
2024-07-29 20:00:00-04:00,7.0,7.25,7.0,7.0,6752.0,,,,,,,,,,
2024-07-30 20:00:00-04:00,6.25,7.0,5.25,5.75,325812.0,,,,,,,,,,
2024-07-31 20:00:00-04:00,5.5,5.75,5.25,5.5,23596.0,,,,,,,,,,
2024-08-01 20:00:00-04:00,5.5,5.5,5.0,5.5,19796.0,,,,,,,,,,
2024-08-04 20:00:00-04:00,5.0,5.0,4.5,5.0,14800.0,,,,,,,,,,
2024-08-05 20:00:00-04:00,4.75,5.25,4.75,5.25,7648.0,,,,,,,,,,
2024-08-06 20:00:00-04:00,5.25,5.5,5.25,5.25,3252.0,,,,,,,,,,
2024-08-07 20:00:00-04:00,5.25,5.5,5.25,5.25,5200.0,,,,,,,,,,
2024-08-08 20:00:00-04:00,5.5,5.75,5.25,5.5,8172.0,,,,,,,,,,
2024-08-11 20:00:00-04:00,5.75,5.75,5.0,5.25,12124.0,,,,,,,,,,
2024-08-12 20:00:00-04:00,5.25,5.25,5.0,5.25,3336.0,,,,,,,,,,
2024-08-13 20:00:00-04:00,5.25,5.25,4.75,4.75,7288.0,,,,,,,,,,
2024-08-14 20:00:00-04:00,4.75,5.0,4.75,5.0,5336.0,,,,,,,,,,
2024-08-15 20:00:00-04:00,5.0,5.25,4.75,5.0,23432.0,,,,,,,,,,
2024-08-18 20:00:00-04:00,4.5,4.5,2.75,3.5,126884.0,,,,,,,,,,
2024-08-19 20:00:00-04:00,3.5,3.75,3.25,3.25,42512.0,,,,,,,,,,
2024-08-20 20:00:00-04:00,3.5,3.5,3.25,3.25,45384.0,,,,,,,,,,
2024-08-21 20:00:00-04:00,3.25,3.5,3.25,3.25,24160.0,,,,,,,,,,
2024-08-22 20:00:00-04:00,3.25,5.75,3.25,3.5,889072.0,,,,,,,,,,
2024-08-25 20:00:00-04:00,4.199999809265137,4.199999809265137,3.130000114440918,3.299999952316284,177600.0,,,,,,,,,,
2024-08-26 20:00:00-04:00,3.200000047683716,3.4600000381469727,3.0199999809265137,3.359999895095825,65400.0,,,,,,,,,,
2024-08-27 20:00:00-04:00,3.3499999046325684,3.7899999618530273,3.2799999713897705,3.5,964500.0,,,,,,,,,,
2024-08-28 20:00:00-04:00,3.7699999809265137,5.170000076293945,3.400000095367432,4.699999809265137,5768500.0,,,,,,,,,,
2024-08-29 20:00:00-04:00,6.179999828338623,7.150000095367432,4.949999809265137,5.900000095367432,26144100.0,,,,,,,,,,
2024-09-02 20:00:00-04:00,5.550000190734863,5.670000076293945,3.839999914169312,4.110000133514404,840600.0,,,,,,,,,,
2024-09-03 20:00:00-04:00,3.809999942779541,3.9700000286102295,3.069999933242798,3.0999999046325684,377500.0,,,,,,,,,,
2024-09-04 20:00:00-04:00,3.009999990463257,3.7200000286102295,3.009999990463257,3.220000028610229,414200.0,,,,,,,,,,
2024-09-05 20:00:00-04:00,3.1700000762939453,4.96999979019165,3.150000095367432,4.369999885559082,1006200.0,,,,,,,,,,
2024-09-08 20:00:00-04:00,3.819999933242798,4.53000020980835,3.75,4.159999847412109,213200.0,,,,,,,,,,
2024-09-09 20:00:00-04:00,4.130000114440918,4.489999771118164,3.75,3.880000114440918,118900.0,,,,,,,,,,
2024-09-10 20:00:00-04:00,3.009999990463257,4.199999809265137,3.009999990463257,3.890000104904175,138300.0,,,,,,,,,,
2024-09-11 20:00:00-04:00,3.809999942779541,3.890000104904175,3.5,3.5999999046325684,65500.0,,,,,,,,,,
2024-09-12 20:00:00-04:00,3.7799999713897705,4.190000057220459,3.690000057220459,4.059999942779541,216900.0,,,,,,,,,,
2024-09-15 20:00:00-04:00,3.9800000190734863,4.289999961853027,3.75,3.849999904632568,134400.0,,,,,,,,,,
2024-09-16 20:00:00-04:00,3.880000114440918,4.199999809265137,3.799999952316284,4.099999904632568,109800.0,,,,,,,,,,
2024-09-17 20:00:00-04:00,4.099999904632568,4.099999904632568,3.900000095367432,3.950000047683716,23200.0,,,,,,,,,,
2024-09-18 20:00:00-04:00,3.950000047683716,4.039999961853027,3.5799999237060547,3.7899999618530273,125600.0,,,,,,,,,,
2024-09-19 20:00:00-04:00,3.609999895095825,4.03000020980835,3.609999895095825,3.799999952316284,146300.0,,,,,,,,,,
2024-09-22 20:00:00-04:00,3.7200000286102295,3.799999952316284,3.400000095367432,3.4200000762939453,136800.0,,,,,,,,,,
2024-09-23 20:00:00-04:00,3.440000057220459,3.7100000381469727,3.25,3.259999990463257,47600.0,,,,,,,,,,
2024-09-24 20:00:00-04:00,3.240000009536743,3.369999885559082,2.319999933242798,2.369999885559082,394400.0,,,,,,,,,,
2024-09-25 20:00:00-04:00,2.299999952316284,2.299999952316284,1.7799999713897705,2.039999961853028,1824700.0,,,,,,,,,,
2024-09-26 20:00:00-04:00,1.690000057220459,1.7599999904632568,1.440000057220459,1.4900000095367432,1909100.0,,,,,,,,,,
2024-09-29 20:00:00-04:00,1.399999976158142,1.4800000190734863,1.3200000524520874,1.3799999952316284,308000.0,,,,,,,,,,
2024-09-30 20:00:00-04:00,1.350000023841858,1.3700000047683716,1.2400000095367432,1.2799999713897705,175400.0,,,,,,,,,,
2024-10-01 20:00:00-04:00,1.2799999713897705,1.2899999618530271,1.2400000095367432,1.2400000095367432,95100.0,,,,,,,,,,
2024-10-02 20:00:00-04:00,1.850000023841858,1.9299999475479128,1.5099999904632568,1.7899999618530271,76665300.0,,,,,,,,,,
2024-10-03 20:00:00-04:00,1.7599999904632568,1.7599999904632568,1.4800000190734863,1.6799999475479126,1226600.0,,,,,,,,,,
2024-10-06 20:00:00-04:00,1.6399999856948853,1.7300000190734863,1.5,1.6299999952316284,624500.0,,,,,,,,,,
2024-10-07 20:00:00-04:00,1.6399999856948853,1.649999976158142,1.5,1.5399999618530271,367000.0,,,,,,,,,,
2024-10-08 20:00:00-04:00,1.5199999809265137,1.75,1.5099999904632568,1.649999976158142,402100.0,,,,,,,,,,
2024-10-09 20:00:00-04:00,1.5800000429153442,1.6200000047683716,1.5499999523162842,1.559999942779541,200700.0,,,,,,,,,,
2024-10-10 20:00:00-04:00,1.559999942779541,1.5700000524520874,1.4900000095367432,1.5099999904632568,203800.0,,,,,,,,,,
2024-10-13 20:00:00-04:00,1.5,1.5299999713897705,1.3700000047683716,1.3899999856948853,169000.0,,,,,,,,,,
2024-10-14 20:00:00-04:00,1.409999966621399,1.440000057220459,1.3200000524520874,1.3899999856948853,100800.0,,,,,,,,,,
2024-10-15 20:00:00-04:00,1.399999976158142,1.4700000286102295,1.3700000047683716,1.4600000381469729,411200.0,,,,,,,,,,
2024-10-16 20:00:00-04:00,1.440000057220459,1.4700000286102295,1.399999976158142,1.4500000476837158,99700.0,,,,,,,,,,
2024-10-17 20:00:00-04:00,1.4900000095367432,1.5199999809265137,1.4299999475479126,1.4900000095367432,138800.0,,,,,,,,,,
2024-10-20 20:00:00-04:00,1.4800000190734863,1.5199999809265137,1.4700000286102295,1.4800000190734863,68600.0,,,,,,,,,,
2024-10-21 20:00:00-04:00,1.4900000095367432,1.4900000095367432,1.4299999475479126,1.4500000476837158,62900.0,,,,,,,,,,
2024-10-22 20:00:00-04:00,1.4900000095367432,1.5,1.409999966621399,1.4700000286102295,53000.0,,,,,,,,,,
2024-10-23 20:00:00-04:00,1.4600000381469729,1.5499999523162842,1.4600000381469729,1.5,135000.0,,,,,,,,,,
2024-10-24 20:00:00-04:00,1.4600000381469729,1.5700000524520874,1.4600000381469729,1.5299999713897705,130200.0,,,,,,,,,,
2024-10-27 20:00:00-04:00,1.5700000524520874,1.5700000524520874,1.4900000095367432,1.5199999809265137,78700.0,,,,,,,,,,
2024-10-28 20:00:00-04:00,1.5099999904632568,1.5399999618530271,1.4299999475479126,1.4700000286102295,56300.0,,,,,,,,,,
2024-10-29 20:00:00-04:00,1.4700000286102295,1.5199999809265137,1.4700000286102295,1.4800000190734863,110600.0,,,,,,,,,,
2024-10-30 20:00:00-04:00,1.5,1.5199999809265137,1.399999976158142,1.4600000381469729,3578000.0,,,,,,,,,,
2024-10-31 20:00:00-04:00,2.190000057220459,2.640000104904175,1.7599999904632568,1.9900000095367432,85595200.0,,,,,,,,,,
2024-11-03 19:00:00-05:00,1.8899999856948853,2.0799999237060547,1.75,2.069999933242798,2087700.0,,,,,,,,,,
2024-11-04 19:00:00-05:00,1.9900000095367432,2.130000114440918,1.940000057220459,1.9700000286102293,1003600.0,,,,,,,,,,
2024-11-05 19:00:00-05:00,1.8799999952316284,2.069999933242798,1.8799999952316284,1.9700000286102293,463400.0,,,,,,,,,,
2024-11-06 19:00:00-05:00,1.9800000190734863,2.220000028610229,1.950000047683716,2.1600000858306885,655400.0,,,,,,,,,,
2024-11-07 19:00:00-05:00,2.1700000762939453,2.190000057220459,1.9800000190734863,1.9900000095367432,258400.0,,,,,,,,,,
2024-11-10 19:00:00-05:00,2.069999933242798,2.069999933242798,1.830000042915344,1.8600000143051147,239300.0,,,,,,,,,,
2024-11-11 19:00:00-05:00,1.7899999618530271,1.7999999523162842,1.399999976158142,1.4299999475479126,629300.0,,,,,,,,,,
2024-11-12 19:00:00-05:00,1.4500000476837158,1.5299999713897705,1.3700000047683716,1.4199999570846558,194300.0,,,,,,,,,,
2024-11-13 19:00:00-05:00,1.409999966621399,1.440000057220459,1.309999942779541,1.350000023841858,157200.0,,,,,,,,,,
2024-11-14 19:00:00-05:00,1.340000033378601,1.409999966621399,1.340000033378601,1.3600000143051147,85100.0,,,,,,,,,,
2024-11-17 19:00:00-05:00,1.409999966621399,1.4299999475479126,1.2400000095367432,1.2400000095367432,182800.0,,,,,,,,,,
2024-11-18 19:00:00-05:00,1.2400000095367432,1.309999942779541,1.2200000286102295,1.2599999904632568,114500.0,,,,,,,,,,
2024-11-19 19:00:00-05:00,1.2899999618530271,1.3200000524520874,1.25,1.2599999904632568,60100.0,,,,,,,,,,
2024-11-20 19:00:00-05:00,1.2799999713897705,1.3200000524520874,1.2300000190734863,1.2799999713897705,53400.0,,,,,,,,,,
2024-11-21 19:00:00-05:00,1.2999999523162842,1.3200000524520874,1.2699999809265137,1.2799999713897705,49200.0,,,,,,,,,,
2024-11-24 19:00:00-05:00,1.2899999618530271,1.3200000524520874,1.2599999904632568,1.2999999523162842,74600.0,,,,,,,,,,
2024-11-25 19:00:00-05:00,1.2799999713897705,1.2999999523162842,1.2599999904632568,1.2799999713897705,39300.0,,,,,,,,,,
2024-11-26 19:00:00-05:00,1.2899999618530271,1.3899999856948853,1.2899999618530271,1.340000033378601,95300.0,,,,,,,,,,
2024-11-28 19:00:00-05:00,1.3700000047683716,1.4600000381469729,1.3600000143051147,1.440000057220459,61600.0,,,,,,,,,,
2024-12-01 19:00:00-05:00,1.3200000524520874,1.409999966621399,1.3200000524520874,1.3799999952316284,47900.0,,,,,,,,,,
2024-12-02 19:00:00-05:00,1.3799999952316284,1.3799999952316284,1.2999999523162842,1.2999999523162842,80800.0,,,,,,,,,,
2024-12-03 19:00:00-05:00,1.3600000143051147,1.3600000143051147,1.2999999523162842,1.340000033378601,23300.0,,,,,,,,,,
2024-12-04 19:00:00-05:00,1.2899999618530271,1.3300000429153442,1.2300000190734863,1.2899999618530271,780800.0,,,,,,,,,,
2024-12-05 19:00:00-05:00,1.2699999809265137,1.309999942779541,1.25,1.2699999809265137,83000.0,,,,,,,,,,
2024-12-08 19:00:00-05:00,1.2699999809265137,1.3300000429153442,1.25,1.2999999523162842,78400.0,,,,,,,,,,
2024-12-09 19:00:00-05:00,1.2899999618530271,1.340000033378601,1.2799999713897705,1.2899999618530271,74200.0,,,,,,,,,,
2024-12-10 19:00:00-05:00,1.2300000190734863,1.2799999713897705,1.1399999856948853,1.1399999856948853,141700.0,,,,,,,,,,
2024-12-11 19:00:00-05:00,1.1399999856948853,1.2000000476837158,1.1399999856948853,1.190000057220459,25900.0,,,,,,,,,,
2024-12-12 19:00:00-05:00,1.1699999570846558,1.2100000381469729,1.1399999856948853,1.1799999475479126,50400.0,,,,,,,,,,
2024-12-15 19:00:00-05:00,1.1799999475479126,1.2100000381469729,1.159999966621399,1.1699999570846558,73700.0,,,,,,,,,,
2024-12-16 19:00:00-05:00,1.2000000476837158,1.2000000476837158,1.149999976158142,1.190000057220459,37400.0,,,,,,,,,,
2024-12-17 19:00:00-05:00,1.149999976158142,1.2100000381469729,1.149999976158142,1.1699999570846558,35900.0,,,,,,,,,,
2024-12-18 19:00:00-05:00,1.190000057220459,1.190000057220459,1.1399999856948853,1.149999976158142,43400.0,,,,,,,,,,
2024-12-19 19:00:00-05:00,1.159999966621399,1.190000057220459,1.1399999856948853,1.1399999856948853,48500.0,,,,,,,,,,
2024-12-22 19:00:00-05:00,1.149999976158142,1.3300000429153442,1.149999976158142,1.2999999523162842,10382000.0,,,,,,,,,,
2024-12-23 19:00:00-05:00,1.5299999713897705,2.0799999237060547,1.4700000286102295,1.7599999904632568,6858100.0,,,,,,,,,,
2024-12-25 19:00:00-05:00,1.399999976158142,1.6399999856948853,1.399999976158142,1.5800000429153442,893200.0,,,,,,,,,,
2024-12-26 19:00:00-05:00,1.5,1.590000033378601,1.409999966621399,1.4700000286102295,295400.0,,,,,,,,,,
2024-12-27 00:00:00+00:00,,,,,,1.4700000286102295,1.4700000286102295,1.590000033378601,1.409999966621399,1.5,295011.0,,,,
