Date,Open,High,Low,Close,Volume,"('Adj Close', 'CVI')","('Close', 'CVI')","('High', 'CVI')","('Low', 'CVI')","('Open', 'CVI')","('Volume', 'CVI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,30.530000686645508,31.200000762939453,30.350000381469727,31.149999618530277,836600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,30.90999984741211,31.559999465942383,30.75,31.06999969482422,880800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,31.239999771118164,31.920000076293945,30.899999618530277,31.13999938964844,1118700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,31.34000015258789,31.38999938964844,30.920000076293945,31.190000534057617,827600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,30.61000061035156,31.700000762939453,30.440000534057617,31.65999984741211,1129300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,31.61000061035156,31.959999084472656,31.09000015258789,31.46999931335449,1378900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,31.57999992370605,31.57999992370605,30.01000022888184,30.149999618530277,1082900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,30.34000015258789,30.709999084472656,30.13999938964844,30.309999465942383,782200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,30.88999938964844,31.01000022888184,30.479999542236328,30.84000015258789,445400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,30.770000457763672,31.049999237060547,30.11000061035156,30.1299991607666,812800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,29.850000381469727,30.0,29.34000015258789,29.36000061035156,782100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,29.440000534057617,29.729999542236328,28.780000686645508,29.709999084472656,753700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,29.809999465942383,30.020000457763672,29.3700008392334,30.0,570300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,30.0,30.530000686645508,29.81999969482422,30.309999465942383,665000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,30.34000015258789,30.76000022888184,30.209999084472656,30.399999618530277,648100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,30.600000381469727,30.780000686645508,30.36000061035156,30.68000030517578,697700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,31.059999465942383,31.40999984741211,30.600000381469727,31.100000381469727,665900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,31.209999084472656,32.45000076293945,30.90999984741211,32.43000030517578,858900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,32.349998474121094,32.630001068115234,32.06999969482422,32.540000915527344,744800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,32.130001068115234,34.5,31.989999771118164,34.4900016784668,1142700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,34.5,34.849998474121094,33.720001220703125,33.72999954223633,1299100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,33.970001220703125,34.529998779296875,32.90999984741211,33.79999923706055,1147100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,33.779998779296875,34.380001068115234,33.150001525878906,33.529998779296875,791000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,33.13999938964844,34.13999938964844,32.65999984741211,33.959999084472656,622400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,34.02000045776367,34.619998931884766,33.47999954223633,33.5,785400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,33.59000015258789,34.68000030517578,33.369998931884766,34.470001220703125,668900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,34.59000015258789,35.439998626708984,34.43000030517578,35.02000045776367,678600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,35.04999923706055,35.52000045776367,34.810001373291016,35.2599983215332,555000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,35.29999923706055,35.849998474121094,35.2599983215332,35.459999084472656,615500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,35.08000183105469,35.45000076293945,34.54999923706055,35.08000183105469,751100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,35.5099983215332,35.7400016784668,34.5,35.25,959700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,35.25,36.09999847412109,35.130001068115234,35.66999816894531,939700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,35.72999954223633,35.7599983215332,34.9900016784668,35.04999923706055,1007600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,35.0099983215332,35.0099983215332,33.939998626708984,34.470001220703125,1570100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,34.369998931884766,34.91999816894531,32.790000915527344,33.439998626708984,1721600.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,33.400001525878906,33.459999084472656,32.150001525878906,32.470001220703125,1899900.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,32.400001525878906,33.52000045776367,32.060001373291016,33.43000030517578,1346200.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,33.20000076293945,34.18000030517578,33.08000183105469,33.560001373291016,1230300.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,33.58000183105469,34.040000915527344,33.380001068115234,33.56999969482422,888300.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,33.11000061035156,33.22999954223633,32.0099983215332,32.06999969482422,1277100.0,,,,,,,,,,
