Date,Open,High,Low,Close,Volume,"('Adj Close', 'AKRO')","('Close', 'AKRO')","('High', 'AKRO')","('Low', 'AKRO')","('Open', 'AKRO')","('Volume', 'AKRO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,23.030000686645508,24.11000061035156,22.549999237060547,23.479999542236328,678500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,23.309999465942383,23.309999465942383,21.934999465942383,22.209999084472656,898400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,22.309999465942383,23.209999084472656,22.200000762939453,22.82999992370605,807100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,22.520000457763672,23.03499984741211,21.6200008392334,22.84000015258789,753700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,22.71999931335449,24.209999084472656,22.31999969482422,24.1299991607666,946300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,23.780000686645508,23.88999938964844,22.81999969482422,23.065000534057617,782200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,23.030000686645508,23.395000457763672,22.040000915527344,23.34000015258789,747400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,22.81999969482422,23.11000061035156,22.38500022888184,22.57999992370605,983800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,22.670000076293945,23.76499938964844,22.3799991607666,22.440000534057617,563600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,22.25,22.47800064086914,21.823999404907227,22.030000686645508,674300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,21.63999938964844,21.86000061035156,21.26000022888184,21.799999237060547,681900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,22.040000915527344,22.040000915527344,21.11000061035156,21.56999969482422,654700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,21.56999969482422,22.309999465942383,21.200000762939453,21.90999984741211,784800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,22.0,22.3700008392334,21.76000022888184,22.350000381469727,626700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,22.68000030517578,22.700000762939453,21.69099998474121,22.420000076293945,597700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,22.68000030517578,22.709999084472656,21.8700008392334,21.8700008392334,543900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,22.09000015258789,22.520000457763672,21.850000381469727,22.059999465942383,609900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,22.239999771118164,22.290000915527344,22.030000686645508,22.1200008392334,586400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,22.11000061035156,23.63999938964844,21.75,23.56999969482422,713900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,23.43000030517578,23.549999237060547,21.729999542236328,22.34000015258789,574500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,22.399999618530277,22.559999465942383,21.59000015258789,21.61000061035156,621800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,21.8700008392334,22.020000457763672,20.8700008392334,20.979999542236328,570700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,20.59000015258789,20.8700008392334,19.959999084472656,20.809999465942383,1051400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,20.450000762939453,21.030000686645508,20.07999992370605,20.239999771118164,559700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,16.979999542236328,18.38999938964844,15.31999969482422,17.760000228881836,4414800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,17.920000076293945,18.274999618530277,16.25,17.889999389648438,1599100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,17.950000762939453,19.200000762939453,17.84000015258789,18.600000381469727,1069800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,18.709999084472656,19.809999465942383,18.65999984741211,19.76000022888184,961100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,19.88999938964844,22.170000076293945,19.725000381469727,21.8799991607666,1454400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,21.040000915527344,21.1299991607666,20.11000061035156,20.59000015258789,1674600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,20.71999931335449,22.489999771118164,20.280000686645508,21.75,1636400.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,21.649999618530277,21.940000534057617,20.959999084472656,21.40999984741211,980100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,21.040000915527344,21.645999908447266,20.364999771118164,20.88999938964844,724200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,20.739999771118164,21.850000381469727,20.690000534057617,21.6200008392334,635300.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,21.520000457763672,24.280000686645508,21.25,24.040000915527344,1242800.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,23.59000015258789,25.09000015258789,23.483999252319336,24.209999084472656,690200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,24.36000061035156,27.65999984741211,24.36000061035156,25.34000015258789,1492700.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,24.100000381469727,25.40999984741211,23.11000061035156,23.899999618530277,1301700.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,23.959999084472656,27.51000022888184,23.799999237060547,27.299999237060547,1283800.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,27.309999465942383,27.979999542236328,26.899999618530277,27.229999542236328,843300.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,28.030000686645508,29.790000915527344,26.93000030517578,26.989999771118164,2063200.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,27.399999618530277,30.46999931335449,27.06999969482422,27.809999465942383,2718000.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,35.507999420166016,37.0,29.799999237060547,31.06999969482422,8532000.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,30.75,31.350000381469727,28.1299991607666,30.520000457763672,2328000.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,31.200000762939453,32.400001525878906,28.149999618530277,30.0,3667400.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,30.420000076293945,32.09000015258789,29.979999542236328,30.8799991607666,2321800.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,30.93000030517578,32.560001373291016,30.57999992370605,31.18000030517578,2495600.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,30.979999542236328,32.29999923706055,28.93000030517578,29.309999465942383,1670000.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,29.51000022888184,29.56999969482422,27.8799991607666,28.459999084472656,1469200.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,28.32999992370605,29.1299991607666,27.670000076293945,27.96999931335449,1403700.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,27.780000686645508,28.06999969482422,24.780000686645508,27.3700008392334,3237900.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,28.01000022888184,28.239999771118164,25.34000015258789,27.540000915527344,5144700.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,26.950000762939453,27.43000030517578,26.059999465942383,26.84000015258789,1387100.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,26.700000762939453,27.155000686645508,25.42300033569336,25.850000381469727,1150700.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,25.530000686645508,25.850000381469727,24.21999931335449,25.190000534057617,1562800.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,25.68000030517578,26.38999938964844,25.270000457763672,25.940000534057617,1067700.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,25.920000076293945,26.26000022888184,24.770000457763672,25.1299991607666,1524400.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,25.059999465942383,25.899999618530277,24.1200008392334,24.170000076293945,736500.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,24.540000915527344,25.0,24.149999618530277,24.38999938964844,877100.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,24.649999618530277,25.049999237060547,23.56999969482422,24.450000762939453,990500.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,24.6200008392334,25.43000030517578,23.709999084472656,25.26000022888184,851600.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,25.280000686645508,25.290000915527344,23.934999465942383,24.06999969482422,682400.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,23.450000762939453,24.030000686645508,22.959999084472656,23.3799991607666,869800.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,23.209999084472656,23.479999542236328,22.600000381469727,23.18000030517578,680700.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,23.38999938964844,23.88999938964844,22.76499938964844,22.96999931335449,849100.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,22.700000762939453,23.5,22.01000022888184,23.21999931335449,531800.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,23.350000381469727,23.459999084472656,22.71500015258789,23.1299991607666,352000.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,23.280000686645508,23.76000022888184,23.01000022888184,23.739999771118164,465200.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,22.8799991607666,23.559999465942383,21.8799991607666,21.899999618530277,817200.0,,,,,,,,,,
2024-04-10 20:00:00-04:00,22.149999618530277,22.420000076293945,21.26000022888184,21.84000015258789,626700.0,,,,,,,,,,
2024-04-11 20:00:00-04:00,21.88999938964844,22.21999931335449,21.36000061035156,22.18000030517578,866400.0,,,,,,,,,,
2024-04-14 20:00:00-04:00,22.290000915527344,22.399999618530277,21.489999771118164,21.71999931335449,757600.0,,,,,,,,,,
2024-04-15 20:00:00-04:00,21.57999992370605,22.059999465942383,21.3799991607666,21.790000915527344,940000.0,,,,,,,,,,
2024-04-16 20:00:00-04:00,21.8799991607666,22.174999237060547,21.56999969482422,21.600000381469727,823300.0,,,,,,,,,,
2024-04-17 20:00:00-04:00,21.40999984741211,21.459999084472656,20.420000076293945,20.51000022888184,760900.0,,,,,,,,,,
2024-04-18 20:00:00-04:00,20.440000534057617,21.049999237060547,20.38999938964844,20.76000022888184,789200.0,,,,,,,,,,
2024-04-21 20:00:00-04:00,20.799999237060547,21.020000457763672,19.88999938964844,20.790000915527344,711300.0,,,,,,,,,,
2024-04-22 20:00:00-04:00,20.940000534057617,21.229999542236328,20.739999771118164,21.0,556000.0,,,,,,,,,,
2024-04-23 20:00:00-04:00,20.950000762939453,21.51000022888184,20.1200008392334,20.26000022888184,627300.0,,,,,,,,,,
2024-04-24 20:00:00-04:00,19.989999771118164,19.989999771118164,18.200000762939453,18.93000030517578,828700.0,,,,,,,,,,
2024-04-25 20:00:00-04:00,19.18000030517578,19.96999931335449,18.950000762939453,19.739999771118164,753000.0,,,,,,,,,,
2024-04-28 20:00:00-04:00,19.63999938964844,20.01499938964844,19.309999465942383,19.6200008392334,452600.0,,,,,,,,,,
2024-04-29 20:00:00-04:00,19.989999771118164,20.32999992370605,19.32999992370605,19.88999938964844,749600.0,,,,,,,,,,
2024-04-30 20:00:00-04:00,20.0,20.63999938964844,19.71999931335449,20.07999992370605,1054500.0,,,,,,,,,,
2024-05-01 20:00:00-04:00,20.440000534057617,20.440000534057617,19.63999938964844,19.709999084472656,439700.0,,,,,,,,,,
2024-05-02 20:00:00-04:00,20.31999969482422,20.75,19.6299991607666,19.65999984741211,543600.0,,,,,,,,,,
2024-05-05 20:00:00-04:00,19.93000030517578,22.26000022888184,19.93000030517578,22.11000061035156,896200.0,,,,,,,,,,
2024-05-06 20:00:00-04:00,22.18000030517578,22.249000549316406,21.542999267578125,22.020000457763672,502200.0,,,,,,,,,,
