Date,Open,High,Low,Close,Volume,"('Adj Close', 'GBIO')","('Close', 'GBIO')","('High', 'GBIO')","('Low', 'GBIO')","('Open', 'GBIO')","('Volume', 'GBIO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.6200000047683716,1.950000047683716,1.6200000047683716,1.8600000143051147,885400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.8600000143051147,1.9900000095367432,1.7949999570846558,1.870000004768372,451900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.8600000143051147,2.0299999713897705,1.850000023841858,1.899999976158142,478900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.8799999952316284,2.0199999809265137,1.7899999618530271,1.940000057220459,421100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.9299999475479128,2.0299999713897705,1.8350000381469729,1.9600000381469729,199400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.9299999475479128,2.0,1.870000004768372,1.955000042915344,509700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.9600000381469729,2.25,1.919999957084656,2.220000028610229,529300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.2300000190734863,2.240000009536743,2.009999990463257,2.039999961853028,426100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.0799999237060547,2.140000104904175,1.8899999856948853,1.909999966621399,283500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.809999942779541,1.919999957084656,1.7799999713897705,1.7999999523162842,524500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.7999999523162842,1.7999999523162842,1.7100000381469729,1.7899999618530271,267000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.809999942779541,1.8200000524520876,1.659999966621399,1.7599999904632568,275000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.7799999713897705,1.7799999713897705,1.6699999570846558,1.7300000190734863,143200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.7300000190734863,1.840000033378601,1.7100000381469729,1.7799999713897705,206800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.830000042915344,1.899999976158142,1.7699999809265137,1.8600000143051147,298400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.8899999856948853,1.919999957084656,1.7699999809265137,1.7999999523162842,288300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.840000033378601,1.840000033378601,1.7300000190734863,1.7999999523162842,145200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.8200000524520876,1.8639999628067017,1.75,1.7799999713897705,100000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1.7799999713897705,1.9600000381469729,1.75,1.899999976158142,224400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,1.899999976158142,1.924999952316284,1.8200000524520876,1.899999976158142,343700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,1.899999976158142,2.059999942779541,1.8580000400543213,1.8799999952316284,204000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,1.8899999856948853,2.0299999713897705,1.830000042915344,1.940000057220459,217900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,1.899999976158142,1.919999957084656,1.830000042915344,1.840000033378601,123800.0,,,,,,,,,,
