Date,Open,High,Low,Close,Volume,"('Adj Close', 'CSGS')","('Close', 'CSGS')","('High', 'CSGS')","('Low', 'CSGS')","('Open', 'CSGS')","('Volume', 'CSGS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,52.7400016784668,53.560001373291016,52.709999084472656,53.119998931884766,224400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,52.869998931884766,52.970001220703125,52.02000045776367,52.040000915527344,221600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,52.209999084472656,52.459999084472656,51.65999984741211,51.959999084472656,333800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,51.650001525878906,52.040000915527344,50.810001373291016,50.880001068115234,270900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,50.63999938964844,51.38999938964844,50.04999923706055,51.15999984741211,348700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,50.54999923706055,51.31999969482422,50.34000015258789,50.75,227300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,50.54999923706055,51.119998931884766,50.310001373291016,50.70000076293945,242300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,50.459999084472656,51.380001068115234,50.13999938964844,51.34999847412109,244800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,51.90999984741211,52.56999969482422,51.68000030517578,52.540000915527344,469700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,52.33000183105469,52.33000183105469,51.040000915527344,51.630001068115234,426300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,51.29999923706055,51.65999984741211,50.790000915527344,51.59000015258789,202400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,51.540000915527344,52.15999984741211,51.380001068115234,52.130001068115234,173000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,52.5,53.09000015258789,51.810001373291016,52.08000183105469,391400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,52.310001373291016,53.84999847412109,52.310001373291016,52.86000061035156,257600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,53.40999984741211,53.619998931884766,52.29999923706055,52.45000076293945,329000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,52.83000183105469,53.29999923706055,52.08000183105469,52.27000045776367,293600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,52.86000061035156,52.86000061035156,52.0099983215332,52.20000076293945,204700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,52.630001068115234,52.650001525878906,51.869998931884766,51.869998931884766,285500.0,,,,,,,,,,
