Date,Open,High,Low,Close,Volume,"('Adj Close', 'TRVI')","('Close', 'TRVI')","('High', 'TRVI')","('Low', 'TRVI')","('Open', 'TRVI')","('Volume', 'TRVI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.3600000143051147,1.3849999904632568,1.2999999523162842,1.2999999523162842,425000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.2899999618530271,1.3700000047683716,1.2899999618530271,1.309999942779541,231400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.340000033378601,1.409999966621399,1.2899999618530271,1.3799999952316284,151700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.399999976158142,1.4249999523162842,1.3200000524520874,1.3200000524520874,162400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.3200000524520874,1.399999976158142,1.2999999523162842,1.3600000143051147,118900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.3600000143051147,1.3899999856948853,1.3200000524520874,1.350000023841858,137700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.3799999952316284,1.440000057220459,1.3200000524520874,1.3300000429153442,201100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.399999976158142,1.4800000190734863,1.3300000429153442,1.4600000381469729,206500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.4600000381469729,1.5399999618530271,1.409999966621399,1.4199999570846558,131100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.4199999570846558,1.4739999771118164,1.350000023841858,1.3600000143051147,139700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.340000033378601,1.3700000047683716,1.3300000429153442,1.350000023841858,163500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.3700000047683716,1.3899999856948853,1.350000023841858,1.3600000143051147,84900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.3700000047683716,1.3949999809265137,1.340000033378601,1.350000023841858,105600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.3600000143051147,1.3700000047683716,1.2699999809265137,1.309999942779541,242600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.309999942779541,1.3600000143051147,1.2999999523162842,1.350000023841858,172700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.350000023841858,1.3799999952316284,1.3300000429153442,1.3350000381469729,103800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.3600000143051147,1.3799999952316284,1.309999942779541,1.3300000429153442,105100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.340000033378601,1.659999966621399,1.340000033378601,1.559999942779541,449000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1.590000033378601,1.6260000467300415,1.5,1.590000033378601,137200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,1.590000033378601,1.6069999933242798,1.5,1.5199999809265137,45400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,1.5399999618530271,1.5399999618530271,1.4199999570846558,1.4199999570846558,84500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,1.4600000381469729,1.5199999809265137,1.3700000047683716,1.3899999856948853,98600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,1.4299999475479126,1.4800000190734863,1.350000023841858,1.3899999856948853,188100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,1.409999966621399,1.4700000286102295,1.3849999904632568,1.399999976158142,175400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,1.399999976158142,1.4700000286102295,1.399999976158142,1.4600000381469729,86800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,1.440000057220459,1.4900000095367432,1.440000057220459,1.4700000286102295,106100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,1.440000057220459,1.5399999618530271,1.3899999856948853,1.5099999904632568,157600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,1.559999942779541,1.659999966621399,1.5190000534057615,1.6399999856948853,114000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,1.6699999570846558,1.7899999618530271,1.649999976158142,1.7699999809265137,247000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,1.7699999809265137,1.875,1.690000057220459,1.840000033378601,258900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,1.899999976158142,2.150000095367432,1.8600000143051147,2.119999885559082,505100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,2.140000104904175,2.400000095367432,2.127000093460083,2.380000114440918,915300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,2.390000104904175,2.799999952316284,2.250999927520752,2.7300000190734863,1335100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,2.75,3.220000028610229,2.650000095367432,2.740000009536743,909200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,2.650000095367432,2.7799999713897705,2.4189999103546143,2.650000095367432,414900.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,2.8399999141693115,2.9600000381469727,2.4800000190734863,2.5999999046325684,419700.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,2.5999999046325684,2.640000104904175,2.400000095367432,2.490000009536743,318900.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,2.440000057220459,2.8399999141693115,2.430000066757202,2.7100000381469727,435800.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,2.7100000381469727,2.8350000381469727,2.5999999046325684,2.7699999809265137,217200.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,2.819999933242798,3.009999990463257,2.619999885559082,2.930000066757202,320400.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,2.930000066757202,3.039999961853028,2.7699999809265137,2.9200000762939453,311900.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,2.930000066757202,2.970000028610229,2.7699999809265137,2.930000066757202,447900.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,2.950000047683716,3.0199999809265137,2.809999942779541,2.940000057220459,287400.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,2.9200000762939453,3.0199999809265137,2.799999952316284,3.0,320000.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,3.0299999713897705,3.0999999046325684,2.869999885559082,3.069999933242798,333700.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,3.0799999237060547,3.109999895095825,2.88100004196167,2.950000047683716,377600.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,3.0,3.039999961853028,2.809999942779541,2.8399999141693115,68900.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,2.799999952316284,3.0299999713897705,2.75,2.859999895095825,179500.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,2.859999895095825,3.0299999713897705,2.8239998817443848,2.890000104904175,138600.0,,,,,,,,,,
