Date,Open,High,Low,Close,Volume,"('Adj Close', 'CDE')","('Close', 'CDE')","('High', 'CDE')","('Low', 'CDE')","('Open', 'CDE')","('Volume', 'CDE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.25,3.3399999141693115,3.180000066757202,3.200000047683716,4319600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.049999952316284,3.069999933242798,2.8399999141693115,2.890000104904175,10401900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.9100000858306885,2.930000066757202,2.819999933242798,2.9100000858306885,4931500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.890000104904175,2.970000028610229,2.819999933242798,2.8299999237060547,4896200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.7699999809265137,2.8499999046325684,2.7300000190734863,2.809999942779541,6317900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.799999952316284,2.799999952316284,2.690000057220459,2.700000047683716,6730700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.700000047683716,2.720000028610229,2.609999895095825,2.6700000762939453,4537300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.700000047683716,2.7300000190734863,2.569999933242798,2.6600000858306885,5276900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.8399999141693115,3.009999990463257,2.8299999237060547,2.880000114440918,9032400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.809999942779541,2.8299999237060547,2.7100000381469727,2.720000028610229,6540400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.6700000762939453,2.6700000762939453,2.5799999237060547,2.609999895095825,6817200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.640000104904175,2.650000095367432,2.539999961853028,2.619999885559082,6375000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.640000104904175,2.650000095367432,2.5199999809265137,2.5999999046325684,4932700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.569999933242798,2.789999961853028,2.5299999713897705,2.789999961853028,7204100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.880000114440918,2.900000095367432,2.7799999713897705,2.8299999237060547,6271200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.9100000858306885,2.940000057220459,2.680000066757202,2.680000066757202,6679500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.7699999809265137,2.8299999237060547,2.720000028610229,2.7699999809265137,6496100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.759999990463257,2.809999942779541,2.690000057220459,2.7100000381469727,5061700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.740000009536743,2.990000009536743,2.6600000858306885,2.950000047683716,13910800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.970000028610229,2.970000028610229,2.7300000190734863,2.740000009536743,10222400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.740000009536743,2.809999942779541,2.6700000762939453,2.690000057220459,7300600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.700000047683716,2.859999895095825,2.690000057220459,2.859999895095825,6351700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,2.759999990463257,2.789999961853028,2.6600000858306885,2.740000009536743,6311200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,2.630000114440918,2.720000028610229,2.5899999141693115,2.6600000858306885,4175900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,2.680000066757202,2.809999942779541,2.6600000858306885,2.7799999713897705,3320000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,2.75,2.7699999809265137,2.650000095367432,2.6700000762939453,3248200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,2.650000095367432,2.7100000381469727,2.640000104904175,2.680000066757202,2896100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,2.690000057220459,2.720000028610229,2.609999895095825,2.700000047683716,3975200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,2.6600000858306885,2.819999933242798,2.630000114440918,2.7799999713897705,4827800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,2.680000066757202,2.690000057220459,2.5,2.539999961853028,10104300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,2.5299999713897705,2.640000104904175,2.5299999713897705,2.630000114440918,5100800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,2.690000057220459,2.789999961853028,2.6700000762939453,2.7300000190734863,6524600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,2.700000047683716,2.720000028610229,2.619999885559082,2.630000114440918,6035000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,2.640000104904175,2.650000095367432,2.5999999046325684,2.619999885559082,3941500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,2.609999895095825,2.609999895095825,2.539999961853028,2.5799999237060547,3102000.0,,,,,,,,,,
