Date,Open,High,Low,Close,Volume,"('Adj Close', 'CLNE')","('Close', 'CLNE')","('High', 'CLNE')","('Low', 'CLNE')","('Open', 'CLNE')","('Volume', 'CLNE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.7899999618530273,3.940000057220459,3.7200000286102295,3.799999952316284,1752000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.740000009536743,3.740000009536743,3.640000104904175,3.680000066757202,1249000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.690000057220459,3.700000047683716,3.5899999141693115,3.630000114440918,1330400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.5899999141693115,3.700000047683716,3.559999942779541,3.609999895095825,971500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.559999942779541,3.640000104904175,3.5,3.609999895095825,1100600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.569999933242798,3.5799999237060547,3.440000057220459,3.440000057220459,1195100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.450000047683716,3.5,3.390000104904175,3.4200000762939453,1349300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.490000009536743,3.490000009536743,3.319999933242798,3.380000114440918,1314200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.4200000762939453,3.5,3.359999895095825,3.4100000858306885,1061900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.400000095367432,3.430000066757202,3.3499999046325684,3.369999885559082,1826300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.299999952316284,3.380000114440918,3.259999990463257,3.299999952316284,2041400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.299999952316284,3.299999952316284,2.940000057220459,3.0999999046325684,3149900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.0999999046325684,3.150000095367432,3.0299999713897705,3.140000104904175,1318800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.150000095367432,3.259999990463257,3.140000104904175,3.25,1512500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.289999961853028,3.3399999141693115,3.1700000762939453,3.2300000190734863,1416100.0,,,,,,,,,,
