Date,Open,High,Low,Close,Volume,"('Adj Close', 'FLS')","('Close', 'FLS')","('High', 'FLS')","('Low', 'FLS')","('Open', 'FLS')","('Volume', 'FLS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,40.869998931884766,41.38999938964844,40.34000015258789,40.5099983215332,669800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,40.209999084472656,40.41999816894531,39.86000061035156,39.9900016784668,910200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,39.97999954223633,40.040000915527344,39.34999847412109,39.72999954223633,1216400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,39.59000015258789,40.060001373291016,39.5,39.93999862670898,716900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,39.77999877929688,40.15999984741211,39.209999084472656,40.150001525878906,626400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,39.68999862670898,39.84000015258789,39.310001373291016,39.790000915527344,527200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,39.869998931884766,40.09000015258789,39.630001068115234,39.709999084472656,510400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,39.709999084472656,40.34000015258789,39.470001220703125,40.310001373291016,685400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,40.68000030517578,40.77999877929688,40.209999084472656,40.290000915527344,813400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,40.16999816894531,40.310001373291016,39.7599983215332,40.119998931884766,691300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,39.68999862670898,40.04999923706055,39.369998931884766,39.560001373291016,799700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,39.77000045776367,40.27999877929688,39.7599983215332,40.15999984741211,658300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,40.29999923706055,40.70000076293945,40.0,40.61000061035156,620100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,40.79999923706055,41.2400016784668,40.790000915527344,41.06999969482422,568200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,41.34000015258789,41.43000030517578,40.5,40.52999877929688,778200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,40.79999923706055,40.79999923706055,39.68999862670898,40.09999847412109,865400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,40.459999084472656,40.880001068115234,40.25,40.86000061035156,674000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,41.02000045776367,41.02000045776367,40.09000015258789,40.4900016784668,974300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,40.54999923706055,41.13999938964844,40.119998931884766,41.130001068115234,922400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,40.86000061035156,41.02999877929688,40.34999847412109,40.970001220703125,1028100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,41.09999847412109,41.09999847412109,39.869998931884766,39.93000030517578,1219900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,40.18999862670898,40.84999847412109,39.68999862670898,40.72999954223633,1267000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,40.38999938964844,41.11000061035156,40.27000045776367,40.97999954223633,943300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,40.43000030517578,40.52000045776367,40.040000915527344,40.33000183105469,450600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,40.33000183105469,40.59000015258789,40.22999954223633,40.52000045776367,685700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,40.84999847412109,41.43000030517578,40.560001373291016,41.09000015258789,1038300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,41.15999984741211,41.43999862670898,41.02999877929688,41.34000015258789,1026800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,41.4900016784668,41.63999938964844,41.22999954223633,41.5,617000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,41.40999984741211,42.22999954223633,41.40999984741211,42.0099983215332,690700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,41.060001373291016,41.619998931884766,40.77999877929688,41.290000915527344,940800.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,41.66999816894531,42.040000915527344,41.459999084472656,41.970001220703125,839900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,42.18000030517578,43.09999847412109,42.18000030517578,42.97999954223633,1059500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,43.0,43.63999938964844,42.77999877929688,42.900001525878906,996700.0,,,,,,,,,,
